r,g,b,lang_code,gpt_raw,gpt_norm,gpt_min,gemini_raw,gemini_norm,gemini_min
0,255,115,ko,연두색,연두,연두,형광 초록색,형광 초록,형광초록
0,32,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,0,49,ko,빨강,빨강,빨강,빨강,빨강,빨강
255,77,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,41,ko,초록색,초록,초록,라임색,라임,라임
0,255,162,ko,민트색,민트,민트,청록색,청록,청록
16,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
31,255,0,ko,연두색,연두,연두,초록색,초록,초록
0,75,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
88,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,133,0,ko,주황색,주황,주황,주황색,주황,주황
0,38,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
0,255,145,ko,형광 초록,형광 초록,형광초록,청록색,청록,청록
255,0,72,ko,분홍색,분홍,분홍,마젠타,마젠타,마젠타
226,0,255,ko,보라색,보라,보라,마젠타,마젠타,마젠타
0,24,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
0,226,255,ko,하늘색,하늘,하늘,시안,시안,시안
252,255,0,ko,노랑,노랑,노랑,노란색,노랑,노랑
81,255,0,ko,연두색,연두,연두,형광 연두색,형광 연두,형광연두
255,48,0,ko,주황색,주황,주황,다홍,다홍,다홍
255,201,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
88,255,0,ko,연두색,연두,연두,초록색,초록,초록
255,201,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,0,93,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
8,255,0,ko,연두색,연두,연두,초록색,초록,초록
0,200,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
210,255,0,ko,형광 연두색,형광 연두,형광연두,라임색,라임,라임
52,255,0,ko,연두색,연두,연두,라임색,라임,라임
56,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,151,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
45,255,0,ko,연두색,연두,연두,초록색,초록,초록
255,0,78,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,46,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
55,0,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
28,255,0,ko,초록색,초록,초록,초록,초록,초록
0,255,135,ko,초록색,초록,초록,청록색,청록,청록
51,255,0,ko,연두색,연두,연두,형광 초록,형광 초록,형광초록
255,0,202,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
255,25,0,ko,빨간색,빨강,빨강,빨간색,빨강,빨강
255,0,43,ko,빨간색,빨강,빨강,빨간색,빨강,빨강
255,0,31,ko,빨강,빨강,빨강,빨간색,빨강,빨강
0,255,82,ko,형광초록,형광초록,형광초록,형광 초록,형광 초록,형광초록
255,253,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,236,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,255,237,ko,청록색,청록,청록,시안색,시안,시안
255,19,0,ko,빨강,빨강,빨강,빨간색,빨강,빨강
70,0,255,ko,보라색,보라,보라,파랑,파랑,파랑
0,214,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
255,243,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,172,255,ko,파랑,파랑,파랑,하늘색,하늘,하늘
255,151,0,ko,주황색,주황,주황,주황색,주황,주황
86,0,255,ko,보라색,보라,보라,울트라마린,울트라마린,울트라마린
247,255,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,255,212,ko,청록색,청록,청록,청록색,청록,청록
215,255,0,ko,연두색,연두,연두,연두색,연두,연두
0,110,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,165,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
78,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,146,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,65,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,100,ko,초록색,초록,초록,연두색,연두,연두
255,126,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,59,ko,분홍색,분홍,분홍,빨강,빨강,빨강
0,255,135,ko,초록색,초록,초록,초록색,초록,초록
0,88,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,53,0,ko,주황색,주황,주황,다홍색,다홍,다홍
0,255,18,ko,연두색,연두,연두,라임색,라임,라임
0,255,84,ko,초록색,초록,초록,라임색,라임,라임
179,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,255,33,ko,연두색,연두,연두,초록색,초록,초록
0,255,173,ko,민트색,민트,민트,민트색,민트,민트
255,0,187,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,13,0,ko,빨강,빨강,빨강,빨간색,빨강,빨강
0,255,223,ko,청록색,청록,청록,청록색,청록,청록
255,0,217,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
35,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,67,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,195,255,ko,하늘색,하늘,하늘,파란색,파랑,파랑
255,55,0,ko,주황색,주황,주황,주황색,주황,주황
255,245,0,ko,노란색,노랑,노랑,노랑,노랑,노랑
0,255,124,ko,초록색,초록,초록,형광 초록색,형광 초록,형광초록
65,255,0,ko,연두색,연두,연두,연두색,연두,연두
181,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,0,23,ko,빨강,빨강,빨강,빨간색,빨강,빨강
255,113,0,ko,주황색,주황,주황,주황색,주황,주황
0,201,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
0,255,67,ko,연두색,연두,연두,라임색,라임,라임
255,99,0,ko,주황색,주황,주황,주황색,주황,주황
228,0,255,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,0,159,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
0,255,122,ko,민트색,민트,민트,라임색,라임,라임
214,255,0,ko,연두색,연두,연두,형광 노란색,형광 노랑,형광노랑
255,110,0,ko,주황색,주황,주황,주황색,주황,주황
229,255,0,ko,노란색,노랑,노랑,형광 노란색,형광 노랑,형광노랑
255,0,152,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
0,255,85,ko,연두색,연두,연두,형광 초록색,형광 초록,형광초록
0,255,5,ko,초록색,초록,초록,초록색,초록,초록
12,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,194,ko,청록색,청록,청록,청록색,청록,청록
0,0,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
255,180,0,ko,주황색,주황,주황,주황색,주황,주황
0,51,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
111,0,255,ko,보라색,보라,보라,보라색,보라,보라
200,255,0,ko,연두색,연두,연두,형광 연두색,형광 연두,형광연두
255,0,147,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
255,0,155,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
0,8,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,55,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,187,0,ko,주황색,주황,주황,주황색,주황,주황
0,71,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
239,0,255,ko,자주색,자주,자주,마젠타,마젠타,마젠타
255,82,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,41,ko,빨강,빨강,빨강,빨간색,빨강,빨강
255,0,146,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,255,245,ko,청록색,청록,청록,청록색,청록,청록
86,255,0,ko,연두색,연두,연두,연두색,연두,연두
247,255,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,226,255,ko,하늘색,하늘,하늘,시안,시안,시안
255,0,84,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
135,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,192,255,ko,하늘색,하늘,하늘,청록색,청록,청록
255,234,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,20,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,248,ko,청록색,청록,청록,시안,시안,시안
255,0,104,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
255,65,0,ko,주황색,주황,주황,주황,주황,주황
255,0,6,ko,빨강,빨강,빨강,빨강,빨강,빨강
255,0,103,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,255,159,ko,민트색,민트,민트,청록색,청록,청록
166,255,0,ko,형광연두,형광연두,형광연두,연두색,연두,연두
255,0,74,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
99,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,0,30,ko,빨강,빨강,빨강,빨강,빨강,빨강
255,130,0,ko,주황색,주황,주황,주황색,주황,주황
0,127,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,214,ko,청록색,청록,청록,시안,시안,시안
0,15,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
178,0,255,ko,보라색,보라,보라,보라색,보라,보라
20,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,0,112,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
205,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,127,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
237,0,255,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
0,209,255,ko,하늘색,하늘,하늘,시안색,시안,시안
255,107,0,ko,주황색,주황,주황,주황색,주황,주황
255,18,0,ko,빨강,빨강,빨강,빨간색,빨강,빨강
210,0,255,ko,보라색,보라,보라,마젠타,마젠타,마젠타
255,0,83,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,92,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
108,0,255,ko,보라색,보라,보라,보라색,보라,보라
108,255,0,ko,연두색,연두,연두,라임색,라임,라임
46,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,183,0,ko,주황색,주황,주황,주황색,주황,주황
113,0,255,ko,보라색,보라,보라,바이올렛,바이올렛,바이올렛
0,255,198,ko,민트색,민트,민트,청록색,청록,청록
255,187,0,ko,주황색,주황,주황,황금색,황금,황금
255,244,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,0,254,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
0,211,255,ko,하늘색,하늘,하늘,시안색,시안,시안
128,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,255,240,ko,청록색,청록,청록,시안색,시안,시안
173,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,107,0,ko,주황색,주황,주황,주황색,주황,주황
25,0,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
0,255,18,ko,연두색,연두,연두,초록색,초록,초록
215,255,0,ko,형광노랑,형광노랑,형광노랑,라임색,라임,라임
255,213,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,91,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,180,ko,민트색,민트,민트,터키색,터키,터키
255,73,0,ko,주황색,주황,주황,주황색,주황,주황
0,156,255,ko,하늘색,하늘,하늘,파란색,파랑,파랑
0,95,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
0,255,245,ko,청록색,청록,청록,시안,시안,시안
230,0,255,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
110,255,0,ko,연두색,연두,연두,연두색,연두,연두
161,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,0,68,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
255,112,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,139,ko,민트색,민트,민트,형광 녹색,형광 녹,형광녹
255,185,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,145,ko,민트색,민트,민트,밝은 초록색,밝은 초록,밝은초록
255,0,116,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
95,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,255,163,ko,청록색,청록,청록,청록색,청록,청록
0,255,251,ko,청록색,청록,청록,청록색,청록,청록
143,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,71,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
172,0,255,ko,보라색,보라,보라,보라색,보라,보라
22,255,0,ko,연두색,연두,연두,초록색,초록,초록
0,73,255,ko,파랑,파랑,파랑,코발트블루,코발트블루,코발트블루
255,200,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
171,0,255,ko,보라색,보라,보라,보라색,보라,보라
181,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,0,128,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
14,0,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
255,200,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
255,0,82,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,60,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
213,255,0,ko,형광연두,형광연두,형광연두,형광 연두색,형광 연두,형광연두
56,0,255,ko,보라색,보라,보라,파란색,파랑,파랑
0,34,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
155,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,97,0,ko,주황색,주황,주황,주황색,주황,주황
0,0,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
246,255,0,ko,노란색,노랑,노랑,노랑,노랑,노랑
110,255,0,ko,형광연두,형광연두,형광연두,연두,연두,연두
55,0,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
0,255,187,ko,민트색,민트,민트,사이안색,사이안,사이안
0,255,25,ko,형광초록,형광초록,형광초록,초록색,초록,초록
0,168,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
0,15,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,0,106,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
0,152,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
0,255,246,ko,청록색,청록,청록,청록색,청록,청록
255,0,56,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
114,0,255,ko,보라색,보라,보라,보라색,보라,보라
130,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,86,0,ko,주황색,주황,주황,주황색,주황,주황
0,255,190,ko,청록색,청록,청록,민트색,민트,민트
0,255,167,ko,청록색,청록,청록,에메랄드그린,에메랄드그린,에메랄드그린
220,255,0,ko,연두색,연두,연두,형광 노란색,형광 노랑,형광노랑
206,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,58,0,ko,주황색,주황,주황,주황,주황,주황
0,14,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,132,0,ko,주황색,주황,주황,주황색,주황,주황
255,169,0,ko,주황색,주황,주황,주황색,주황,주황
0,99,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,255,67,ko,연두색,연두,연두,초록색,초록,초록
209,0,255,ko,보라색,보라,보라,자주색,자주,자주
0,255,252,ko,청록색,청록,청록,청록색,청록,청록
255,0,144,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
55,0,255,ko,보라색,보라,보라,파랑,파랑,파랑
221,0,255,ko,보라색,보라,보라,마젠타,마젠타,마젠타
255,153,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,219,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
255,38,0,ko,주황색,주황,주황,빨간색,빨강,빨강
0,255,92,ko,연두색,연두,연두,연두색,연두,연두
0,255,153,ko,민트색,민트,민트,초록색,초록,초록
255,0,205,ko,마젠타,마젠타,마젠타,핫핑크색,핫핑크,핫핑크
0,255,248,ko,청록색,청록,청록,시안,시안,시안
170,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,255,192,ko,청록색,청록,청록,청록색,청록,청록
255,78,0,ko,주황색,주황,주황,주황색,주황,주황
255,0,190,ko,분홍색,분홍,분홍,핫핑크색,핫핑크,핫핑크
0,255,42,ko,연두색,연두,연두,초록색,초록,초록
255,138,0,ko,주황색,주황,주황,주황색,주황,주황
189,255,0,ko,연두색,연두,연두,연두색,연두,연두
227,0,255,ko,보라색,보라,보라,자홍색,자홍,자홍
255,0,130,ko,자홍색,자홍,자홍,핫핑크,핫핑크,핫핑크
0,235,255,ko,청록색,청록,청록,파란색,파랑,파랑
0,255,10,ko,초록색,초록,초록,초록색,초록,초록
255,141,0,ko,주황색,주황,주황,주황색,주황,주황
142,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,0,106,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
255,0,215,ko,자홍색,자홍,자홍,마젠타,마젠타,마젠타
217,255,0,ko,형광노랑,형광노랑,형광노랑,형광 노랑,형광 노랑,형광노랑
0,255,35,ko,형광초록,형광초록,형광초록,초록색,초록,초록
0,53,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,223,255,ko,하늘색,하늘,하늘,시안,시안,시안
255,208,0,ko,노란색,노랑,노랑,노랑,노랑,노랑
0,11,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
0,26,255,ko,파란색,파랑,파랑,파랑,파랑,파랑
0,255,250,ko,시안,시안,시안,청록색,청록,청록
71,0,255,ko,보라색,보라,보라,파란색,파랑,파랑
255,212,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
0,193,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
44,0,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,0,47,ko,빨강,빨강,빨강,빨강,빨강,빨강
145,0,255,ko,보라색,보라,보라,보라색,보라,보라
0,255,19,ko,초록색,초록,초록,초록색,초록,초록
0,255,189,ko,민트색,민트,민트,청록색,청록,청록
209,0,255,ko,보라색,보라,보라,마젠타,마젠타,마젠타
212,255,0,ko,연두색,연두,연두,형광 연두색,형광 연두,형광연두
187,0,255,ko,보라색,보라,보라,자홍색,자홍,자홍
231,0,255,ko,마젠타,마젠타,마젠타,마젠타,마젠타,마젠타
255,0,152,ko,분홍색,분홍,분홍,핫핑크색,핫핑크,핫핑크
0,145,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
6,0,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
255,48,0,ko,주황색,주황,주황,다홍색,다홍,다홍
255,0,247,ko,마젠타,마젠타,마젠타,자홍색,자홍,자홍
255,230,0,ko,노란색,노랑,노랑,노란색,노랑,노랑
182,255,0,ko,연두색,연두,연두,연두색,연두,연두
255,0,99,ko,분홍색,분홍,분홍,핑크,핑크,핑크
0,227,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
255,68,0,ko,주황색,주황,주황,주황색,주황,주황
255,126,0,ko,주황색,주황,주황,주황색,주황,주황
177,0,255,ko,보라색,보라,보라,보라색,보라,보라
255,0,62,ko,분홍색,분홍,분홍,핫핑크,핫핑크,핫핑크
255,0,248,ko,자홍색,자홍,자홍,자홍색,자홍,자홍
38,0,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
255,0,52,ko,빨강,빨강,빨강,빨강,빨강,빨강
0,67,255,ko,파랑,파랑,파랑,파란색,파랑,파랑
255,5,0,ko,빨강,빨강,빨강,빨강,빨강,빨강
0,181,255,ko,하늘색,하늘,하늘,하늘색,하늘,하늘
170,255,0,ko,연두색,연두,연두,라임색,라임,라임
255,0,33,ko,빨강,빨강,빨강,빨간색,빨강,빨강
243,0,255,ko,자주색,자주,자주,마젠타,마젠타,마젠타
72,255,0,ko,연두색,연두,연두,초록색,초록,초록
0,255,124,ko,초록색,초록,초록,형광 초록색,형광 초록,형광초록
144,0,255,ko,보라색,보라,보라,보라색,보라,보라
17,255,0,ko,연두색,연두,연두,초록,초록,초록
0,5,255,ko,파란색,파랑,파랑,파란색,파랑,파랑
73,255,0,ko,연두색,연두,연두,초록색,초록,초록
255,0,2,ko,빨강,빨강,빨강,빨간색,빨강,빨강
0,255,137,ko,초록색,초록,초록,초록,초록,초록
60,255,0,ko,연두색,연두,연두,라임색,라임,라임
0,255,156,ko,민트색,민트,민트,민트색,민트,민트
255,90,0,ko,주황색,주황,주황,주황색,주황,주황
0,10,255,ko,파랑,파랑,파랑,파랑,파랑,파랑
8,255,0,ko,초록색,초록,초록,초록색,초록,초록
0,255,150,ko,민트색,민트,민트,초록색,초록,초록
101,255,0,ko,연두색,연두,연두,연두색,연두,연두
64,0,255,ko,보라색,보라,보라,파란색,파랑,파랑
0,255,97,ko,형광초록,형광초록,형광초록,초록색,초록,초록
61,0,255,ko,보라색,보라,보라,군청색,군청,군청
