r,g,b,lang_code,chatgpt,gemini
93,90,98,en,gray,Slate purple
183,216,165,en,light green,Pale green
194,130,9,en,orange,Goldenrod
104,229,246,en,cyan,Cyan
51,54,110,en,purple,Indigo
66,244,144,en,green,Bright Green
241,254,216,en,light green,Pistachio
27,190,153,en,turquoise,Turquoise
135,202,26,en,green,Lime green
79,55,60,en,brown,Prune
170,11,145,en,magenta,Magenta
30,87,116,en,teal,Teal
228,94,0,en,orange,Orange
161,210,222,en,light blue,Light blue
69,18,23,en,dark red,Maroon
24,240,57,en,green,Lime green
9,192,104,en,green,Green
29,61,253,en,blue,Blue
223,42,85,en,red,Cerise
19,113,70,en,green,Hunter green
141,30,32,en,dark red,Maroon
52,11,53,en,purple,Plum
187,220,83,en,yellow-green,Lime green
11,197,143,en,green,Teal
55,211,204,en,turquoise,Turquoise
158,62,42,en,brown,Terracotta
66,89,16,en,green,Olive green
205,3,2,en,red,Red
102,83,98,en,mauve,Dark Mauve
161,149,165,en,gray,Thistle
211,108,108,en,coral,Rose
62,39,86,en,purple,Dark purple
102,33,88,en,purple,Mulberry
32,94,216,en,blue,Blue
248,194,225,en,pink,Pink
171,146,40,en,goldenrod,Mustard
146,103,250,en,purple,Purple
55,161,89,en,green,Kelly green
239,129,210,en,pink,Orchid
210,199,234,en,lavender,Lavender
94,244,106,en,green,Lime green
46,71,101,en,blue,Navy blue
159,159,147,en,gray,Greige
159,253,153,en,light green,Light green
123,157,229,en,blue,Periwinkle
165,78,106,en,pink,Old Rose
142,130,41,en,olive,Olive green
81,246,126,en,green,Lime green
191,101,189,en,purple,Orchid
157,230,120,en,light green,Lime green
41,135,239,en,blue,Blue
153,144,96,en,olive,Olive green
92,114,166,en,blue,Denim blue
124,198,204,en,turquoise,Turquoise
9,247,160,en,green,Spring green
7,115,81,en,green,Forest green
127,232,217,en,turquoise,Turquoise
77,240,222,en,turquoise,Turquoise
222,234,251,en,light blue,Light blue
152,45,96,en,purple,Magenta
65,80,138,en,blue,Indigo
190,147,248,en,purple,Lavender
126,158,82,en,green,Olive green
113,50,109,en,purple,Purple
63,222,63,en,green,Green
1,47,230,en,blue,Blue
173,254,83,en,lime green,Lime green
163,171,165,en,gray,Sage
213,240,36,en,lime,Chartreuse
239,195,245,en,pink,Lavender
38,152,253,en,blue,Blue
247,159,22,en,orange,Tangerine
146,8,46,en,red,Burgundy
220,236,140,en,light green,Lime green
47,249,49,en,green,Bright green
134,81,170,en,purple,Purple
142,27,170,en,purple,Purple
151,88,185,en,purple,Purple
164,83,138,en,purple,Purple
245,124,128,en,pink,Coral
33,7,251,en,blue,Blue
51,237,10,en,green,Lime green
248,208,249,en,pink,Light pink
113,120,149,en,gray,Slate blue
25,148,192,en,blue,Blue
18,199,25,en,green,Green
81,119,243,en,blue,Royal blue
162,30,121,en,magenta,Magenta
189,167,104,en,goldenrod,Khaki
115,82,214,en,purple,Purple
210,140,126,en,salmon,Terracotta
95,212,66,en,green,Lime green
248,152,174,en,pink,Pink
85,242,168,en,green,Spring green
96,92,19,en,olive,Olive
214,24,245,en,magenta,Magenta
239,151,40,en,orange,Orange
82,76,80,en,gray,Dark Grey
21,219,189,en,turquoise,Turquoise
191,134,199,en,purple,Lavender
7,7,47,en,navy,Dark blue
175,41,37,en,red,Red
70,9,5,en,maroon,Maroon
78,228,78,en,green,Lime green
162,23,210,en,purple,Purple
10,219,92,en,green,Chroma key green
29,81,95,en,teal,Teal
190,143,239,en,purple,Lavender
230,162,183,en,pink,Pink
94,136,167,en,blue,Denim blue
90,0,236,en,purple,Purple
54,41,108,en,purple,Dark purple
79,48,239,en,purple,Blue-violet
107,163,164,en,teal,Teal
18,242,30,en,green,Lime green
187,98,183,en,purple,Orchid
107,160,97,en,green,Moss green
6,32,98,en,blue,Dark blue
2,42,66,en,navy,Dark Blue
148,234,21,en,lime,Lime green
219,138,242,en,purple,Orchid
56,195,197,en,teal,Turquoise
185,91,154,en,magenta,Magenta
45,93,45,en,green,Forest green
220,152,189,en,pink,Orchid Pink
205,102,65,en,orange,Burnt orange
47,5,113,en,purple,Indigo
181,170,54,en,olive,Olive green
188,106,142,en,pink,Rose
16,252,20,en,green,Green
107,142,189,en,blue,Steel blue
139,17,110,en,purple,Plum
117,231,132,en,green,Light green
194,26,74,en,red,Cerise
244,41,207,en,magenta,Magenta
181,19,194,en,purple,Purple
211,152,119,en,peach,Terracotta
48,124,110,en,teal,Teal
238,89,49,en,orange,red-orange
244,61,240,en,magenta,Magenta
77,33,30,en,brown,Maroon
123,60,127,en,purple,Amethyst
210,182,89,en,golden yellow,Ochre
47,162,79,en,green,Green
251,255,107,en,yellow,Pale yellow
251,154,129,en,salmon,Salmon
79,184,29,en,green,Lime green
182,252,228,en,mint green,Mint green
194,71,56,en,red,Terracotta
160,16,92,en,magenta,Fuchsia
111,141,95,en,green,Sage green
139,31,14,en,red,Rustic Red
186,54,166,en,magenta,Magenta
149,21,78,en,maroon,Magenta
177,135,111,en,brown,Sienna
73,1,50,en,maroon,Plum
210,9,47,en,red,Red
1,238,246,en,cyan,Cyan
9,20,33,en,dark blue,Dark blue
217,9,155,en,magenta,Magenta
32,71,41,en,green,Dark green
158,167,133,en,olive green,Sage green
3,35,240,en,blue,Blue
22,30,146,en,blue,Blue
114,101,144,en,purple,Lavender
215,239,121,en,light green,Chartreuse
237,247,205,en,light green,Pistachio
255,223,111,en,yellow,Light yellow
31,39,194,en,blue,Royal blue
147,66,167,en,purple,Purple
1,157,217,en,blue,Cerulean
104,251,242,en,turquoise,Aqua
187,89,142,en,pink,Magenta
1,178,20,en,green,Green
167,8,230,en,purple,Violet
238,79,175,en,pink,Hot pink
143,182,112,en,green,Sage green
6,138,17,en,green,Green
57,243,195,en,turquoise,Turquoise
153,243,17,en,lime green,Lime green
81,138,164,en,blue,Steel blue
192,144,22,en,goldenrod,Ochre
64,127,163,en,blue,Steel blue
150,228,68,en,lime,Lime green
14,250,121,en,green,Emerald
127,68,2,en,brown,Saddle brown
151,83,129,en,purple,Orchid
227,36,241,en,purple,Magenta
206,157,86,en,tan,Tan
174,90,75,en,brown,Terracotta
183,74,77,en,red,Brick red
78,170,232,en,blue,Sky blue
10,165,83,en,green,Green
191,151,105,en,beige,Tan
68,93,249,en,blue,Royal blue
242,78,160,en,pink,Hot Pink
36,50,73,en,dark blue,Navy blue
175,79,185,en,purple,Purple
30,28,88,en,purple,Navy blue
71,180,192,en,cyan,Turquoise
122,218,20,en,green,Lime green
216,131,120,en,salmon,Coral
6,1,151,en,blue,Blue
222,44,53,en,red,Red
73,136,254,en,blue,Azure
165,102,35,en,orange,Rust
100,101,35,en,olive,Olive green
68,206,13,en,green,Lime green
163,147,117,en,beige,Taupe
172,77,228,en,purple,Purple
6,37,60,en,dark blue,Dark Blue
110,237,61,en,green,Lime green
248,180,242,en,pink,Pink
252,191,154,en,peach,Peach
43,45,224,en,blue,Royal blue
207,42,192,en,magenta,Magenta
193,151,82,en,beige,Ochre
70,126,91,en,green,Forest Green
135,84,86,en,brown,Russet
52,245,195,en,turquoise,Aqua
146,207,75,en,light green,Lime green
247,107,224,en,pink,Fuchsia
61,49,239,en,blue,Royal blue
226,30,213,en,magenta,Magenta
141,213,139,en,green,Light Green
122,140,246,en,blue,Periwinkle
199,20,220,en,magenta,Magenta
79,35,200,en,purple,Violet
221,144,16,en,orange,Orange
70,12,41,en,maroon,Burgundy
90,122,138,en,gray,Blue-gray
189,19,49,en,red,Red
250,121,199,en,pink,Hot pink
165,68,94,en,maroon,Raspberry
85,95,169,en,blue,Indigo
196,210,236,en,light blue,Periwinkle
111,4,59,en,maroon,Plum
84,219,128,en,green,Emerald
219,94,211,en,pink,Magenta
242,91,178,en,pink,Hot pink
112,155,202,en,blue,Cornflower blue
237,122,128,en,pink,Light Coral
85,71,246,en,blue,Royal Blue
20,140,143,en,teal,Teal
185,235,199,en,light green,Light green
16,166,212,en,cyan,Cyan
29,68,117,en,blue,Deep Blue
137,218,39,en,green,Lime green
61,174,239,en,blue,Cerulean
102,72,164,en,purple,Purple
131,63,115,en,purple,Plum
132,2,153,en,purple,Purple
27,22,73,en,indigo,Midnight Blue
144,27,190,en,purple,Purple
53,39,6,en,brown,Dark brown
104,190,7,en,green,Lime green
14,156,247,en,blue,Blue
213,105,147,en,pink,Rose
138,8,239,en,purple,Purple
114,114,74,en,olive,Olive green
110,10,98,en,purple,Purple
96,237,191,en,mint green,Aquamarine
32,151,22,en,green,Green
60,34,189,en,purple,Violet
253,14,235,en,magenta,Fuchsia
218,158,182,en,pink,Pink
239,172,189,en,pink,Pink
169,250,8,en,lime,Lime green
221,200,189,en,beige,Blush
133,169,175,en,teal,Slate blue
105,156,17,en,green,Lime green
77,16,203,en,purple,Purple
244,92,233,en,magenta,Hot pink
81,115,46,en,green,Olive green
132,216,12,en,green,Chartreuse
148,170,143,en,green,Sage green
120,91,51,en,brown,Umber
109,85,98,en,brown,Mauve
58,43,178,en,purple,Violet
73,46,147,en,purple,Purple
31,90,145,en,blue,Royal Blue
226,253,141,en,light green,Lime green
203,26,21,en,red,Red
234,88,149,en,pink,Hot pink
27,87,225,en,blue,Blue
83,212,0,en,green,Lime green
158,184,142,en,green,Sage green
73,37,138,en,purple,Purple
152,103,0,en,brown,Bronze
98,143,66,en,green,Olive green
87,134,216,en,blue,Cornflower blue
46,106,108,en,teal,Teal
138,90,83,en,brown,Terracotta
212,189,199,en,pink,Lavender
153,10,240,en,purple,Purple
45,91,39,en,green,Dark green
198,199,15,en,yellow,Chartreuse
87,11,55,en,maroon,Burgundy
249,211,94,en,yellow,Goldenrod
3,80,81,en,teal,Teal
89,74,77,en,brown,Byzantium
161,206,12,en,lime,Lime green
130,247,126,en,light green,Lime green
198,225,2,en,lime,Lime green
37,28,71,en,purple,Deep violet
209,173,128,en,beige,Tan
8,69,28,en,green,Forest green
19,255,61,en,lime,Green
112,89,235,en,purple,Purple
14,57,40,en,dark green,Dark green
108,13,58,en,maroon,Plum
129,83,12,en,brown,Saddle brown
0,44,59,en,teal,Teal
232,155,185,en,pink,Pink
45,94,149,en,blue,Blue
64,68,37,en,olive,Olive
234,105,252,en,purple,Fuchsia
41,135,243,en,blue,Dodger Blue
209,147,1,en,orange,Mustard
65,7,55,en,purple,Dark purple
215,178,110,en,beige,Tan
123,160,67,en,green,Pistachio
136,107,84,en,brown,Taupe
169,192,223,en,light blue,Dusty blue
61,155,127,en,green,Teal
89,102,2,en,olive,Olive green
153,190,82,en,green,Lime green
51,6,202,en,blue,Violet
56,96,220,en,blue,Royal Blue
83,50,175,en,purple,Purple
16,94,60,en,green,Forest green
189,251,41,en,lime,Lime green
138,242,238,en,cyan,Aqua
192,207,81,en,yellow-green,Lime green
34,186,250,en,blue,Sky blue
160,193,73,en,light green,Lime green
144,36,14,en,red,Rust
236,29,155,en,pink,Fuchsia
223,182,163,en,beige,Nude
250,0,28,en,red,Red
214,15,67,en,red,Crimson
171,161,146,en,gray,Taupe
177,125,105,en,brown,Terracotta
101,104,231,en,purple,Periwinkle
226,78,52,en,orange,Red-orange
26,36,64,en,navy,Navy Blue
185,5,210,en,purple,Purple
121,89,106,en,purple,Mauve
51,142,211,en,blue,Blue
218,157,42,en,orange,Ochre
10,81,167,en,blue,Blue
65,155,97,en,green,Green
205,212,218,en,light gray,Pale blue
127,39,94,en,purple,Plum
145,151,68,en,olive,Olive green
131,64,12,en,brown,Burnt umber
214,92,75,en,red,Terracotta
197,51,21,en,red,Red-orange
239,196,98,en,yellow,Ochre
144,153,61,en,olive,Olive green
247,4,48,en,red,Red
137,94,179,en,purple,Purple
192,111,145,en,pink,Pink
189,118,191,en,purple,Purple
223,251,77,en,lime,Lime green
219,125,73,en,orange,Burnt orange
29,214,86,en,green,Lime green
126,192,176,en,teal,Teal
37,18,202,en,blue,Royal Blue
48,39,217,en,blue,Royal Blue
6,72,35,en,green,Dark green
88,5,192,en,purple,Purple
105,235,72,en,green,Lime green
236,82,1,en,orange,Orange
65,11,183,en,purple,Purple
208,136,244,en,lavender,Purple
57,47,27,en,brown,Dark brown
44,122,77,en,green,Forest green
216,155,195,en,pink,Orchid pink
207,10,197,en,magenta,Magenta
216,59,124,en,pink,Fuchsia
227,184,116,en,beige,Tan
166,202,46,en,lime green,Chartreuse
69,228,22,en,green,Lime green
119,25,87,en,purple,Plum
46,82,25,en,green,Forest green
96,120,245,en,blue,Violet blue
54,19,70,en,purple,Purple
131,186,135,en,green,Sage green
220,241,23,en,yellow,Lime green
142,132,237,en,purple,Periwinkle
73,187,161,en,teal,Teal
42,213,121,en,green,Kelly green
29,196,36,en,green,Green
10,254,29,en,green,Green
220,41,138,en,magenta,Fuchsia
89,232,64,en,green,Lime green
211,72,164,en,pink,Fuchsia
113,62,243,en,purple,Violet
121,238,228,en,turquoise,Turquoise
220,156,124,en,peach,Salmon
78,41,169,en,purple,Purple
198,237,67,en,lime green,Lime green
217,31,62,en,red,Crimson
219,61,184,en,magenta,Fuchsia
234,137,43,en,orange,Orange
15,190,116,en,green,Green
73,246,167,en,green,Mint green
85,238,159,en,green,Mint green
161,18,254,en,purple,Purple
131,101,63,en,brown,Coffee
173,69,105,en,pink,Raspberry
201,224,187,en,light green,Light green
237,137,242,en,pink,Orchid
23,103,31,en,green,Dark green
130,194,8,en,green,Lime green
35,90,69,en,green,Dark green
81,84,156,en,purple,Blue-violet
79,194,173,en,teal,Turquoise
36,205,90,en,green,Emerald green
243,108,76,en,coral,Coral
69,109,158,en,blue,Steel blue
207,177,223,en,lavender,Lavender
204,82,234,en,purple,Purple
135,165,168,en,teal,Slate blue
104,14,216,en,purple,Purple
128,57,210,en,purple,Purple
111,164,13,en,green,Lime green
120,111,125,en,gray,Taupe
76,86,125,en,slate blue,Slate blue
88,91,233,en,blue,Blue-violet
95,146,151,en,teal,Cadet blue
204,166,111,en,tan,Tan
145,14,188,en,purple,Purple
108,85,138,en,purple,Purple
101,122,112,en,gray,Muted teal
12,192,4,en,green,Green
161,176,246,en,light blue,Pale blue
251,24,130,en,pink,Hot pink
183,224,88,en,light green,Lime green
48,243,156,en,green,Bright green
239,233,46,en,yellow,Yellow
32,51,90,en,navy,Navy blue
160,251,92,en,light green,Lime green
149,41,119,en,purple,Magenta
236,154,120,en,salmon,Peach
73,71,78,en,gray,Slate
215,104,88,en,coral,Terracotta
0,141,64,en,green,Green
102,9,18,en,dark red,Maroon
44,127,25,en,green,Forest green
10,133,31,en,green,Green
208,169,177,en,pink,Dusty pink
120,0,125,en,purple,Purple
106,150,28,en,green,Olive green
45,29,198,en,blue,Blue
33,230,180,en,turquoise,Cyan
253,154,186,en,pink,Pink
91,19,21,en,dark red,Maroon
240,168,144,en,salmon,Peach
18,194,193,en,turquoise,Turquoise
102,1,28,en,maroon,Maroon
121,15,211,en,purple,Purple
90,68,224,en,purple,Violet
158,204,99,en,green,Lime Green
132,192,3,en,green,Lime green
252,89,101,en,red,Coral
186,185,162,en,beige,Sage green
238,253,134,en,yellow,Pale yellow
155,250,202,en,mint green,Mint green
168,135,59,en,brown,Ochre
13,91,232,en,blue,Blue
232,39,137,en,pink,Fuchsia
121,183,92,en,green,Lime green
120,123,60,en,olive,Olive green
113,176,0,en,green,Lime green
243,224,200,en,beige,Beige
184,57,78,en,red,Raspberry
225,97,49,en,orange,Orange
42,4,183,en,purple,Electric Blue
161,74,61,en,brown,Terracotta
209,214,200,en,light gray,Light greenish-gray
205,182,158,en,beige,Taupe
137,134,36,en,olive,Olive green
250,221,159,en,light yellow,Custard
245,181,59,en,orange,Golden Yellow
80,101,109,en,gray,Blue-grey
62,85,98,en,dark blue,Blue-grey
180,240,199,en,light green,Mint green
162,148,91,en,olive,Olive
40,157,118,en,green,Teal green
174,117,85,en,brown,Sienna
203,220,109,en,yellow-green,Pistachio
83,93,240,en,blue,Royal Blue
56,6,23,en,maroon,Maroon
187,18,194,en,purple,Magenta
32,186,146,en,teal,Teal
105,51,254,en,purple,Violet
46,250,88,en,green,Lime green
36,77,50,en,dark green,Dark green
38,229,218,en,turquoise,Cyan
69,234,48,en,green,Lime green
249,120,165,en,pink,Pink
99,93,186,en,purple,Violet
177,215,181,en,light green,Mint green
150,237,220,en,turquoise,Turquoise
224,54,248,en,magenta,Magenta
96,56,8,en,brown,Chocolate brown
250,79,138,en,pink,Hot pink
19,72,135,en,blue,Royal blue
253,130,133,en,salmon,LightCoral
109,107,2,en,olive,Olive green
210,47,39,en,red,Red
11,71,58,en,green,Dark Green
176,218,157,en,light green,Pale green
213,46,118,en,magenta,Hot pink
229,230,197,en,beige,Parchment
150,109,193,en,purple,Violet
66,117,84,en,green,Forest green
83,38,160,en,purple,Purple
223,122,230,en,pink,Orchid
191,28,27,en,red,Red
104,200,59,en,green,Lime green
182,31,78,en,red,Magenta
209,73,245,en,purple,Purple
242,172,187,en,pink,Pink
204,53,90,en,pink,Cerise
54,77,5,en,dark green,Olive green
154,182,44,en,green,Chartreuse
66,222,164,en,green,Mint green
38,141,112,en,teal,Teal
120,118,47,en,olive,Olive Drab
86,30,249,en,purple,Violet
48,61,88,en,dark blue,Navy blue
195,76,117,en,pink,Raspberry
215,134,19,en,orange,Burnt orange
204,69,86,en,red,Rose
15,130,191,en,blue,Blue
254,113,204,en,pink,Hot pink
33,10,157,en,blue,Royal blue
61,27,18,en,brown,Mahogany
97,78,204,en,purple,Purple
95,223,57,en,green,Lime green
148,89,248,en,purple,Violet
213,4,218,en,magenta,Magenta
95,20,184,en,purple,Purple
92,252,89,en,green,Lime green
161,104,35,en,brown,Copper
124,69,5,en,brown,Saddle brown
164,83,134,en,purple,Magenta
95,124,16,en,green,Olive
131,194,99,en,green,Lime green
119,17,243,en,purple,Purple
9,19,229,en,blue,Blue
207,84,21,en,orange,Burnt orange
123,161,247,en,blue,Cornflower blue
192,86,106,en,pink,Rose
211,124,248,en,purple,Lavender
93,128,88,en,green,Olive Green
8,26,23,en,dark green,Dark green
9,210,29,en,green,Green
63,15,122,en,purple,Indigo
184,88,103,en,pink,Rosewood
40,127,206,en,blue,Blue
120,241,94,en,green,Lime Green
223,151,94,en,orange,Burnt orange
85,70,9,en,brown,Olive
236,0,143,en,magenta,Fuchsia
73,7,91,en,purple,Dark purple
190,8,234,en,purple,Magenta
184,222,140,en,light green,Lime green
30,170,20,en,green,Green
227,124,26,en,orange,Orange
89,232,145,en,green,Mint green
23,220,110,en,green,Kelly green
180,150,158,en,mauve,Dusty Rose
153,10,98,en,magenta,Magenta
110,53,190,en,purple,Purple
4,117,64,en,green,Forest green
68,138,216,en,blue,Blue
202,45,122,en,pink,Fuchsia
15,40,206,en,blue,Blue
37,60,130,en,blue,Royal blue
186,109,230,en,purple,Purple
141,12,205,en,purple,Purple
143,251,156,en,light green,Light green
226,223,22,en,yellow,Yellow
9,77,141,en,blue,Blue
199,37,92,en,magenta,Fuchsia
8,1,60,en,navy,Navy
89,245,147,en,green,Spring green
98,90,214,en,purple,Violet
8,225,129,en,green,Emerald Green
41,72,235,en,blue,Electric blue
251,66,8,en,orange,Orange-red
17,231,168,en,turquoise,Turquoise
212,108,82,en,orange,Terra cotta
152,206,189,en,mint green,Seafoam green
209,202,54,en,yellow,Mustard
65,11,198,en,purple,Violet
2,90,36,en,green,Dark green
171,104,140,en,pink,Orchid
154,82,4,en,orange,Rust
16,147,111,en,green,Teal
217,200,142,en,beige,Sand
75,8,179,en,purple,Purple
71,60,143,en,purple,Violet
215,244,249,en,light blue,Light blue
54,3,52,en,purple,Dark Purple
221,9,207,en,magenta,Magenta
19,194,52,en,green,Green
129,17,141,en,purple,Purple
36,92,128,en,blue,Teal
202,56,231,en,purple,Magenta
83,176,116,en,green,Kelly green
33,209,167,en,turquoise,Turquoise
197,204,217,en,light gray,Light steel blue
12,199,178,en,turquoise,Teal
70,238,224,en,turquoise,Turquoise
161,176,54,en,olive green,Olive green
136,23,54,en,maroon,Burgundy
25,181,46,en,green,Green
103,7,63,en,maroon,Plum
253,60,31,en,red,Red-orange
39,218,200,en,turquoise,Turquoise
247,112,199,en,pink,Pink
175,228,99,en,light green,Lime green
243,255,99,en,yellow,Lemon yellow
82,228,234,en,cyan,Turquoise
157,13,5,en,red,Dark red
192,32,4,en,red,Red-orange
70,58,125,en,purple,Purple
62,242,178,en,green,Aquamarine
153,9,240,en,purple,Purple
69,115,93,en,green,Forest green
136,250,15,en,lime,Lime green
241,214,110,en,yellow,Pale yellow
137,34,48,en,maroon,Wine Red
52,57,163,en,blue,Indigo
250,45,206,en,magenta,Magenta
155,141,200,en,purple,Lavender
57,180,59,en,green,Lime green
11,50,97,en,blue,Dark Blue
122,123,168,en,purple,Lavender
177,15,114,en,magenta,Magenta
70,211,0,en,green,Green
102,169,25,en,green,Lime green
65,235,79,en,green,Lime green
191,146,236,en,purple,Lavender
60,25,11,en,brown,Brown
195,235,212,en,light green,Mint green
254,175,19,en,orange,Orange
97,53,99,en,purple,Plum
162,183,180,en,sage,Slate Blue
82,202,118,en,green,Bright green
233,64,12,en,orange,Red-orange
191,245,246,en,light blue,Light blue
23,152,180,en,teal,Teal
91,74,150,en,purple,Dark Purple
250,14,24,en,red,Red
78,67,176,en,purple,Purple
188,234,46,en,lime,Lime green
85,185,197,en,turquoise,Turquoise
104,79,64,en,brown,Cocoa
228,66,5,en,orange,Red-orange
204,133,241,en,purple,Lilac
17,96,119,en,teal,Teal
59,174,188,en,turquoise,Turquoise
69,95,67,en,green,Forest green
140,107,13,en,goldenrod,Olive
185,239,0,en,lime,Lime green
58,131,50,en,green,Forest green
121,197,189,en,teal,Teal
171,21,25,en,red,Red
104,31,217,en,purple,Purple
248,213,39,en,yellow,Yellow
178,161,230,en,lavender,Lavender
249,226,187,en,beige,Peach
238,76,65,en,red,Red-orange
125,168,22,en,green,Lime green
6,18,141,en,blue,Dark blue
155,205,79,en,green,Lime green
20,159,61,en,green,Green
34,75,140,en,blue,Royal blue
7,196,0,en,green,Green
150,201,28,en,green,Lime green
58,22,209,en,purple,Blue-violet
70,209,100,en,green,Spring green
215,239,91,en,lime,Lime green
132,104,250,en,purple,Violet
203,188,57,en,yellow,Mustard
13,9,9,en,black,Black
168,77,136,en,purple,Plum
129,57,151,en,purple,Purple
135,195,203,en,teal,Aqua
62,241,38,en,green,Lime green
234,26,47,en,red,Red
210,98,148,en,pink,Hot Pink
153,93,32,en,brown,Saddle Brown
221,36,29,en,red,Red
130,157,34,en,green,Olive green
154,86,161,en,purple,Purple
245,177,184,en,pink,Pink
103,75,91,en,purple,Muted purple
98,126,32,en,green,Olive Green
121,140,27,en,olive,Olive green
113,223,86,en,green,Lime green
19,237,92,en,green,Green
230,112,41,en,orange,Orange
152,50,121,en,purple,Magenta
60,35,216,en,blue,Royal Blue
119,244,161,en,light green,Mint green
194,162,81,en,goldenrod,Mustard
119,38,117,en,purple,Purple
193,12,35,en,red,Red
248,146,33,en,orange,Orange
168,114,233,en,purple,Purple
118,218,195,en,turquoise,Seafoam green
187,94,9,en,orange,Burnt orange
86,148,40,en,green,Green
178,227,150,en,light green,Light green
199,31,227,en,purple,Fuchsia
245,113,192,en,pink,Pink
119,75,0,en,brown,Saddle brown
141,145,47,en,olive,Olive green
184,177,211,en,lavender,Lavender
105,225,30,en,green,Lime green
169,138,159,en,mauve,Mauve
255,32,207,en,magenta,Fuchsia
159,226,166,en,light green,Mint green
227,187,41,en,yellow,Goldenrod
71,112,139,en,blue,Steel blue
80,138,231,en,blue,Royal blue
143,24,178,en,purple,Purple
106,14,206,en,purple,Purple
224,247,41,en,yellow,Chartreuse
60,146,43,en,green,Green
164,247,150,en,light green,Light green
146,200,182,en,light green,Mint green
170,147,65,en,mustard,Mustard
255,94,216,en,pink,Pink
67,113,184,en,blue,Royal blue
169,52,154,en,purple,Purple
226,189,195,en,pink,Light pink
151,36,137,en,purple,Purple
78,51,110,en,purple,Purple
71,104,155,en,blue,Slate blue
17,181,155,en,teal,Teal
46,149,199,en,blue,Steel Blue
193,20,201,en,purple,Magenta
212,44,255,en,purple,Magenta
74,223,241,en,cyan,Turquoise
107,113,225,en,blue,Royal Blue
145,67,113,en,purple,Plum
139,249,76,en,light green,Lime green
29,182,59,en,green,Kelly green
39,118,32,en,green,Forest green
178,206,156,en,light green,Pistachio
248,168,48,en,orange,Orange
99,112,168,en,blue,Periwinkle
207,14,70,en,red,Fuchsia
180,93,100,en,mauve,Dusty Rose
164,204,76,en,light green,Lime green
231,135,133,en,pink,Coral
18,198,191,en,turquoise,Teal
82,71,165,en,purple,Indigo
71,213,174,en,mint green,Turquoise
179,26,223,en,purple,Purple
179,11,92,en,magenta,Fuchsia
189,139,121,en,salmon,Terracotta
243,68,101,en,pink,Cerise
79,245,252,en,cyan,Cyan
194,236,49,en,lime,Lime green
14,43,30,en,dark green,Hunter green
91,160,126,en,green,Sea green
189,86,142,en,pink,Magenta
53,233,27,en,green,Green
192,171,86,en,mustard,Olive
205,221,21,en,yellow,Chartreuse
241,70,31,en,orange,Orange Red
28,41,192,en,blue,Blue
156,155,245,en,lavender,Lavender
