r,g,b,lang_code,chatgpt,gemini
244,59,122,zh,粉色,玫红色
226,36,71,zh,红色,鲜红色
150,94,125,zh,紫色,枯玫瑰色
210,3,129,zh,洋红,品红
243,51,10,zh,橙色,橘红色
125,155,150,zh,绿色,青色
56,22,224,zh,蓝色,群青色
27,118,26,zh,绿色,绿色
156,70,215,zh,紫色,紫色
243,103,137,zh,粉色,粉色
215,146,170,zh,粉色,粉色
171,12,86,zh,洋红,玫红色
160,24,213,zh,紫色,紫色
21,92,119,zh,蓝色,青色
3,204,139,zh,绿色,翠绿
109,141,5,zh,绿色,橄榄绿
136,192,119,zh,绿色,豆绿色
191,95,44,zh,橙色,赤褐色
205,166,208,zh,淡紫色,淡紫色
244,3,64,zh,红色,玫红色
172,168,244,zh,淡紫色,淡紫色
25,166,184,zh,青色,湖蓝色
100,144,184,zh,蓝色,灰蓝色
228,220,124,zh,黄色,鹅黄色
80,249,3,zh,绿色,绿色
188,76,114,zh,粉色,玫红色
188,31,227,zh,紫色,紫色
86,133,211,zh,蓝色,蓝色
92,149,190,zh,蓝色,天蓝色
68,159,210,zh,蓝色,蓝色
187,166,234,zh,紫色,浅紫色
207,211,122,zh,浅黄绿色,豆绿色
63,252,18,zh,绿色,荧光绿
10,253,111,zh,绿色,翠绿
101,43,203,zh,紫色,紫色
168,174,106,zh,卡其色,橄榄绿
208,158,39,zh,黄色,土黄色
197,115,145,zh,粉色,梅红色
125,234,109,zh,绿色,浅绿色
66,9,56,zh,紫色,深紫色
20,14,66,zh,深蓝色,午夜蓝
226,6,50,zh,红色,红色
129,76,237,zh,紫色,紫色
163,94,138,zh,紫色,藕荷色
47,243,185,zh,绿色,青色
114,238,231,zh,青绿色,绿松石色
70,112,205,zh,蓝色,蓝色
106,209,20,zh,绿色,青柠绿
119,243,145,zh,绿色,浅绿色
18,78,195,zh,蓝色,蓝色
168,130,224,zh,紫色,紫色
221,92,246,zh,紫色,品红色
242,161,127,zh,橙色,蜜桃色
137,63,125,zh,紫色,紫色
199,253,14,zh,黄绿色,荧光绿
82,49,5,zh,棕色,棕色
152,19,163,zh,紫色,紫色
246,130,124,zh,珊瑚粉,珊瑚色
49,49,26,zh,深绿色,橄榄绿
4,136,117,zh,绿色,蓝绿色
228,253,58,zh,黄绿色,黄绿色
40,216,222,zh,青色,青色
166,111,254,zh,紫色,紫色
132,139,117,zh,灰绿色,军绿色
111,58,38,zh,棕色,褐色
83,119,100,zh,绿色,青色
68,249,251,zh,青色,青色
254,94,79,zh,橙红色,橙红色
43,161,141,zh,绿色,青绿色
189,10,20,zh,红色,红色
127,147,0,zh,绿色,橄榄绿
146,63,127,zh,紫色,紫色
197,108,214,zh,紫色,紫色
212,1,88,zh,品红,品红色
174,127,193,zh,紫色,紫色
255,29,216,zh,品红,玫红色
71,231,137,zh,绿色,绿色
206,0,158,zh,紫红色,品红色
27,7,32,zh,紫色,深紫色
143,228,164,zh,浅绿色,浅绿色
61,218,236,zh,青色,青色
91,80,253,zh,紫色,蓝紫色
97,50,65,zh,暗红色,酒红色
142,95,205,zh,紫色,紫色
216,72,252,zh,紫色,紫色
218,113,229,zh,紫色,紫色
62,183,44,zh,绿色,绿色
196,50,201,zh,紫色,品红色
91,46,33,zh,棕色,红棕色
236,147,210,zh,粉色,粉色
36,214,228,zh,青色,青色
240,70,23,zh,橙色,橙红色
146,192,142,zh,绿色,艾草绿
43,89,106,zh,蓝绿色,青色
50,30,90,zh,紫色,深紫色
144,77,118,zh,紫色,紫红色
112,198,118,zh,绿色,绿色
253,181,33,zh,橙色,橙色
229,204,91,zh,黄色,芥末黄
38,147,78,zh,绿色,绿色
234,117,52,zh,橙色,橙色
168,147,234,zh,紫色,淡紫色
170,173,64,zh,黄绿色,黄绿色
222,45,17,zh,红色,红色
193,4,99,zh,洋红,玫红色
55,0,221,zh,蓝色,宝蓝色
236,236,86,zh,黄色,黄色
34,241,179,zh,青绿色,青色
23,186,238,zh,蓝色,蓝色
209,224,186,zh,浅绿色,淡绿色
176,165,20,zh,黄色,橄榄绿
67,179,222,zh,蓝色,蓝色
11,172,28,zh,绿色,绿色
24,145,179,zh,青色,青色
72,57,223,zh,蓝色,蓝紫色
54,76,225,zh,蓝色,蓝色
247,112,132,zh,粉色,粉红色
58,53,91,zh,深紫色,深紫色
13,113,112,zh,青绿色,鸭绿色
49,182,60,zh,绿色,绿色
50,247,182,zh,绿色,水绿色
45,3,207,zh,蓝色,蓝色
208,191,87,zh,黄色,橄榄绿
5,225,246,zh,青色,青色
226,128,152,zh,粉色,粉色
81,70,91,zh,深灰紫,深紫色
28,92,239,zh,蓝色,蓝色
34,120,71,zh,绿色,深绿色
7,11,170,zh,蓝色,蓝色
62,117,27,zh,绿色,军绿色
230,73,215,zh,粉色,品红色
26,192,163,zh,绿色,青色
48,177,249,zh,蓝色,蓝色
198,221,72,zh,黄绿色,黄绿色
57,248,157,zh,绿色,鲜绿色
14,157,115,zh,绿色,水鸭色
151,213,110,zh,浅绿色,苹果绿
73,75,33,zh,橄榄绿,橄榄绿
131,246,178,zh,绿色,薄荷绿
83,77,85,zh,灰色,深灰色
204,136,8,zh,橙色,琥珀色
121,140,54,zh,绿色,橄榄绿
45,215,54,zh,绿色,绿色
141,49,72,zh,棕红色,酒红色
134,83,227,zh,紫色,紫色
148,25,196,zh,紫色,紫色
159,143,181,zh,紫色,淡紫色
215,81,2,zh,橙色,橙色
181,25,39,zh,红色,红色
99,171,67,zh,绿色,绿色
68,197,8,zh,绿色,草绿色
3,37,5,zh,深绿色,墨绿色
133,189,30,zh,绿色,黄绿色
30,31,176,zh,蓝色,蓝色
124,80,113,zh,紫色,灰紫色
162,156,194,zh,紫色,淡紫色
149,84,156,zh,紫色,紫色
7,14,135,zh,蓝色,深蓝色
105,8,233,zh,紫色,紫色
143,121,225,zh,紫色,紫色
24,45,222,zh,蓝色,蓝色
220,165,94,zh,橙色,土黄色
128,142,104,zh,灰绿色,橄榄绿
48,8,230,zh,蓝色,蓝色
246,235,203,zh,米色,米黄色
140,47,96,zh,紫红色,品红色
29,105,101,zh,青绿色,鸭绿色
174,47,83,zh,红色,洋红色
125,60,177,zh,紫色,紫色
4,1,136,zh,蓝色,蓝色
190,37,35,zh,红色,红色
13,193,195,zh,青色,水鸭蓝
189,163,95,zh,卡其色,卡其色
73,96,46,zh,绿色,橄榄绿
21,247,52,zh,绿色,绿色
245,4,194,zh,洋红,品红色
114,82,121,zh,紫色,紫色
19,237,250,zh,青色,水蓝色
185,109,87,zh,棕色,砖红色
251,128,99,zh,珊瑚橙,珊瑚色
192,67,120,zh,粉色,玫红色
238,116,208,zh,粉色,粉色
41,165,224,zh,蓝色,蓝色
172,149,18,zh,黄色,橄榄绿
121,16,92,zh,紫红色,紫色
237,222,233,zh,淡紫色,粉色
193,145,38,zh,黄色,芥末黄
31,219,244,zh,青色,天蓝色
193,34,92,zh,粉色,玫红色
143,129,140,zh,灰色,灰紫色
142,138,105,zh,卡其色,橄榄绿
142,237,188,zh,浅绿色,薄荷绿
39,179,26,zh,绿色,绿色
148,53,59,zh,红色,酒红色
46,30,202,zh,蓝色,蓝色
238,110,239,zh,粉色,紫红色
211,238,204,zh,浅绿色,浅绿色
134,172,75,zh,绿色,绿色
142,58,142,zh,紫色,紫色
20,10,243,zh,蓝色,蓝色
224,174,75,zh,黄色,姜黄色
231,58,7,zh,橙色,橙红色
30,16,52,zh,紫色,深紫色
249,57,140,zh,粉色,玫红色
211,82,147,zh,粉色,品红色
40,148,169,zh,青色,青色
236,14,137,zh,品红,玫红色
181,83,228,zh,紫色,紫色
191,147,165,zh,粉色,烟粉色
242,63,160,zh,粉色,玫红色
39,232,73,zh,绿色,鲜绿色
29,226,156,zh,绿色,翠绿色
78,196,0,zh,绿色,绿色
237,123,148,zh,粉色,粉色
98,144,22,zh,绿色,绿色
18,141,115,zh,绿色,青色
190,237,75,zh,黄绿色,黄绿色
253,75,246,zh,粉色,品红色
51,220,247,zh,青色,天蓝色
222,138,147,zh,粉色,粉红色
174,192,59,zh,黄绿色,黄绿色
85,252,52,zh,绿色,柠檬绿
102,137,104,zh,绿色,橄榄绿
66,242,118,zh,绿色,荧光绿
9,96,71,zh,绿色,墨绿色
12,84,194,zh,蓝色,蓝色
83,248,249,zh,青色,青色
189,206,38,zh,黄绿色,青柠色
173,1,82,zh,洋红色,玫红色
73,72,151,zh,紫色,紫色
115,92,121,zh,紫色,灰紫色
84,90,183,zh,蓝色,蓝紫色
127,171,71,zh,绿色,橄榄绿
15,48,220,zh,蓝色,蓝色
18,85,12,zh,绿色,深绿色
184,158,142,zh,米色,藕粉色
20,143,140,zh,青绿色,水鸭色
41,187,251,zh,蓝色,天蓝色
198,158,155,zh,粉色,豆沙色
176,116,246,zh,紫色,紫色
197,92,221,zh,紫色,紫色
234,173,92,zh,橙色,驼色
120,251,148,zh,绿色,浅绿色
154,68,186,zh,紫色,紫色
154,172,151,zh,灰绿色,鼠尾草绿
204,41,201,zh,紫色,紫红色
23,101,215,zh,蓝色,蓝色
148,246,54,zh,荧光绿,荧光绿
106,7,237,zh,紫色,紫色
123,11,147,zh,紫色,紫色
163,162,174,zh,灰色,紫灰色
37,123,224,zh,蓝色,蓝色
19,196,245,zh,蓝色,蓝色
30,198,117,zh,绿色,绿色
179,83,222,zh,紫色,紫色
221,39,79,zh,红色,玫红色
251,233,141,zh,黄色,黄色
80,153,20,zh,绿色,绿色
207,49,30,zh,红色,橘红色
40,190,124,zh,绿色,绿色
183,184,45,zh,黄色,橄榄绿
134,234,43,zh,绿色,绿色
196,223,102,zh,黄绿色,黄绿色
211,121,7,zh,橙色,深橙色
102,236,218,zh,青绿色,绿松石色
176,180,67,zh,黄绿色,橄榄绿
105,216,88,zh,绿色,绿色
72,212,239,zh,青色,天蓝色
61,228,45,zh,绿色,绿色
13,83,23,zh,绿色,深绿色
166,66,4,zh,橙色,砖红色
139,54,57,zh,棕色,枣红色
8,142,214,zh,蓝色,蓝色
28,85,223,zh,蓝色,蓝色
73,32,6,zh,棕色,咖啡色
54,254,112,zh,绿色,鲜绿色
192,34,246,zh,紫色,紫色
71,236,49,zh,绿色,绿色
249,185,90,zh,橙色,橙色
63,107,231,zh,蓝色,蓝色
10,244,240,zh,青色,青色
149,241,123,zh,浅绿色,嫩绿色
126,37,193,zh,紫色,紫色
102,16,44,zh,暗红色,酒红色
139,145,156,zh,灰色,蓝灰色
11,191,206,zh,青色,青色
206,150,41,zh,黄色,芥末黄
156,125,155,zh,紫色,灰紫色
167,173,147,zh,浅绿色,灰绿色
75,94,47,zh,深绿色,橄榄绿
157,0,34,zh,红色,深红色
9,26,165,zh,蓝色,蓝色
136,128,112,zh,灰色,灰褐色
228,130,122,zh,粉色,珊瑚红
188,245,124,zh,浅绿色,嫩绿色
200,50,85,zh,红色,玫红色
151,218,207,zh,浅青色,薄荷绿
190,137,152,zh,粉色,藕荷色
113,141,170,zh,蓝色,蓝灰色
201,40,30,zh,红色,红色
175,6,79,zh,洋红,玫红色
137,159,81,zh,绿色,橄榄绿
133,117,36,zh,橄榄色,橄榄绿
35,130,67,zh,绿色,绿色
249,3,147,zh,洋红,玫红色
127,104,93,zh,棕色,灰褐色
139,187,239,zh,浅蓝色,浅蓝色
63,121,147,zh,蓝色,青色
197,122,245,zh,紫色,紫色
27,162,29,zh,绿色,绿色
166,240,249,zh,浅蓝色,天蓝色
87,186,153,zh,绿色,湖水绿
191,171,47,zh,黄色,芥末黄
97,208,135,zh,绿色,绿色
3,145,143,zh,青绿色,青色
36,74,59,zh,深绿色,墨绿色
46,69,135,zh,蓝色,宝蓝色
224,108,241,zh,紫色,紫色
125,189,147,zh,绿色,浅绿色
194,236,203,zh,浅绿色,淡绿色
106,84,137,zh,紫色,紫色
55,214,0,zh,绿色,绿色
207,113,16,zh,橙色,赤褐色
47,231,131,zh,绿色,薄荷绿
21,38,156,zh,蓝色,蓝色
124,6,227,zh,紫色,紫色
170,158,199,zh,紫色,淡紫色
186,160,106,zh,卡其色,卡其色
80,143,48,zh,绿色,橄榄绿
8,168,148,zh,青绿色,青色
80,166,213,zh,蓝色,蓝色
214,28,44,zh,红色,红色
225,149,194,zh,粉色,粉色
229,229,127,zh,黄色,淡黄色
179,166,253,zh,紫色,浅紫色
146,162,231,zh,蓝色,浅蓝色
124,145,47,zh,绿色,橄榄绿
54,84,17,zh,绿色,深绿色
5,227,251,zh,青色,青色
248,172,65,zh,橙色,橘黄色
227,143,228,zh,粉色,粉紫色
101,192,50,zh,绿色,苹果绿
94,11,92,zh,紫色,紫色
187,0,6,zh,红色,红色
105,161,137,zh,绿色,青色
128,92,227,zh,紫色,紫色
133,63,185,zh,紫色,紫色
90,206,88,zh,绿色,绿色
77,223,142,zh,绿色,薄荷绿
190,159,184,zh,紫色,淡紫色
246,23,106,zh,粉色,玫红色
31,120,7,zh,绿色,绿色
143,204,215,zh,浅蓝色,天蓝色
161,21,179,zh,紫色,紫色
10,112,180,zh,蓝色,蓝色
178,57,163,zh,紫色,品红色
138,246,59,zh,绿色,柠檬绿
171,241,55,zh,亮绿色,黄绿色
145,96,6,zh,棕色,褐色
207,242,21,zh,黄色,荧光黄
8,8,202,zh,蓝色,蓝色
130,179,91,zh,绿色,草绿色
83,148,164,zh,蓝色,青色
216,178,60,zh,黄色,芥末黄
8,223,10,zh,绿色,绿色
183,166,74,zh,黄色,橄榄绿
205,141,40,zh,橙色,焦糖色
75,64,82,zh,紫色,深紫色
86,8,39,zh,暗红色,酒红色
15,50,196,zh,蓝色,宝蓝色
111,50,184,zh,紫色,紫色
79,254,105,zh,绿色,荧光绿
136,60,118,zh,紫色,紫红色
15,77,184,zh,蓝色,蓝色
204,188,247,zh,淡紫色,淡紫色
84,136,30,zh,绿色,橄榄绿
251,202,34,zh,黄色,黄色
241,171,6,zh,橙色,橙色
141,194,64,zh,绿色,黄绿色
186,234,117,zh,浅绿色,柠檬绿
60,49,25,zh,棕色,深褐色
203,23,179,zh,紫色,洋红色
1,204,233,zh,青色,天蓝色
65,90,205,zh,蓝色,蓝色
60,46,186,zh,蓝色,蓝紫色
170,95,215,zh,紫色,紫色
85,1,71,zh,紫色,紫色
34,64,182,zh,蓝色,蓝色
238,3,66,zh,红色,品红色
125,0,252,zh,紫色,紫色
40,165,20,zh,绿色,绿色
223,20,213,zh,品红,洋红色
91,95,207,zh,蓝色,蓝紫色
87,59,35,zh,棕色,棕色
216,183,215,zh,淡紫色,淡紫色
70,34,80,zh,紫色,紫色
224,48,229,zh,紫色,品红色
190,15,87,zh,洋红,品红
194,167,65,zh,黄色,金黄色
236,33,26,zh,红色,红色
204,55,239,zh,紫色,紫色
199,48,36,zh,红色,红色
160,235,221,zh,浅青色,青色
181,244,206,zh,浅绿色,薄荷绿
223,252,248,zh,浅青色,浅蓝色
198,247,52,zh,亮绿色,柠檬绿
200,57,0,zh,橙色,橙红色
111,170,77,zh,绿色,绿色
147,228,112,zh,绿色,浅绿色
230,251,56,zh,黄绿色,黄绿色
29,185,121,zh,绿色,绿色
27,211,51,zh,绿色,绿色
228,120,117,zh,红色,珊瑚色
72,55,225,zh,蓝色,蓝紫色
161,146,127,zh,灰色,灰褐色
68,175,124,zh,绿色,绿色
93,71,144,zh,紫色,紫色
146,249,198,zh,浅绿色,薄荷绿
135,234,86,zh,绿色,亮绿色
255,238,7,zh,黄色,黄色
4,137,86,zh,绿色,绿色
5,115,111,zh,青绿色,青色
222,115,140,zh,粉红色,粉色
2,234,118,zh,绿色,翠绿
42,177,218,zh,蓝色,天蓝色
113,187,157,zh,绿色,薄荷绿
50,228,190,zh,绿色,松石绿
100,163,53,zh,绿色,绿色
26,84,59,zh,绿色,墨绿色
24,160,44,zh,绿色,绿色
95,22,201,zh,紫色,紫色
204,226,202,zh,浅绿色,淡绿色
67,56,18,zh,棕色,橄榄绿
70,118,236,zh,蓝色,蓝色
41,193,255,zh,蓝色,天蓝色
46,225,98,zh,绿色,绿色
9,30,117,zh,蓝色,深蓝色
168,150,249,zh,紫色,淡紫色
185,20,95,zh,洋红,洋红色
171,209,61,zh,黄绿色,黄绿色
10,124,104,zh,青绿色,青色
194,39,98,zh,洋红,品红色
144,79,55,zh,棕色,红棕色
223,82,152,zh,粉色,洋红色
172,208,154,zh,浅绿色,薄荷绿
165,52,254,zh,紫色,紫色
190,131,124,zh,粉红色,豆沙色
158,38,130,zh,紫色,品红色
228,239,169,zh,浅黄色,鹅黄色
130,150,84,zh,绿色,橄榄绿
72,79,50,zh,橄榄绿,橄榄绿
77,1,58,zh,紫红色,酱紫色
105,100,140,zh,紫色,紫色
148,167,142,zh,绿色,灰绿色
21,186,125,zh,绿色,绿色
87,69,183,zh,紫色,紫色
21,33,207,zh,蓝色,蓝色
18,152,214,zh,蓝色,蓝色
77,245,52,zh,绿色,亮绿色
20,197,114,zh,绿色,绿色
161,10,251,zh,紫色,紫色
151,54,46,zh,红色,枣红色
86,18,55,zh,紫红色,深紫色
132,24,35,zh,红色,酒红色
86,234,13,zh,亮绿色,荧光绿
124,233,102,zh,绿色,浅绿色
206,152,27,zh,金色,金黄色
153,54,149,zh,紫色,紫色
83,10,116,zh,紫色,紫色
8,156,224,zh,蓝色,蓝色
193,215,33,zh,黄绿色,黄绿色
155,69,233,zh,紫色,紫色
48,251,37,zh,绿色,绿色
175,70,56,zh,红色,砖红色
166,152,43,zh,黄色,橄榄绿
71,221,248,zh,青色,天蓝色
191,147,187,zh,淡紫色,紫色
211,60,68,zh,红色,红色
67,185,50,zh,绿色,绿色
13,247,160,zh,绿色,青绿色
19,132,173,zh,蓝色,青色
178,66,19,zh,橙色,铁锈红
164,254,33,zh,绿色,柠檬绿
89,190,192,zh,青绿色,青色
227,77,241,zh,紫色,玫红色
199,48,179,zh,紫色,品红色
104,162,194,zh,蓝色,灰蓝色
224,82,18,zh,橙色,橙色
205,208,116,zh,黄色,橄榄绿
184,128,60,zh,棕色,焦糖色
249,90,68,zh,橙红色,珊瑚红
184,45,81,zh,红色,玫红色
30,97,250,zh,蓝色,蓝色
108,102,173,zh,紫色,紫色
186,196,180,zh,浅灰绿色,灰绿色
130,73,48,zh,棕色,褐色
227,49,254,zh,紫色,品红
93,179,170,zh,青绿色,鸭绿色
61,31,187,zh,紫色,蓝紫色
205,11,187,zh,品红,品红
90,228,54,zh,绿色,亮绿色
186,30,80,zh,红色,玫红色
22,106,67,zh,绿色,墨绿色
242,241,90,zh,黄色,黄色
137,52,59,zh,红色,酒红色
144,214,110,zh,绿色,草绿色
89,124,219,zh,蓝色,宝蓝色
21,243,128,zh,绿色,鲜绿色
196,47,61,zh,红色,红色
92,222,59,zh,绿色,绿色
148,99,37,zh,棕色,咖啡色
108,238,56,zh,绿色,柠檬绿
195,53,63,zh,红色,红色
23,186,102,zh,绿色,绿色
148,40,130,zh,紫色,紫色
93,32,86,zh,紫色,紫色
150,253,218,zh,薄荷绿,薄荷绿
4,168,242,zh,蓝色,蓝色
168,64,64,zh,红色,砖红色
77,99,219,zh,蓝色,蓝色
227,163,168,zh,粉色,粉色
106,255,186,zh,绿色,薄荷绿
41,114,161,zh,蓝色,蓝色
217,106,194,zh,粉色,紫红色
233,47,72,zh,红色,品红
87,176,44,zh,绿色,绿色
120,113,16,zh,橄榄绿,橄榄绿
152,224,61,zh,绿色,柠檬绿
139,75,114,zh,紫红色,紫红色
135,242,128,zh,浅绿色,浅绿色
128,8,27,zh,红色,酒红色
42,184,33,zh,绿色,绿色
120,128,148,zh,灰色,蓝灰色
131,108,210,zh,紫色,紫色
103,116,174,zh,蓝色,蓝紫色
194,18,14,zh,红色,红色
194,243,221,zh,浅绿色,浅绿色
145,131,99,zh,棕色,卡其色
88,188,191,zh,青绿色,青色
31,76,123,zh,蓝色,宝蓝色
173,185,237,zh,浅蓝色,淡蓝色
202,24,87,zh,洋红,玫红色
59,211,135,zh,绿色,绿色
242,135,131,zh,粉色,珊瑚色
9,46,127,zh,蓝色,深蓝色
170,126,88,zh,棕色,褐色
14,48,196,zh,蓝色,蓝色
12,56,75,zh,深蓝色,藏青色
91,89,30,zh,橄榄绿,橄榄绿
147,131,101,zh,卡其色,灰褐色
93,218,159,zh,绿色,薄荷绿
176,152,26,zh,黄色,芥末黄
180,133,102,zh,棕色,赤褐色
183,173,88,zh,黄色,黄绿色
238,165,88,zh,橙色,橙色
122,129,50,zh,橄榄绿,橄榄绿
41,197,107,zh,绿色,绿色
152,136,100,zh,卡其色,卡其色
15,190,97,zh,绿色,绿色
126,82,11,zh,棕色,咖啡色
142,39,21,zh,棕色,红褐色
221,203,115,zh,黄色,土黄色
110,100,101,zh,灰色,烟灰色
30,240,95,zh,绿色,荧光绿
90,180,164,zh,青绿色,青绿色
15,13,11,zh,黑色,黑色
159,200,70,zh,绿色,黄绿色
127,239,144,zh,绿色,浅绿色
182,34,1,zh,红色,砖红色
70,217,166,zh,绿色,青色
161,214,150,zh,绿色,浅绿色
167,191,140,zh,浅绿色,鼠尾草绿
172,65,40,zh,棕色,砖红色
82,189,116,zh,绿色,草绿色
163,233,15,zh,绿色,柠檬绿
194,31,181,zh,紫色,品红
126,218,83,zh,绿色,绿色
115,99,17,zh,橄榄色,橄榄绿
1,80,184,zh,蓝色,蓝色
183,103,128,zh,粉色,玫瑰红
138,47,15,zh,棕色,铁锈红
23,16,253,zh,蓝色,蓝色
87,249,69,zh,绿色,酸橙绿
123,154,65,zh,绿色,橄榄绿
134,140,214,zh,淡紫色,紫色
42,236,38,zh,绿色,绿色
189,175,202,zh,淡紫色,淡紫色
27,104,65,zh,绿色,墨绿色
205,24,84,zh,红色,玫红色
