r,g,b,lang_code,chatgpt,gemini
255,0,68,ko,분홍색,핫핑크
255,112,0,ko,주황색,주황색
0,255,139,ko,민트색,형광 녹색
255,185,0,ko,주황색,주황색
0,255,145,ko,민트색,밝은 초록색
255,0,116,ko,자홍색,핫핑크
95,0,255,ko,보라색,보라색
0,255,163,ko,청록색,청록색
0,255,251,ko,청록색,청록색
143,0,255,ko,보라색,보라색
0,71,255,ko,파랑,파란색
172,0,255,ko,보라색,보라색
22,255,0,ko,연두색,초록색
0,73,255,ko,파랑,코발트블루
255,200,0,ko,노란색,노란색
171,0,255,ko,보라색,보라색
181,0,255,ko,보라색,보라색
255,0,128,ko,분홍색,핫핑크
14,0,255,ko,파랑,파랑
255,200,0,ko,노란색,노란색
255,0,82,ko,분홍색,핫핑크
0,60,255,ko,파랑,파란색
213,255,0,ko,형광연두,형광 연두색
56,0,255,ko,보라색,파란색
0,34,255,ko,파랑,파란색
155,255,0,ko,연두색,연두색
255,97,0,ko,주황색,주황색
0,0,255,ko,파랑,파란색
246,255,0,ko,노란색,노랑
110,255,0,ko,형광연두,연두
55,0,255,ko,파란색,파랑
0,255,187,ko,민트색,사이안색
0,255,25,ko,형광초록,초록색
0,168,255,ko,하늘색,하늘색
0,15,255,ko,파랑,파란색
255,0,106,ko,분홍색,핫핑크
0,152,255,ko,파랑,파란색
0,255,246,ko,청록색,청록색
255,0,56,ko,분홍색,핫핑크
114,0,255,ko,보라색,보라색
130,0,255,ko,보라색,보라색
255,86,0,ko,주황색,주황색
0,255,190,ko,청록색,민트색
0,255,167,ko,청록색,에메랄드그린
220,255,0,ko,연두색,형광 노란색
206,255,0,ko,연두색,연두색
255,58,0,ko,주황색,주황
0,14,255,ko,파란색,파란색
255,132,0,ko,주황색,주황색
255,169,0,ko,주황색,주황색
0,99,255,ko,파란색,파란색
0,255,67,ko,연두색,초록색
209,0,255,ko,보라색,자주색
0,255,252,ko,청록색,청록색
255,0,144,ko,분홍색,핫핑크
55,0,255,ko,보라색,파랑
221,0,255,ko,보라색,마젠타
255,153,0,ko,주황색,주황색
255,0,219,ko,자홍색,마젠타
255,38,0,ko,주황색,빨간색
0,255,92,ko,연두색,연두색
0,255,153,ko,민트색,초록색
255,0,205,ko,마젠타,핫핑크색
0,255,248,ko,청록색,시안
170,255,0,ko,연두색,라임색
0,255,192,ko,청록색,청록색
255,78,0,ko,주황색,주황색
255,0,190,ko,분홍색,핫핑크색
0,255,42,ko,연두색,초록색
255,138,0,ko,주황색,주황색
189,255,0,ko,연두색,연두색
227,0,255,ko,보라색,자홍색
255,0,130,ko,자홍색,핫핑크
0,235,255,ko,청록색,파란색
0,255,10,ko,초록색,초록색
255,141,0,ko,주황색,주황색
142,255,0,ko,연두색,연두색
255,0,106,ko,분홍색,핫핑크
255,0,215,ko,자홍색,마젠타
217,255,0,ko,형광노랑,형광 노랑
0,255,35,ko,형광초록,초록색
0,53,255,ko,파란색,파란색
0,223,255,ko,하늘색,시안
255,208,0,ko,노란색,노랑
0,11,255,ko,파란색,파란색
0,26,255,ko,파란색,파랑
0,255,250,ko,시안,청록색
71,0,255,ko,보라색,파란색
255,212,0,ko,노란색,노란색
0,193,255,ko,하늘색,하늘색
44,0,255,ko,파란색,파란색
255,0,47,ko,빨강,빨강
145,0,255,ko,보라색,보라색
0,255,19,ko,초록색,초록색
0,255,189,ko,민트색,청록색
209,0,255,ko,보라색,마젠타
212,255,0,ko,연두색,형광 연두색
187,0,255,ko,보라색,자홍색
231,0,255,ko,마젠타,마젠타
255,0,152,ko,분홍색,핫핑크색
0,145,255,ko,파란색,파란색
6,0,255,ko,파랑,파랑
255,48,0,ko,주황색,다홍색
255,0,247,ko,마젠타,자홍색
255,230,0,ko,노란색,노란색
182,255,0,ko,연두색,연두색
255,0,99,ko,분홍색,핑크
0,227,255,ko,하늘색,하늘색
255,68,0,ko,주황색,주황색
255,126,0,ko,주황색,주황색
177,0,255,ko,보라색,보라색
255,0,62,ko,분홍색,핫핑크
255,0,248,ko,자홍색,자홍색
38,0,255,ko,파란색,파란색
255,0,52,ko,빨강,빨강
0,67,255,ko,파랑,파란색
255,5,0,ko,빨강,빨강
0,181,255,ko,하늘색,하늘색
170,255,0,ko,연두색,라임색
255,0,33,ko,빨강,빨간색
243,0,255,ko,자주색,마젠타
72,255,0,ko,연두색,초록색
0,255,124,ko,초록색,형광 초록색
144,0,255,ko,보라색,보라색
17,255,0,ko,연두색,초록
0,5,255,ko,파란색,파란색
73,255,0,ko,연두색,초록색
255,0,2,ko,빨강,빨간색
0,255,137,ko,초록색,초록
60,255,0,ko,연두색,라임색
0,255,156,ko,민트색,민트색
255,90,0,ko,주황색,주황색
0,10,255,ko,파랑,파랑
8,255,0,ko,초록색,초록색
0,255,150,ko,민트색,초록색
101,255,0,ko,연두색,연두색
64,0,255,ko,보라색,파란색
0,255,97,ko,형광초록,초록색
61,0,255,ko,보라색,군청색
0,255,88,ko,초록색,형광 초록색
191,255,0,ko,연두색,라임색
0,255,73,ko,초록색,초록색
255,0,147,ko,자홍색,핫핑크
137,0,255,ko,보라색,보라색
173,255,0,ko,연두색,연두색
255,0,152,ko,자홍색,핫핑크
255,0,248,ko,자홍색,자홍색
171,255,0,ko,연두색,라임색
120,0,255,ko,보라색,보라색
255,250,0,ko,노란색,노란색
129,0,255,ko,보라색,보라색
255,39,0,ko,빨강,빨강
73,255,0,ko,연두색,형광 연두색
81,255,0,ko,연두색,라임색
0,245,255,ko,하늘색,청록색
255,0,232,ko,자홍색,자홍색
255,0,240,ko,자홍색,마젠타
255,0,208,ko,자홍색,핫핑크
0,255,175,ko,청록색,청록색
255,52,0,ko,주황색,다홍
255,0,186,ko,자홍색,핫핑크
0,255,80,ko,연두색,연두색
255,125,0,ko,주황색,주황색
255,160,0,ko,주황색,주황색
255,0,230,ko,자홍색,자주색
0,2,255,ko,파란색,파란색
255,0,172,ko,자홍색,핫핑크
255,130,0,ko,주황색,주황색
255,167,0,ko,주황색,주황색
0,67,255,ko,파랑,파란색
108,255,0,ko,연두색,연두색
99,255,0,ko,연두색,연두색
0,44,255,ko,파란색,파란색
50,0,255,ko,파란색,파랑
192,0,255,ko,보라색,보라색
34,255,0,ko,형광초록,초록색
84,255,0,ko,연두색,라임색
255,46,0,ko,주황색,빨간색
0,51,255,ko,파란색,파란색
250,0,255,ko,자홍색,마젠타색
255,165,0,ko,주황색,주황색
110,0,255,ko,보라색,보라색
139,0,255,ko,보라색,보라색
130,255,0,ko,형광연두,라임색
0,92,255,ko,파랑,파란색
0,107,255,ko,파란색,파랑
0,255,148,ko,민트색,청록색
233,255,0,ko,노란색,노란색
0,255,104,ko,형광초록,초록색
255,191,0,ko,노란색,주황색
198,255,0,ko,연두색,라임색
0,93,255,ko,파란색,파란색
187,0,255,ko,보라색,보라색
142,255,0,ko,연두색,연두색
0,255,119,ko,연두색,라임색
0,253,255,ko,청록색,청록색
255,133,0,ko,주황색,주황색
255,96,0,ko,주황색,주황색
255,0,150,ko,자홍색,핫핑크색
0,255,239,ko,청록색,청록색
255,0,251,ko,자홍색,마젠타색
0,169,255,ko,파랑,파란색
36,0,255,ko,파랑,파란색
214,255,0,ko,연두색,연두색
77,255,0,ko,연두색,라임색
161,255,0,ko,연두색,라임색
255,253,0,ko,노란색,노란색
161,0,255,ko,보라색,보라색
0,255,138,ko,민트색,청록색
202,0,255,ko,보라색,보라색
255,0,226,ko,자홍색,마젠타
62,0,255,ko,보라색,파란색
0,187,255,ko,하늘색,하늘색
180,0,255,ko,보라색,보라색
255,0,60,ko,빨강,핫핑크
221,0,255,ko,자홍색,마젠타
60,255,0,ko,연두색,라임색
0,255,225,ko,청록색,시안색
0,201,255,ko,하늘색,시안
255,0,5,ko,빨강,빨간색
255,0,150,ko,분홍색,핫핑크색
255,31,0,ko,빨강,빨강
37,255,0,ko,연두색,초록색
255,18,0,ko,빨강,빨간색
92,0,255,ko,보라색,청보라색
0,255,59,ko,초록색,연두색
0,255,110,ko,연두색,형광 초록색
0,182,255,ko,하늘색,파란색
102,255,0,ko,라임색,연두색
0,255,87,ko,초록색,연두색
0,150,255,ko,파랑,파란색
59,255,0,ko,연두색,연두색
255,54,0,ko,주황색,다홍색
0,209,255,ko,하늘색,하늘색
0,184,255,ko,하늘색,하늘색
77,255,0,ko,연두색,연두색
255,44,0,ko,주황색,다홍
0,255,19,ko,초록색,초록색
255,119,0,ko,주황색,주황
0,255,5,ko,연두색,초록
0,84,255,ko,파랑,파란색
170,255,0,ko,연두색,연두색
255,243,0,ko,노란색,노란색
0,255,230,ko,청록색,청록색
255,248,0,ko,노란색,노랑
38,0,255,ko,파랑,파랑
196,255,0,ko,라임색,라임색
18,0,255,ko,파랑,파란색
0,23,255,ko,파랑,파랑
0,18,255,ko,파랑,파란색
0,255,167,ko,민트색,아쿠아색
53,0,255,ko,파란색,파란색
255,0,22,ko,빨간색,빨간색
0,95,255,ko,파란색,파란색
0,255,63,ko,형광초록,초록색
167,255,0,ko,연두색,라임색
0,255,120,ko,민트색,라임색
255,21,0,ko,빨강,빨강
167,255,0,ko,형광 연두,라임색
0,255,9,ko,연두색,초록색
255,0,38,ko,빨강,빨간색
255,77,0,ko,주황색,주황색
159,0,255,ko,보라색,보라색
255,0,111,ko,분홍색,진분홍
0,255,178,ko,민트색,청록색
233,255,0,ko,노란색,노란색
119,255,0,ko,연두색,라임색
14,255,0,ko,연두색,초록색
0,255,33,ko,초록색,초록색
255,138,0,ko,주황색,주황색
0,251,255,ko,청록색,시안색
204,255,0,ko,연두색,형광 연두색
65,0,255,ko,파란색,로열블루
205,255,0,ko,연두색,연두색
22,0,255,ko,파랑,파란색
92,255,0,ko,형광초록,라임색
208,255,0,ko,연두색,형광 연두색
178,0,255,ko,보라색,보라색
0,255,141,ko,민트색,에메랄드 그린
0,255,160,ko,청록색,청록색
250,255,0,ko,노란색,노란색
249,0,255,ko,자홍색,마젠타
102,0,255,ko,보라색,보라색
0,255,139,ko,형광초록,에메랄드색
212,0,255,ko,자주색,마젠타색
0,255,53,ko,형광초록,라임색
60,0,255,ko,보라색,파랑
147,255,0,ko,연두색,연두색
122,0,255,ko,보라색,보라색
20,255,0,ko,연두색,형광 초록색
55,255,0,ko,연두색,형광 초록색
238,0,255,ko,자홍색,마젠타
0,232,255,ko,청록색,청록색
255,0,32,ko,빨강,빨강
187,255,0,ko,연두색,라임색
4,255,0,ko,초록색,연두색
255,168,0,ko,주황색,주황색
0,255,99,ko,연두색,형광 초록색
0,235,255,ko,청록색,시안
0,247,255,ko,청록색,청록색
255,0,235,ko,자홍색,마젠타
0,255,208,ko,청록색,터키색
100,255,0,ko,연두색,라임색
0,12,255,ko,파랑,파란색
0,227,255,ko,청록색,청록색
179,255,0,ko,연두색,라임색
0,155,255,ko,파랑,파랑
206,255,0,ko,형광노랑,라임색
255,0,122,ko,분홍색,핫핑크
97,0,255,ko,보라색,남보라색
0,218,255,ko,하늘색,시안색
191,0,255,ko,보라색,자주색
21,255,0,ko,연두색,형광 초록색
0,255,44,ko,연두색,초록색
255,48,0,ko,주황색,다홍색
59,0,255,ko,보라색,파랑
0,221,255,ko,하늘색,하늘색
0,255,58,ko,연두색,연두색
3,255,0,ko,연두색,초록색
0,255,169,ko,민트색,청록색
0,224,255,ko,하늘색,청록색
142,255,0,ko,연두색,연두색
82,0,255,ko,보라색,청보라색
255,75,0,ko,주황색,주황
0,98,255,ko,파랑,파란색
0,255,245,ko,청록색,사이언색
39,255,0,ko,초록색,연두색
255,24,0,ko,빨간색,빨간색
255,0,180,ko,자홍색,핫핑크
255,0,248,ko,자홍색,마젠타
255,153,0,ko,주황색,주황색
0,76,255,ko,파란색,파랑
0,255,74,ko,초록색,초록색
0,255,207,ko,청록색,청록색
255,0,23,ko,빨강,빨간색
33,255,0,ko,연두색,초록색
56,0,255,ko,파랑,파란색
255,243,0,ko,노란색,노랑
255,0,26,ko,빨강,빨강
78,0,255,ko,보라색,군청색
119,0,255,ko,보라색,보라색
255,0,198,ko,분홍색,핫핑크
255,0,207,ko,자홍색,자홍색
255,119,0,ko,주황색,주황색
0,255,197,ko,청록색,청록색
238,0,255,ko,자홍색,마젠타
255,0,131,ko,분홍색,핫핑크
0,121,255,ko,파랑,파란색
255,0,195,ko,자홍색,자홍색
255,186,0,ko,주황색,주황색
239,255,0,ko,노란색,노란색
0,255,144,ko,청록색,에메랄드색
33,0,255,ko,파란색,파란색
0,255,95,ko,연두색,라임색
20,0,255,ko,파랑,파란색
113,255,0,ko,연두색,라임색
63,255,0,ko,연두색,연두색
255,0,223,ko,자홍색,마젠타
0,255,18,ko,초록색,초록색
0,161,255,ko,하늘색,파란색
0,255,188,ko,청록색,청록색
26,0,255,ko,파랑,파란색
0,70,255,ko,파랑,파란색
16,255,0,ko,연두색,초록색
67,0,255,ko,보라색,코발트 블루
255,151,0,ko,주황색,주황
255,43,0,ko,주황색,다홍색
255,0,248,ko,자홍색,마젠타
173,0,255,ko,보라색,보라색
255,0,115,ko,분홍색,핫핑크
82,255,0,ko,연두색,밝은 초록색
255,0,209,ko,자홍색,마젠타색
255,102,0,ko,주황색,주황색
138,255,0,ko,연두색,연두색
255,184,0,ko,주황색,주황색
0,255,15,ko,초록색,초록색
0,255,65,ko,형광초록,초록색
0,255,106,ko,초록색,형광 초록색
255,191,0,ko,노란색,호박색
0,255,32,ko,초록색,초록색
0,255,56,ko,형광초록,라임색
0,253,255,ko,청록색,시안색
242,0,255,ko,자주색,마젠타
211,0,255,ko,보라색,마젠타
33,255,0,ko,초록색,초록색
252,0,255,ko,자홍색,마젠타
255,107,0,ko,주황색,주황색
38,0,255,ko,파랑,파란색
0,255,10,ko,연두색,초록색
64,255,0,ko,연두색,연두색
0,255,141,ko,민트색,연두색
92,255,0,ko,연두색,초록
255,123,0,ko,주황색,주황색
255,0,206,ko,자홍색,마젠타
0,215,255,ko,하늘색,청록색
0,79,255,ko,파란색,로열 블루
15,255,0,ko,연두색,라임색
255,0,249,ko,자홍색,마젠타
20,255,0,ko,초록색,초록색
218,0,255,ko,자홍색,마젠타
0,93,255,ko,파란색,파란색
255,0,91,ko,분홍색,핫핑크
0,255,136,ko,청록색,초록색
255,0,168,ko,자홍색,마젠타
255,0,219,ko,자홍색,마젠타
255,143,0,ko,주황색,주황
0,255,15,ko,연두색,형광 초록
24,0,255,ko,파란색,파란색
4,255,0,ko,초록색,초록
50,255,0,ko,연두색,초록
181,255,0,ko,연두색,연두색
252,0,255,ko,자홍색,마젠타
236,0,255,ko,자홍색,마젠타색
255,163,0,ko,주황색,주황색
255,0,222,ko,마젠타,자홍색
64,0,255,ko,보라색,파란색
255,0,138,ko,분홍색,핫핑크색
0,255,150,ko,민트색,청록색
141,0,255,ko,보라색,보라색
255,0,74,ko,분홍색,진분홍색
255,0,178,ko,자홍색,핫핑크
96,255,0,ko,연두색,라임색
255,93,0,ko,주황색,주황색
255,0,0,ko,빨강,빨간색
255,153,0,ko,주황색,주황색
0,255,208,ko,청록색,청록색
91,255,0,ko,연두색,라임색
71,0,255,ko,보라색,코발트색
26,0,255,ko,파랑,파란색
0,255,213,ko,청록색,청록색
0,150,255,ko,파랑,파란색
255,0,180,ko,분홍색,핫핑크
120,0,255,ko,보라색,보라색
0,255,155,ko,청록색,에메랄드그린
205,255,0,ko,연두색,라임색
255,213,0,ko,노란색,노란색
255,0,174,ko,자홍색,핫핑크
0,216,255,ko,하늘색,청록색
255,144,0,ko,주황색,주황색
119,255,0,ko,연두색,라임색
0,255,7,ko,연두색,형광 초록색
0,49,255,ko,파란색,파란색
255,177,0,ko,주황색,주황색
0,99,255,ko,파란색,파란색
0,68,255,ko,파란색,파란색
0,255,217,ko,청록색,청록색
255,27,0,ko,빨간색,빨강
0,52,255,ko,파란색,파란색
202,0,255,ko,보라색,자주색
0,237,255,ko,하늘색,하늘색
80,0,255,ko,보라색,보라색
255,0,221,ko,자홍색,마젠타
255,0,209,ko,자홍색,마젠타색
135,0,255,ko,보라색,보라색
30,0,255,ko,파란색,파랑
36,255,0,ko,연두색,초록색
255,0,131,ko,분홍색,진한 분홍색
255,0,193,ko,자홍색,핫핑크
72,0,255,ko,보라색,보라색
198,255,0,ko,연두색,라임색
48,255,0,ko,초록색,초록
255,0,118,ko,분홍색,핫핑크
255,0,129,ko,분홍색,핫핑크
255,240,0,ko,노란색,노란색
255,0,70,ko,분홍색,핫핑크
209,255,0,ko,연두색,라임색
33,255,0,ko,연두색,초록색
255,0,198,ko,분홍색,핫핑크
113,0,255,ko,보라색,보라색
128,0,255,ko,보라색,보라색
0,178,255,ko,하늘색,청색
255,97,0,ko,주황색,주황색
0,255,212,ko,청록색,시안
255,116,0,ko,주황색,주황색
59,0,255,ko,보라색,파란색
243,0,255,ko,자홍색,마젠타
255,0,102,ko,분홍색,핫핑크
31,0,255,ko,파랑,파란색
247,255,0,ko,노란색,노란색
0,255,99,ko,연두색,초록색
255,167,0,ko,주황색,주황색
66,0,255,ko,보라색,파란색
233,255,0,ko,노랑,노란색
255,242,0,ko,노란색,노란색
0,255,78,ko,연두색,형광 녹색
255,0,241,ko,자홍색,마젠타
255,0,107,ko,분홍색,핫핑크
255,0,182,ko,자홍색,핫핑크색
255,0,79,ko,분홍색,핫핑크
212,255,0,ko,연두색,라임색
255,0,8,ko,빨강,빨간색
156,0,255,ko,보라색,보라색
255,218,0,ko,노란색,노란색
238,255,0,ko,노란색,노란색
0,198,255,ko,하늘색,하늘색
10,255,0,ko,초록색,초록
255,0,206,ko,분홍색,마젠타
255,172,0,ko,주황색,주황색
136,0,255,ko,보라색,보라색
0,76,255,ko,파란색,파란색
9,0,255,ko,파란색,파란색
