r,g,b,lang_code,chatgpt,gemini
125,89,188,ko,보라색,보라색
213,241,134,ko,연두색,연두색
70,93,70,ko,녹색,국방색
217,192,203,ko,연분홍,말린 장미색
97,144,115,ko,초록색,쑥색
106,84,151,ko,보라색,보라색
85,163,215,ko,하늘색,하늘색
54,99,58,ko,초록색,국방색
156,252,208,ko,연두색,민트색
59,212,108,ko,초록색,라임색
196,83,27,ko,주황색,벽돌색
141,242,1,ko,연두색,라임색
17,44,232,ko,파란색,선명한 파란색
59,152,109,ko,초록색,짙은 초록색
67,237,205,ko,민트색,청록색
224,154,60,ko,주황색,황토색
108,188,236,ko,하늘색,하늘색
46,63,241,ko,파랑,파란색
245,19,69,ko,빨강,진홍색
1,94,134,ko,청록색,청록색
137,251,216,ko,민트색,민트색
113,143,60,ko,연두색,올리브 그린
154,20,24,ko,빨강,버건디
48,189,121,ko,초록색,초록색
146,41,156,ko,보라색,보라색
62,128,170,ko,파란색,파란색
174,211,216,ko,하늘색,하늘색
218,17,108,ko,분홍색,마젠타색
226,118,28,ko,주황색,주황색
38,240,123,ko,연두색,초록색
64,144,181,ko,청록색,청록색
203,207,45,ko,노란색,연두색
137,255,36,ko,연두색,연두색
73,255,44,ko,연두색,초록색
2,117,156,ko,청록색,청록색
25,106,187,ko,파란색,파란색
131,220,0,ko,연두색,연두색
58,189,157,ko,청록색,터키색
201,200,127,ko,카키색,연두색
159,248,234,ko,민트색,민트색
61,111,36,ko,초록색,국방색
44,115,98,ko,청록색,청록색
112,135,118,ko,카키색,쑥색
129,44,181,ko,보라색,보라색
120,9,93,ko,자주색,자주색
54,162,105,ko,초록색,녹색
234,202,60,ko,노랑,은행잎색
223,123,226,ko,분홍색,보라색
187,168,147,ko,베이지,회갈색
139,230,28,ko,연두색,라임색
60,114,7,ko,초록색,올리브색
87,146,157,ko,청록색,청록색
235,121,94,ko,주황색,코랄색
160,28,22,ko,빨간색,빨간색
124,126,249,ko,보라색,청보라색
231,157,178,ko,분홍색,분홍색
159,209,71,ko,연두색,연두색
138,75,32,ko,갈색,밤색
140,246,22,ko,연두색,연두색
29,128,199,ko,파랑,로얄블루
17,189,134,ko,청록색,초록색
133,140,144,ko,회색,회색
16,108,88,ko,청록색,청록색
143,218,246,ko,하늘색,하늘색
253,18,42,ko,빨강,빨강
74,61,122,ko,보라색,가지색
39,4,138,ko,보라색,보라색
166,96,184,ko,보라색,보라색
101,194,192,ko,민트색,청록색
113,232,235,ko,하늘색,청록색
186,30,138,ko,자홍색,마젠타
5,10,104,ko,짙은 파랑,남색
234,38,106,ko,분홍색,핫핑크
173,40,139,ko,자주색,자주색
108,222,8,ko,연두색,연두색
252,174,184,ko,연분홍,분홍
43,78,74,ko,청록색,짙은 청록색
51,232,115,ko,초록색,연두색
83,207,13,ko,연두색,초록색
182,158,121,ko,베이지,베이지
177,141,32,ko,금색,머스타드색
212,136,164,ko,분홍색,분홍
3,2,240,ko,파랑,파란색
1,60,46,ko,청록색,어두운 녹색
229,234,3,ko,노랑,노란색
122,14,102,ko,자주색,자주색
144,0,174,ko,보라색,보라색
36,221,40,ko,연두색,초록색
231,172,153,ko,살구색,살구색
115,29,165,ko,보라색,보라색
119,181,192,ko,청록색,청록색
211,202,125,ko,카키색,겨자색
11,15,43,ko,남색,남색
45,105,27,ko,초록색,짙은 녹색
120,7,98,ko,자주색,진보라색
127,147,169,ko,회청색,청회색
174,53,200,ko,보라색,보라색
66,183,184,ko,청록색,청록색
17,48,198,ko,파랑,파랑
95,75,22,ko,갈색,올리브색
66,10,166,ko,보라색,보라색
119,193,231,ko,하늘색,하늘색
50,175,247,ko,하늘색,하늘색
115,207,22,ko,연두색,연두색
248,74,230,ko,분홍색,자홍색
126,225,16,ko,연두색,연두색
142,198,200,ko,청록색,아쿠아색
170,167,166,ko,회색,베이지 그레이
109,182,203,ko,하늘색,하늘색
133,179,204,ko,하늘색,하늘색
244,160,30,ko,주황색,주황색
221,89,72,ko,주황색,다홍색
213,11,140,ko,마젠타,핫핑크
164,25,46,ko,빨강,버건디색
85,155,222,ko,하늘색,파란색
218,208,77,ko,노란색,겨자색
196,114,206,ko,보라색,자주색
2,251,224,ko,청록색,청록색
57,164,31,ko,초록색,초록색
74,64,168,ko,보라색,보라색
240,250,208,ko,연한 연두색,연두색
174,57,13,ko,주황색,벽돌색
79,161,8,ko,초록색,연두색
4,200,251,ko,하늘색,파랑
151,230,31,ko,연두색,연두색
189,149,115,ko,갈색,카멜색
3,63,54,ko,청록색,청록색
190,180,197,ko,연보라색,연보라색
71,81,165,ko,파란색,남보라색
34,115,199,ko,파란색,파란색
76,29,97,ko,보라색,가지색
132,26,123,ko,보라색,자주색
119,229,178,ko,민트색,민트색
23,87,184,ko,파랑,파란색
145,16,134,ko,보라색,자주색
24,41,4,ko,짙은 초록색,짙은 초록색
161,198,116,ko,연두색,연두색
72,24,207,ko,보라색,보라색
91,42,55,ko,자주색,와인색
14,105,236,ko,파란색,파랑
116,158,101,ko,연두색,이끼색
152,147,12,ko,올리브색,올리브색
239,237,90,ko,노란색,노란색
71,240,69,ko,연두색,연두색
17,141,209,ko,파란색,파란색
28,62,23,ko,초록색,짙은 녹색
117,166,134,ko,연두색,쑥색
41,109,228,ko,파란색,로열 블루
232,189,38,ko,노란색,겨자색
52,83,163,ko,파란색,파란색
212,170,71,ko,머스타드색,머스타드색
219,4,173,ko,자홍색,자주
176,128,54,ko,갈색,황토색
118,223,234,ko,하늘색,하늘색
199,61,43,ko,빨간색,벽돌색
17,49,191,ko,파란색,파랑
207,63,221,ko,보라색,자주색
196,185,255,ko,연보라,연보라색
247,153,131,ko,살구색,산호색
219,230,205,ko,연두색,연녹색
247,196,184,ko,연분홍,살구색
211,90,43,ko,주황색,벽돌색
242,164,92,ko,주황색,살구색
54,80,56,ko,진녹색,국방색
117,47,105,ko,보라색,보라색
166,222,28,ko,연두색,연두색
139,179,71,ko,연두색,연두색
50,122,74,ko,초록색,숲색
49,60,187,ko,파란색,로얄블루
38,209,71,ko,연두색,초록색
181,8,230,ko,보라색,보라색
160,98,5,ko,갈색,고동색
13,13,112,ko,남색,남색
23,58,125,ko,파란색,남색
155,245,252,ko,하늘색,하늘색
86,108,204,ko,파란색,군청색
50,185,33,ko,초록색,초록색
158,227,235,ko,하늘색,하늘색
101,89,151,ko,보라색,남보라색
218,183,8,ko,노란색,겨자색
71,192,107,ko,초록색,초록
126,109,245,ko,보라색,보라색
252,232,2,ko,노란색,노란색
146,159,3,ko,올리브색,올리브색
142,164,15,ko,연두색,올리브색
242,134,199,ko,분홍색,분홍색
64,133,208,ko,파란색,파란색
221,76,198,ko,자홍색,자주
123,254,102,ko,연두색,라임색
105,50,171,ko,보라색,보라색
148,91,76,ko,갈색,적갈색
113,17,85,ko,자주색,자주색
188,132,75,ko,갈색,황토색
185,130,46,ko,갈색,황토색
116,94,249,ko,보라색,보라색
144,253,4,ko,연두색,연두색
128,175,218,ko,하늘색,하늘색
113,206,91,ko,연두색,연두색
235,41,149,ko,분홍색,핫핑크
167,107,131,ko,자주빛 붉은색,모브색
192,149,0,ko,금색,겨자색
140,18,189,ko,보라색,보라색
121,212,230,ko,하늘색,하늘색
134,64,194,ko,보라색,보라색
222,180,183,ko,분홍색,인디핑크
169,47,186,ko,보라색,보라색
32,244,38,ko,초록색,라임색
138,250,84,ko,연두색,연두색
37,233,238,ko,청록색,아쿠아색
191,212,77,ko,연두색,연두색
21,2,187,ko,파란색,파란색
32,59,77,ko,남색,네이비색
28,90,253,ko,파란색,파란색
153,229,203,ko,민트색,민트색
160,105,120,ko,자주빛 분홍색,말린 장미색
9,219,87,ko,연두색,초록색
91,120,54,ko,올리브색,올리브색
243,26,220,ko,자홍색,자주색
176,3,192,ko,보라색,보라색
195,36,214,ko,보라색,보라색
254,23,16,ko,빨강,빨간색
94,218,74,ko,연두색,라임색
151,113,172,ko,보라색,보라색
107,78,140,ko,보라색,보라색
222,233,85,ko,연두색,연두색
38,224,130,ko,초록색,초록색
189,184,212,ko,연보라색,연보라색
59,182,150,ko,청록색,청록색
182,113,61,ko,갈색,벽돌색
171,126,53,ko,갈색,황금색
81,109,228,ko,파란색,파란색
46,200,187,ko,청록색,청록색
86,200,20,ko,연두색,연두색
5,91,44,ko,초록색,짙은 녹색
10,210,214,ko,청록색,청록색
146,42,252,ko,보라색,보라색
223,117,132,ko,분홍색,핑크
167,167,118,ko,카키색,올리브색
114,109,207,ko,보라색,보라색
68,117,69,ko,초록색,초록
143,62,107,ko,자주색,자주색
181,5,150,ko,자주색,마젠타
245,41,223,ko,분홍색,마젠타
142,137,230,ko,연보라,연보라색
22,83,98,ko,청록색,청록색
138,104,96,ko,갈색,밤색
222,65,38,ko,빨강,다홍색
94,141,10,ko,초록색,올리브색
11,239,225,ko,청록색,청록색
239,63,36,ko,빨간색,다홍색
147,155,8,ko,올리브색,올리브색
58,18,235,ko,보라색,파란색
173,193,225,ko,하늘색,하늘색
249,241,175,ko,연노랑,연노랑
217,38,30,ko,빨강,빨간색
188,31,77,ko,자주색,자홍색
193,166,33,ko,겨자색,겨자색
172,152,11,ko,올리브색,황록색
75,101,139,ko,파란색,청회색
35,178,114,ko,초록색,초록
4,179,149,ko,청록색,청록색
94,56,208,ko,보라색,보라색
24,214,197,ko,청록색,청록색
200,185,153,ko,베이지색,베이지
10,150,223,ko,파랑,파란색
166,196,19,ko,연두색,연두색
122,5,23,ko,버건디,자주색
233,63,125,ko,분홍색,핫핑크
232,160,214,ko,분홍색,분홍색
94,225,190,ko,민트색,청록색
65,173,65,ko,초록색,초록색
41,204,12,ko,초록색,초록색
95,65,106,ko,보라색,보라색
202,2,80,ko,자홍색,핫핑크
156,27,38,ko,진빨강,적색
28,251,160,ko,민트색,청록색
247,58,238,ko,자홍색,마젠타
36,230,66,ko,초록색,연두색
220,173,209,ko,연보라색,연보라색
243,19,253,ko,자홍색,마젠타
205,144,88,ko,주황색,황토색
42,96,56,ko,초록색,초록색
1,182,76,ko,초록색,초록색
221,62,147,ko,분홍색,핫핑크색
96,89,243,ko,보라색,청보라색
225,193,48,ko,노란색,겨자색
136,141,180,ko,연보라색,남보라색
193,217,93,ko,연두색,연두색
218,186,114,ko,베이지,황토색
135,179,178,ko,청록색,옥색
171,206,243,ko,하늘색,하늘색
20,92,87,ko,청록색,청록색
179,166,216,ko,연보라색,연보라색
64,223,48,ko,초록색,연두색
212,42,159,ko,자홍색,자홍색
42,40,87,ko,남색,짙은 보라색
23,207,42,ko,초록색,초록색
125,239,66,ko,연두색,연두색
106,191,125,ko,연두색,초록색
110,216,1,ko,연두색,연두색
55,148,114,ko,청록색,청록색
180,114,45,ko,갈색,밤색
227,102,9,ko,주황색,주황
161,100,163,ko,보라색,보라색
48,25,87,ko,보라색,남보라색
100,10,233,ko,보라색,보라색
149,221,91,ko,연두색,연두색
144,98,153,ko,보라색,보라색
182,145,215,ko,보라색,연보라
169,146,20,ko,올리브색,올리브색
197,241,211,ko,연두색,민트색
21,251,25,ko,연두색,초록색
124,190,167,ko,민트색,민트색
164,170,57,ko,올리브색,올리브색
196,45,84,ko,분홍색,자홍색
64,104,25,ko,초록색,국방색
118,34,254,ko,보라색,보라색
42,54,110,ko,남색,남색
83,79,174,ko,보라색,보라색
124,55,154,ko,보라색,보라색
8,8,202,ko,파랑,파랑
220,219,129,ko,노란색,연노란색
3,54,146,ko,파랑,파랑
80,45,220,ko,보라색,청보라색
125,171,220,ko,파란색,하늘색
119,23,58,ko,버건디,버건디
236,116,95,ko,코랄 ,코랄색
175,191,45,ko,연두색,연두색
71,32,140,ko,보라색,보라색
210,219,50,ko,노란색,연두색
17,196,150,ko,초록색,청록색
9,68,130,ko,파란색,파란색
187,151,125,ko,베이지색,코코아색
123,87,23,ko,갈색,갈색
175,221,131,ko,연두색,연두색
107,50,10,ko,갈색,갈색
173,61,12,ko,주황색,적갈색
25,106,137,ko,청록색,청록색
99,238,22,ko,연두색,라임색
158,3,43,ko,자주색,짙은 빨간색
253,3,178,ko,자홍색,핫핑크색
140,226,211,ko,민트색,민트색
70,45,63,ko,자주색,진보라색
78,152,134,ko,청록색,청록색
236,214,31,ko,노란색,노랑
128,130,106,ko,카키색,국방색
182,182,114,ko,카키색,올리브색
162,66,21,ko,갈색,벽돌색
111,16,97,ko,자주색,보라색
74,48,78,ko,보라색,보라색
71,51,24,ko,갈색,갈색
132,212,203,ko,민트색,민트색
152,200,41,ko,연두색,연두색
110,107,32,ko,카키색,올리브색
102,241,142,ko,연두색,민트색
217,104,197,ko,분홍색,자주색
150,224,100,ko,연두색,연두색
141,213,69,ko,연두색,연두색
175,145,108,ko,베이지,모래색
111,65,29,ko,갈색,고동색
63,188,165,ko,민트색,청록색
116,180,232,ko,하늘색,하늘색
85,252,137,ko,초록색,연두색
226,120,103,ko,코랄,산호색
174,98,85,ko,살몬핑크,테라코타
155,15,126,ko,보라색,마젠타
38,193,19,ko,초록색,초록색
148,14,17,ko,빨간색,적갈색
201,53,157,ko,분홍색,마젠타
19,134,187,ko,파랑,파란색
191,98,188,ko,보라색,연보라색
189,109,120,ko,분홍색,말린 장미색
13,8,109,ko,남색,남색
177,131,89,ko,갈색,황갈색
6,222,111,ko,연두색,초록색
0,76,173,ko,파란색,파란색
15,113,219,ko,파란색,파란색
65,45,73,ko,보라색,진보라색
229,46,244,ko,보라색,자홍색
16,168,10,ko,초록색,초록색
76,141,88,ko,초록색,초록색
64,123,227,ko,파란색,로얄블루
164,21,192,ko,보라색,보라색
34,74,227,ko,파랑,파란색
159,242,52,ko,연두색,라임색
16,31,151,ko,파랑,파란색
236,115,61,ko,주황색,주황색
230,130,11,ko,주황색,주황색
231,105,3,ko,주황색,주황색
216,129,22,ko,주황색,주황색
13,80,100,ko,청록색,짙은 청록색
155,181,201,ko,회청색,청회색
159,82,70,ko,갈색,벽돌색
105,146,120,ko,초록색,세이지 그린
251,223,31,ko,노란색,노란색
241,160,39,ko,주황색,주황색
186,165,93,ko,카키색,겨자색
173,35,254,ko,보라색,보라색
152,239,56,ko,연두색,연두색
150,106,132,ko,보라색,모브
113,121,248,ko,보라색,파란색
239,134,93,ko,살구색,주황
56,1,66,ko,보라색,짙은 보라색
30,36,166,ko,파란색,파란색
162,166,231,ko,연보라색,연보라색
118,217,175,ko,민트색,민트색
23,13,128,ko,남색,남색
254,61,26,ko,주황색,다홍색
37,247,9,ko,연두색,라임색
45,250,50,ko,연두색,연두색
198,93,43,ko,주황색,황토색
33,210,234,ko,청록색,청록색
227,182,145,ko,살구색,살구색
123,98,212,ko,보라색,보라색
44,2,17,ko,자주색,자주색
202,126,249,ko,보라색,보라색
31,204,132,ko,초록색,에메랄드색
31,200,177,ko,청록색,청록색
160,33,41,ko,빨강,버건디
172,177,209,ko,연보라색,라벤더색
153,242,151,ko,연두색,연두색
70,146,242,ko,파란색,파란색
97,163,231,ko,하늘색,하늘색
