r,g,b,lang_code,human
255,0,65,zh,紅色
255,0,226,zh,粉色
255,0,126,zh,朱色
205,255,0,zh,黃綠色
255,130,0,zh,橘色
125,0,255,zh,藍紫色
255,0,155,zh,桃紅色
255,0,98,zh,紅色
255,178,0,zh,土黃色
255,0,124,zh,亮紅色
115,0,255,zh,紫色
255,0,38,zh,朱色
255,189,0,zh,黃色
255,0,230,zh,亮桃紅色
255,25,0,zh,大紅色
154,255,0,zh,亮墨綠色
95,255,0,zh,亮綠色
255,221,0,zh,黃色
255,0,204,zh,紫紅色
255,0,246,zh,亮紫色
202,0,255,zh,紫色
255,0,69,zh,紅色
255,147,0,zh,橘色
239,255,0,zh,黃色
218,255,0,zh,土黃色
255,98,0,zh,深橘色
163,255,0,zh,绿色
255,136,0,zh,橘黄色
255,102,0,zh,橙色
255,0,119,zh,粉红色
211,255,0,zh,路色
255,0,104,zh,粉红色
255,180,0,zh,黄色
255,0,214,zh,紫色
53,0,255,zh,深蓝色
255,193,0,zh,土黄色
112,255,0,zh,绿色
255,0,202,zh,粉红色
255,0,73,zh,红色
255,251,0,zh,黄色
134,0,255,zh,紫色
255,0,252,zh,粉红色
200,0,255,zh,紫色
255,0,35,zh,红色
255,81,0,zh,橙色
255,0,169,zh,红紫色
255,223,0,zh,黄色
194,0,255,zh,紫色
227,255,0,zh,浅黄色
255,0,216,zh,亮紫色
255,251,0,zh,黄色
74,255,0,zh,草绿色
50,0,255,zh,蓝色
255,0,43,zh,红色
235,0,255,zh,紫色
255,253,0,zh,黄色
255,0,223,zh,紫色
255,0,150,zh,紫红色
255,0,177,zh,紫红色
255,182,0,zh,黄色
255,42,0,zh,橘色
255,0,218,zh,粉色
255,0,80,zh,红色
255,212,0,zh,黄色
92,0,255,zh,紫色
236,255,0,zh,黄色
110,255,0,zh,绿色
137,255,0,zh,草绿色
255,0,69,zh,红色
255,158,0,zh,橘红色
237,255,0,zh,金黄色
255,0,255,zh,浅紫色
255,0,210,zh,玫红色
214,0,255,zh,深紫色
255,0,209,zh,粉色
91,255,0,zh,亮绿色
255,0,16,zh,大红色
255,32,0,zh,红色
255,0,242,zh,紫色
255,233,0,zh,黄色
185,255,0,zh,浅绿色
255,117,0,zh,橙色
210,255,0,zh,草绿色
57,0,255,zh,深蓝色
255,0,234,zh,淡紫色
250,255,0,zh,黃色
176,0,255,zh,紫色
255,123,0,zh,橘色
255,0,90,zh,紅色
255,0,120,zh,梅红色
255,0,66,zh,大红色
255,178,0,zh,土黄色
255,55,0,zh,橘红色
255,0,148,zh,梅红色
205,0,255,zh,粉紫色
122,0,255,zh,紫罗兰色
241,0,255,zh,基佬紫色
73,255,0,zh,黄绿色
142,0,255,zh,蓝紫色
255,0,105,zh,大红色
255,0,224,zh,粉紫色
255,0,184,zh,桃紅色
93,0,255,zh,靛色
34,0,255,zh,寶藍色
255,44,0,zh,正紅色
255,0,240,zh,深粉色
255,198,0,zh,黃色
255,0,115,zh,螢光粉色
255,251,0,zh,螢光黃色
255,188,0,zh,土黄色
255,0,51,zh,红色
255,0,116,zh,紫红色
255,38,0,zh,红色
255,0,187,zh,紫色
229,255,0,zh,黄色
182,255,0,zh,黄绿色
159,0,255,zh,紫色
184,0,255,zh,紫色
255,129,0,zh,橘色
255,219,0,zh,黄色
255,92,0,zh,橘色
255,178,0,zh,土黄色
255,0,51,zh,深紅色
255,0,190,zh,亮粉色
75,255,0,zh,亮綠色
255,100,0,zh,深黃色
255,198,0,zh,黃色
255,225,0,zh,淡黃色
255,136,0,zh,亮橘色
239,0,255,zh,亮紫色
255,0,66,zh,鮮紅色
255,0,152,zh,桃紅色
175,0,255,zh,紫色
255,0,22,zh,亮紅色
255,190,0,zh,蛋黄色
255,171,0,zh,深黄色
255,27,0,zh,大红色
255,114,0,zh,橙色
255,0,73,zh,红色
255,242,0,zh,亮黄色
120,0,255,zh,紫罗兰色
255,0,150,zh,深粉色
255,44,0,zh,橘色
255,0,230,zh,紫色
248,255,0,zh,黄色
255,0,101,zh,红色
255,139,0,zh,橙色
255,243,0,zh,黃色
255,201,0,zh,土黃色
255,0,143,zh,桃紅色
214,255,0,zh,黃色
255,0,179,zh,桃紅色
255,0,149,zh,桃紅色
255,0,34,zh,红色
187,255,0,zh,绿色
255,236,0,zh,黄色
255,177,0,zh,橙色
255,0,182,zh,粉色
255,145,0,zh,橙色
255,27,0,zh,红色
255,0,253,zh,粉色
255,0,98,zh,紫红色
74,255,0,zh,翠绿色
136,255,0,zh,草绿色
220,255,0,zh,黄绿色
83,0,255,zh,深蓝色
255,107,0,zh,橙色
255,0,13,zh,红色
255,228,0,zh,黄色
255,0,124,zh,桃紅色
239,255,0,zh,亮黃色
255,223,0,zh,黃色
255,159,0,zh,橘色
255,7,0,zh,鮮紅色
147,0,255,zh,紫色
110,255,0,zh,黄绿色
255,0,89,zh,正红色
228,255,0,zh,荧黄色
166,255,0,zh,草绿色
255,196,0,zh,土黄色
255,0,21,zh,大红色
196,255,0,zh,黄绿色
255,233,0,zh,深黄色
255,0,128,zh,粉红色
254,255,0,zh,黄色
255,113,0,zh,橙色
255,0,74,zh,红色
255,0,82,zh,玫红色
255,0,113,zh,玫红色
70,255,0,zh,黄绿色
124,0,255,zh,浅紫色
255,0,142,zh,玫红色
255,0,169,zh,梅红色
255,153,0,zh,淡橙色
255,137,0,zh,橙色
177,0,255,zh,淡紫色
255,255,0,zh,萤光黄色
240,0,255,zh,亮紫色
164,255,0,zh,草黄色
255,0,142,zh,深粉色
255,0,17,zh,大红色
255,0,198,zh,粉色
255,0,97,zh,红色
255,124,0,zh,橙色
239,0,255,zh,紫粉色
255,132,0,zh,暗橘色
255,0,159,zh,桃紅色
255,0,92,zh,桃紅色
255,0,62,zh,正紅色
255,0,200,zh,玫红色
255,229,0,zh,土黄色
255,138,0,zh,深橘色
255,30,0,zh,红色
161,0,255,zh,深紫色
255,0,148,zh,骚粉色
255,0,140,zh,浅骚粉色
255,154,0,zh,橙色
255,0,36,zh,红色
255,226,0,zh,黄色
255,116,0,zh,橘色
183,0,255,zh,基佬紫色
255,0,54,zh,浅红色
131,0,255,zh,紫色
255,0,154,zh,桃紅色
255,0,195,zh,亮粉紅色
255,0,19,zh,鮮紅色
255,185,0,zh,土黃色
213,0,255,zh,紫色
255,0,63,zh,紅色
255,0,91,zh,淺紅色
82,255,0,zh,螢光綠色
199,255,0,zh,淺螢光綠色
255,0,244,zh,亮粉色
211,255,0,zh,亮黃色
241,0,255,zh,亮粉色
255,250,0,zh,淡黃色
255,166,0,zh,深黃色
255,0,130,zh,淡紅色
164,0,255,zh,紫色
255,246,0,zh,黄色
255,0,157,zh,紫红色
255,129,0,zh,橙色
255,0,233,zh,亮紫色
252,0,255,zh,紫色
132,0,255,zh,蓝紫色
255,161,0,zh,土黄色
255,0,206,zh,梅红色
255,138,0,zh,黄褐色
255,245,0,zh,荧黄色
231,0,255,zh,粉紫色
255,99,0,zh,橘黄色
255,218,0,zh,土黄色
255,0,242,zh,粉紫色
255,0,27,zh,正红色
255,176,0,zh,土黃色
115,255,0,zh,亮綠色
255,50,0,zh,橘紅色
255,0,50,zh,紅色
255,0,15,zh,紅色
130,0,255,zh,紫色
255,86,0,zh,橘色
255,0,255,zh,桃紅色
155,255,0,zh,黃綠色
255,174,0,zh,橙黄色
255,0,158,zh,紫红色
255,0,201,zh,紫色
255,126,0,zh,橙色
140,255,0,zh,黄绿色
255,211,0,zh,深黄色
255,23,0,zh,浅大红色
255,0,79,zh,大红色
204,0,255,zh,基佬紫色
211,0,255,zh,紫色
255,83,0,zh,橙色
180,255,0,zh,绿色
255,0,89,zh,红色
255,0,146,zh,粉色
255,0,134,zh,粉色
76,255,0,zh,绿色
255,106,0,zh,橘黄色
205,255,0,zh,金黄色
255,0,85,zh,桃红色
255,211,0,zh,土黄色
255,0,116,zh,玫红色
255,0,155,zh,粉红色
255,199,0,zh,土黄色
255,0,88,zh,枚红色
255,0,246,zh,亮紫色
255,0,63,zh,大红色
190,0,255,zh,紫色
255,222,0,zh,暗黃色
255,177,0,zh,土黃色
218,255,0,zh,螢光黃色
53,255,0,zh,亮綠色
149,255,0,zh,黃綠色
255,0,21,zh,紅色
255,89,0,zh,橘色
255,0,205,zh,粉色
195,255,0,zh,淡绿黄色
166,255,0,zh,浅青柠色
125,255,0,zh,青柠色
229,0,255,zh,基佬紫色
255,206,0,zh,黄色
185,255,0,zh,深綠色
33,0,255,zh,深靛色
105,0,255,zh,淡紫色
255,41,0,zh,淡紅色
255,0,41,zh,深紅色
255,0,161,zh,亮粉色
216,0,255,zh,淡紫色
255,0,81,zh,淡紅色
255,151,0,zh,土橘色
176,255,0,zh,粉綠色
255,107,0,zh,深橘色
255,0,232,zh,亮紫色
255,0,253,zh,亮紫色
204,255,0,zh,淺綠色
173,0,255,zh,紫羅蘭色
255,0,164,zh,粉紅色
255,0,197,zh,深粉紅色
255,155,0,zh,橘色
255,0,231,zh,粉紫色
119,0,255,zh,紫色
226,0,255,zh,紫色
255,0,115,zh,粉色
240,255,0,zh,黄绿色
255,114,0,zh,深橘色
255,146,0,zh,淡橘色
255,43,0,zh,橘红色
255,210,0,zh,淡橘色
212,0,255,zh,紫色
255,0,153,zh,深粉色
255,0,128,zh,桃红色
197,0,255,zh,紫色
255,0,162,zh,紫红色
255,151,0,zh,橙黄色
93,255,0,zh,亮绿色
255,31,0,zh,红色
255,0,250,zh,亮紫红色
255,197,0,zh,黄色
255,0,231,zh,紫粉色
27,255,0,zh,青綠色
251,255,0,zh,黃色
255,222,0,zh,橘黃色
255,0,138,zh,深粉紅色
255,108,0,zh,橘紅色
183,255,0,zh,亮綠色
255,140,0,zh,橘色
255,0,2,zh,大红色
255,0,83,zh,桃红色
154,0,255,zh,深紫色
255,0,64,zh,红色
239,255,0,zh,柠檬黄色
156,255,0,zh,浅绿色
255,155,0,zh,橙黄色
255,109,0,zh,橙色
255,216,0,zh,柠檬黄色
255,0,71,zh,红粉色
255,0,198,zh,深粉色
255,0,105,zh,玫红色
174,255,0,zh,荧光绿色
255,0,223,zh,紫罗兰色
132,0,255,zh,紫色
229,0,255,zh,紫羅蘭色
255,0,91,zh,霧紅色
255,20,0,zh,紅色
255,209,0,zh,淡橘黃色
87,255,0,zh,綠色
255,0,60,zh,血紅色
255,0,37,zh,血紅色
213,255,0,zh,草绿色
255,216,0,zh,土黄色
255,0,207,zh,玫红色
68,255,0,zh,草绿色
255,171,0,zh,橘色
255,0,16,zh,橘红色
200,255,0,zh,草绿色
158,0,255,zh,紫色
255,241,0,zh,黄色
255,186,0,zh,橘色
255,0,74,zh,红色
255,0,224,zh,紫红色
255,37,0,zh,橙红色
255,0,163,zh,桃红色
255,167,0,zh,橙黄色
108,255,0,zh,嫩绿色
255,0,200,zh,桃红色
229,255,0,zh,黄色
255,105,0,zh,橘色
146,255,0,zh,鲜绿色
229,255,0,zh,草绿色
253,255,0,zh,黄色
255,0,40,zh,大红色
255,201,0,zh,橘黄色
255,76,0,zh,橘红色
84,0,255,zh,紫色
131,255,0,zh,绿色
231,0,255,zh,紫色
255,0,56,zh,桃粉色
38,0,255,zh,蓝色
255,0,33,zh,红色
255,152,0,zh,前橘色
101,255,0,zh,草绿色
255,0,146,zh,紫粉色
121,255,0,zh,亮绿色
255,223,0,zh,蛋黄色
255,0,242,zh,紫色
151,255,0,zh,草绿色
255,255,0,zh,黄色
255,0,139,zh,玫红色
255,0,83,zh,玫粉色
255,0,168,zh,亮紫色
255,177,0,zh,深黄色
255,0,20,zh,红色
248,255,0,zh,柠檬黄色
197,255,0,zh,青黄色
102,0,255,zh,蓝紫色
255,0,219,zh,紫色
255,20,0,zh,红色
255,0,242,zh,紫红色
255,140,0,zh,橘红色
255,0,121,zh,粉红色
255,0,97,zh,玫红色
255,196,0,zh,深黄色
136,0,255,zh,紫色
190,255,0,zh,绿黄色
255,49,0,zh,红色
255,236,0,zh,亮黄色
255,0,90,zh,桃粉色
255,85,0,zh,深橘色
255,0,198,zh,紫色
173,255,0,zh,青黄色
255,0,132,zh,玫瑰紫色
255,206,0,zh,黄色
213,0,255,zh,淡紫色
255,0,157,zh,玫红色
255,117,0,zh,橘红色
255,0,72,zh,大红色
162,0,255,zh,紫色
255,156,0,zh,橘黄色
165,0,255,zh,深紫色
219,0,255,zh,浅紫色
255,0,188,zh,梅红色
255,232,0,zh,黄色
255,0,49,zh,红色
88,0,255,zh,紫蓝色
238,0,255,zh,紫红色
196,0,255,zh,深紫红色
255,0,194,zh,亮紫红色
255,143,0,zh,深黄色
255,99,0,zh,橘黄色
255,0,232,zh,洋紅色
255,216,0,zh,黃色
255,0,108,zh,桃紅色
255,0,20,zh,紅色
131,0,255,zh,紫色
255,124,0,zh,橘色
255,154,0,zh,橘紅色
255,253,0,zh,黃色
252,0,255,zh,洋紫紅色
255,0,54,zh,紅色
138,255,0,zh,亮草綠色
255,0,151,zh,桃粉紅色
255,0,118,zh,桃酒紅色
174,0,255,zh,紫色
255,188,0,zh,橘黃色
218,255,0,zh,黃綠色
255,75,0,zh,橘紅偏紅色
255,94,0,zh,橘紅色
112,255,0,zh,亮草綠色
255,0,181,zh,桃紅偏粉色
243,0,255,zh,粉色
255,0,90,zh,粉红色
255,218,0,zh,黄色
255,92,0,zh,橘色
255,0,157,zh,紫粉色
255,244,0,zh,黄色
59,255,0,zh,青绿色
255,180,0,zh,橘黄色
165,0,255,zh,紫色
255,143,0,zh,橘色
255,74,0,zh,橙色
255,0,229,zh,粉色
255,188,0,zh,桔黄色
255,0,20,zh,红粉色
65,0,255,zh,深蓝色
134,255,0,zh,深青绿色
255,0,80,zh,红粉色
119,0,255,zh,紫色的牵牛花色
255,0,186,zh,粉色
195,255,0,zh,黄灰色
255,0,127,zh,紫粉色
255,74,0,zh,橘红色
255,194,0,zh,土黄色
255,0,230,zh,粉色
85,255,0,zh,草绿色
255,0,111,zh,玫瑰红色
223,0,255,zh,紫红色
255,143,0,zh,橙黄色
255,0,32,zh,大红色
255,0,66,zh,红色
255,107,0,zh,橙色
255,0,109,zh,粉色
74,0,255,zh,青色
255,0,68,zh,红色
224,0,255,zh,紫色
255,0,219,zh,粉紫色
255,0,14,zh,橘红色
255,239,0,zh,黄色
255,0,126,zh,粉色
255,179,0,zh,橙色
255,0,100,zh,粉色
193,0,255,zh,紫色
131,255,0,zh,黄绿色
255,115,0,zh,橘红色
255,185,0,zh,橙色
255,0,157,zh,粉紫色
255,121,0,zh,深橘红色
255,244,0,zh,黄色
255,203,0,zh,土黄色
255,0,12,zh,鲜红色
129,255,0,zh,黄绿色
255,0,77,zh,品红色
255,0,137,zh,玫色
136,0,255,zh,紫色
234,0,255,zh,紫红色
255,0,153,zh,玫色
255,156,0,zh,黄橙色
255,122,0,zh,橙色
255,0,204,zh,玫紫色
255,0,239,zh,紫红色
194,0,255,zh,深紫色
255,81,0,zh,橙色
255,0,108,zh,海棠色
255,255,0,zh,柠檬黄色
255,213,0,zh,土黄色
255,110,0,zh,橙色
191,255,0,zh,草绿色
152,255,0,zh,黄绿色
181,255,0,zh,浅黄色
98,255,0,zh,青绿色
255,0,172,zh,亮粉色
255,0,236,zh,粉色
255,181,0,zh,深黄色
48,0,255,zh,深蓝色
114,0,255,zh,紫色
255,229,0,zh,黄色
255,0,13,zh,红色
255,0,80,zh,大红色
183,0,255,zh,紫色
255,0,111,zh,深粉红色
255,149,0,zh,土黄色
235,0,255,zh,浅紫色
255,185,0,zh,土黄色
255,116,0,zh,橘色
255,0,122,zh,粉红色
255,23,0,zh,橙红色
225,255,0,zh,青黄色
255,248,0,zh,黄色
255,0,183,zh,粉紫色
255,0,244,zh,玫粉色
177,0,255,zh,紫色
76,255,0,zh,荧光绿色
56,0,255,zh,深蓝色
255,150,0,zh,橘黄色
240,0,255,zh,玫紫色
255,0,75,zh,艳红色
255,80,0,zh,橘红色
255,0,144,zh,粉色
255,206,0,zh,落叶黄色
198,255,0,zh,黄绿色
255,0,102,zh,玫红色
255,0,188,zh,荧光粉色
255,0,23,zh,正红色
111,0,255,zh,紫色
145,255,0,zh,草绿色
251,255,0,zh,明黄色
255,170,0,zh,橘黄色
255,91,0,zh,橘红色
255,0,114,zh,玫粉色
255,221,0,zh,黄色
255,0,76,zh,枚红色
255,243,0,zh,高亮黄色
47,0,255,zh,魅惑蓝色
255,19,0,zh,火热红色
255,175,0,zh,缤纷橙色
243,0,255,zh,粉紫色
255,153,0,zh,暗黄色
255,0,73,zh,红色
255,251,0,zh,明黄色
255,0,115,zh,暗红色
255,0,99,zh,红色
255,182,0,zh,黄色
255,0,213,zh,暗粉色
255,68,0,zh,橙色
255,0,144,zh,粉色
141,255,0,zh,青绿色
255,0,30,zh,红色
215,0,255,zh,紫色
192,255,0,zh,黄色
38,0,255,zh,深蓝色
93,0,255,zh,深蓝色
255,119,0,zh,深橙色
255,234,0,zh,黄色
255,0,193,zh,深粉色
50,255,0,zh,绿色
255,86,0,zh,深橙色
255,0,203,zh,桃色
249,0,255,zh,紫色
255,0,62,zh,紅色
86,255,0,zh,草綠色
255,0,172,zh,粉紅色
255,0,107,zh,桃紅色
255,189,0,zh,黃色
255,126,0,zh,淺橘色
255,97,0,zh,橘色
255,144,0,zh,橘色
255,78,0,zh,橘紅色
255,0,91,zh,桃紅色
167,255,0,zh,青蘋果綠色
255,0,191,zh,粉紅色
202,255,0,zh,黃綠色
255,0,68,zh,大紅色
255,227,0,zh,黃色
255,184,0,zh,土黃色
117,0,255,zh,紫色
235,0,255,zh,粉桃色
177,0,255,zh,淺紫色
231,255,0,zh,淡黃綠色
255,0,115,zh,桃紅色
255,0,175,zh,深粉紅色
255,0,36,zh,大紅色
255,100,0,zh,橘色
255,0,226,zh,粉紅色
255,154,0,zh,橘黃色
84,255,0,zh,螢光綠色
255,80,0,zh,橙红色
255,229,0,zh,黄色
255,0,40,zh,红色
247,0,255,zh,品红色
255,115,0,zh,橙色
255,0,156,zh,玫红色
155,0,255,zh,紫色
255,0,252,zh,洋红色
255,164,0,zh,橙色
255,0,87,zh,赭红色
50,0,255,zh,蓝紫色
255,0,140,zh,品红色
255,0,25,zh,大红色
255,223,0,zh,黄色
255,114,0,zh,橙红色
255,47,0,zh,红色
188,255,0,zh,果绿色
255,0,215,zh,粉红色
157,0,255,zh,紫色
255,0,197,zh,洋红色
255,129,0,zh,橙色
138,255,0,zh,果绿色
166,0,255,zh,紫色
255,0,58,zh,大红色
255,247,0,zh,黄色
255,183,0,zh,土黄色
255,0,164,zh,粉红色
82,255,0,zh,亮绿色
255,0,253,zh,紫红色
255,155,0,zh,橙色
255,198,0,zh,深黄色
110,255,0,zh,淡绿色
189,0,255,zh,紫色
255,108,0,zh,深橙色
255,255,0,zh,黄色
255,0,148,zh,玫瑰红色
255,218,0,zh,深黄色
164,255,0,zh,淡绿色
255,0,6,zh,红色
53,0,255,zh,深蓝色
255,0,50,zh,红色
255,79,0,zh,橙色
255,0,235,zh,深粉色
255,121,0,zh,橙色
255,0,207,zh,深粉色
195,255,0,zh,黄绿色
255,0,135,zh,深粉色
143,0,255,zh,紫色
227,255,0,zh,黄绿色
163,0,255,zh,蓝紫色
242,255,0,zh,黄色
255,0,159,zh,珠粉色
255,142,0,zh,橙色
255,0,219,zh,粉色
255,113,0,zh,橙色
255,0,128,zh,珠粉色
124,255,0,zh,草绿色
149,255,0,zh,草绿色
255,0,23,zh,红色
255,78,0,zh,红橙色
255,241,0,zh,黄色
123,0,255,zh,紫罗兰色
255,0,49,zh,正红色
230,0,255,zh,粉色
255,159,0,zh,橙黄色
255,0,199,zh,紫红色
255,207,0,zh,浅黄色
255,0,83,zh,红色
122,255,0,zh,草绿色
209,255,0,zh,黄绿色
255,41,0,zh,橘红色
255,113,0,zh,橘色
186,0,255,zh,紫色
255,0,9,zh,红色
132,0,255,zh,紫色
255,0,162,zh,桃红色
255,226,0,zh,黄色
255,211,0,zh,柠檬黄色
255,132,0,zh,橙色
255,0,67,zh,红色
250,0,255,zh,洋红色
255,0,113,zh,粉红色
64,0,255,zh,蓝色
239,255,0,zh,黄色
255,0,117,zh,粉色
217,0,255,zh,紫色
255,233,0,zh,黄色
255,189,0,zh,橙色
255,43,0,zh,红色
60,255,0,zh,绿色
243,0,255,zh,紫色
255,0,194,zh,粉色
255,147,0,zh,橙色
255,0,60,zh,红色
255,0,86,zh,粉红色
255,181,0,zh,橙色
255,0,30,zh,红色
255,0,145,zh,粉色
255,93,0,zh,橙色
113,0,255,zh,紫色
255,0,229,zh,粉色
154,255,0,zh,绿色
225,255,0,zh,黄色
255,55,0,zh,红色
255,0,76,zh,红色
255,0,236,zh,粉色
255,248,0,zh,黄色
255,0,181,zh,粉色
105,0,255,zh,蓝色
255,0,109,zh,绿色
143,255,0,zh,橙色
255,135,0,zh,橙色
255,0,166,zh,粉红色
78,0,255,zh,蓝色
255,219,0,zh,黄色
189,0,255,zh,蓝色
123,0,255,zh,紫色
255,0,55,zh,红色
255,0,48,zh,红色
185,0,255,zh,紫红色
255,0,204,zh,粉色
255,135,0,zh,橙色
255,246,0,zh,黄色
136,255,0,zh,草绿色
62,0,255,zh,靛蓝色
255,0,92,zh,红色
255,0,172,zh,粉色
229,0,255,zh,紫红色
212,0,255,zh,紫色
255,0,85,zh,桃色
239,0,255,zh,粉紫色
255,158,0,zh,橙黃色
255,105,0,zh,橙紅色
255,129,0,zh,橙色
104,255,0,zh,黃綠色
255,0,240,zh,粉紫色
255,0,150,zh,粉色
255,0,143,zh,紫紅色
255,216,0,zh,暗黃色
255,0,74,zh,紅色
138,0,255,zh,紫色
255,254,0,zh,黃色
255,184,0,zh,土黃色
166,255,0,zh,黃綠色
255,0,25,zh,紅色
255,0,185,zh,粉色
255,4,0,zh,品紅色
230,255,0,zh,鵝黃色
255,119,0,zh,橙色
211,0,255,zh,艳紫色
255,85,0,zh,橘红色
255,0,80,zh,樱桃红色
255,75,0,zh,深橘红色
230,0,255,zh,莹光艳籽色
252,255,0,zh,明黄色
255,0,155,zh,粉红色
255,98,0,zh,橙红色
255,0,37,zh,大红色
237,255,0,zh,黄色
255,142,0,zh,橙黄色
255,0,95,zh,淡红色
186,0,255,zh,紫色
255,0,179,zh,紫粉色
92,0,255,zh,深紫色
255,0,122,zh,红偏紫色
255,0,240,zh,紫粉色
255,183,0,zh,土黄色
255,48,0,zh,橙红色
151,255,0,zh,浅黄绿色
124,255,0,zh,绿色
255,0,248,zh,紫粉色
255,0,65,zh,大红色
255,225,0,zh,黄色
200,255,0,zh,黄绿色
255,178,0,zh,土黄色
255,0,213,zh,玫红色
198,0,255,zh,紫色
255,218,0,zh,黄色
255,0,36,zh,红色
255,0,122,zh,紫红色
255,255,0,zh,荧光黄色
255,0,249,zh,玫红色
255,195,0,zh,橙黄色
146,255,0,zh,草绿色
255,70,0,zh,正红色
190,255,0,zh,黄绿色
255,0,147,zh,玫红色
255,0,207,zh,紫红色
255,166,0,zh,橙色
255,0,54,zh,正红色
104,255,0,zh,草绿色
255,141,0,zh,橙色
137,0,255,zh,紫色
255,98,0,zh,橙红色
255,0,82,zh,梅红色
255,207,0,zh,橙色
255,0,99,zh,品红色
241,255,0,zh,黄色
255,175,0,zh,橘色
255,48,0,zh,红色
255,0,9,zh,红色
71,255,0,zh,黄绿色
181,0,255,zh,紫色
255,218,0,zh,黄色
255,108,0,zh,橙色
255,0,75,zh,品红色
255,0,188,zh,品红色
255,0,161,zh,玫红色
130,0,255,zh,蓝紫色
255,0,83,zh,大红色
255,0,117,zh,玫红色
174,0,255,zh,紫色
92,255,0,zh,黄绿色
243,255,0,zh,荧光黄色
255,0,239,zh,玫红色
255,182,0,zh,橙黄色
255,202,0,zh,橙黄色
255,0,248,zh,玫红色
255,218,0,zh,橙黄色
255,0,26,zh,红色
255,113,0,zh,橙红色
255,136,0,zh,橙色
255,0,64,zh,红色
171,255,0,zh,黄绿色
255,49,0,zh,红色
5,255,0,zh,绿色
205,255,0,zh,黄绿色
255,0,210,zh,玫红色
204,0,144,zh,品红色
204,157,0,zh,黄色
204,0,99,zh,粉红色
133,204,0,zh,草绿色
173,0,204,zh,紫色
204,63,0,zh,橙色
184,0,255,zh,紫色
51,0,255,zh,蓝紫色
255,210,0,zh,黄色
202,0,255,zh,紫色
255,56,0,zh,红色
245,0,255,zh,紫色
255,0,82,zh,红色
255,0,211,zh,粉紫色
255,80,0,zh,橘色
144,0,255,zh,姿色
255,160,0,zh,卡其色
255,0,148,zh,芭比粉色
255,179,0,zh,米黄色
212,255,0,zh,果绿色
112,0,255,zh,深紫色
255,139,0,zh,橘色
255,0,114,zh,粉色
255,253,0,zh,亮黄色
255,0,172,zh,芭比粉色
155,255,0,zh,绿色
255,224,0,zh,黄色
85,0,255,zh,深紫色
