r,g,b,lang_code,human_raw,human_norm,human_min
255,234,0,en,Yellow,yellow,yellow
168,0,255,en,Purple,purple,purple
222,0,255,en,Violet,violet,violet
0,255,73,en,Lime Green,lime green,limegreen
0,153,255,en,Blue,blue,blue
255,0,171,en,Magenta,magenta,magenta
0,255,123,en,Turquoise Green,turquoise green,turquoisegreen
255,0,176,en,Bright Pink,bright pink,brightpink
255,255,0,en,Yellow,yellow,yellow
167,255,0,en,Lime Green,lime green,limegreen
0,255,237,en,Mint green,mint green,mintgreen
0,255,52,en,Lime green,lime green,limegreen
0,212,255,en,Light blue,light blue,lightblue
0,253,255,en,Turquoise,turquoise,turquoise
255,139,0,en,Orange,orange,orange
255,0,169,en,Hot pink,hot pink,hotpink
255,0,67,en,Red,red,red
0,111,255,en,Navy,navy,navy
232,0,255,en,Mauve,mauve,mauve
255,186,0,en,Mustard,mustard,mustard
255,180,0,en,70's China yellow,70's china yellow,70schinayellow
255,0,116,en,Bright pink,bright pink,brightpink
255,77,0,en,Red-orange,red orange,redorange
255,253,0,en,Yellow,yellow,yellow
165,255,0,en,Light green,light green,lightgreen
219,0,255,en,Light purple,light purple,lightpurple
0,131,255,en,Blue,blue,blue
0,155,255,en,Blue,blue,blue
0,182,255,en,Blue,blue,blue
255,0,105,en,Dark pink,dark pink,darkpink
0,215,255,en,Turquoise,turquoise,turquoise
0,255,232,en,Turquoise,turquoise,turquoise
0,174,255,en,Blue,blue,blue
255,0,179,en,Pink,pink,pink
0,238,255,en,teal,teal,teal
0,56,255,en,blue,blue,blue
0,90,255,en,blue,blue,blue
125,0,255,en,purple,purple,purple
0,166,255,en,aqua,aqua,aqua
255,105,0,en,orange,orange,orange
255,225,0,en,yellow,yellow,yellow
0,218,255,en,teal,teal,teal
255,165,0,en,orange/yellow,orange/yellow,orangeyellow
255,129,0,en,orange,orange,orange
255,249,0,en,yellow,yellow,yellow
211,0,255,en,purple,purple,purple
255,223,0,en,Orange,orange,orange
255,42,0,en,Red,red,red
0,255,184,en,Teal,teal,teal
255,0,191,en,Pink,pink,pink
255,0,247,en,Violet,violet,violet
0,255,249,en,Blue,blue,blue
0,221,255,en,Blue,blue,blue
0,255,191,en,Teal,teal,teal
250,255,0,en,Yellow,yellow,yellow
0,79,255,en,Blue,blue,blue
255,0,45,en,Red,red,red
0,240,255,en,Blue,blue,blue
0,239,255,en,Light blue,light blue,lightblue
238,0,255,en,Cobalt,cobalt,cobalt
255,0,63,en,Scarlet,scarlet,scarlet
255,0,201,en,Purple,purple,purple
255,0,133,en,Magenta,magenta,magenta
255,68,0,en,Red,red,red
162,0,255,en,Royal blue,royal blue,royalblue
0,255,239,en,White,white,white
255,111,0,en,Orange,orange,orange
0,255,136,en,Yellow,yellow,yellow
255,0,97,en,Fuchsia,fuchsia,fuchsia
0,103,255,en,Cobalt,cobalt,cobalt
219,255,0,en,yellow,yellow,yellow
0,255,208,en,teal,teal,teal
112,255,0,en,lime green,lime green,limegreen
255,0,233,en,magenta,magenta,magenta
255,0,101,en,pink,pink,pink
255,76,0,en,orange,orange,orange
0,255,235,en,teel,teel,teal
255,0,197,en,magenta,magenta,magenta
0,255,133,en,aqua,aqua,aqua
166,255,0,en,lime gren,lime gren,limegren
0,125,255,en,blue,blue,blue
255,0,41,en,red,red,red
255,0,189,en,fuschia,fuschia,fuchsia
73,0,255,en,navy blue,navy blue,navyblue
255,189,0,en,orange,orange,orange
255,0,237,en,magenta,magenta,magenta
155,0,255,en,purple,purple,purple
0,255,190,en,turquoise,turquoise,turquoise
193,0,255,en,purple,purple,purple
255,103,0,en,orange,orange,orange
255,220,0,en,yellow,yellow,yellow
229,0,255,en,magenta,magenta,magenta
0,255,30,en,green,green,green
255,0,81,en,pink,pink,pink
0,255,183,en,Sea green,sea green,seagreen
0,42,255,en,Royal blue,royal blue,royalblue
187,0,255,en,Violet,violet,violet
255,245,0,en,Bright yellow,bright yellow,brightyellow
0,243,255,en,Light blue,light blue,lightblue
255,0,17,en,Red,red,red
0,255,91,en,Neon green,neon green,neongreen
0,127,255,en,Blue,blue,blue
255,0,230,en,Fuchsia,fuchsia,fuchsia
68,255,0,en,Lime green,lime green,limegreen
244,0,255,en,Magenta,magenta,magenta
0,110,255,en,Blue,blue,blue
0,255,25,en,Lime green,lime green,limegreen
83,0,255,en,Dark blue,dark blue,darkblue
255,155,0,en,Burnt Orange,burnt orange,burntorange
255,224,0,en,Mustard,mustard,mustard
255,106,0,en,Orange,orange,orange
0,255,157,en,Light Green,light green,lightgreen
0,255,138,en,Medium green,medium green,mediumgreen
255,0,78,en,Red,red,red
0,53,255,en,Deep blue,deep blue,deepblue
67,255,0,en,Green,green,green
223,255,0,en,Yellow,yellow,yellow
255,175,0,en,Light orange,light orange,lightorange
255,0,145,en,Pink,pink,pink
0,58,255,en,Blue,blue,blue
255,0,41,en,Red,red,red
255,98,0,en,Red-orange,red orange,redorange
0,255,137,en,Blue-green,blue green,bluegreen
144,0,255,en,Purple,purple,purple
255,214,0,en,Yellow,yellow,yellow
0,255,188,en,Turquoise,turquoise,turquoise
255,121,0,en,Orange,orange,orange
255,0,214,en,hot pink,hot pink,hotpink
236,0,255,en,purple-pink,purple pink,purplepink
113,255,0,en,lime green,lime green,limegreen
0,55,255,en,royal blue,royal blue,royalblue
255,167,0,en,orange,orange,orange
255,0,162,en,hot pink,hot pink,hotpink
138,0,255,en,purple,purple,purple
0,255,255,en,turquoise,turquoise,turquoise
0,223,255,en,darker turqouoise,darker turqouoise,darkerturqouoise
255,0,34,en,red,red,red
223,255,0,en,chartreuse,chartreuse,chartreuse
255,0,94,en,hot red-pink,hot red pink,hotredpink
0,173,255,en,Blue,blue,blue
0,255,115,en,Green,green,green
255,0,139,en,Pink,pink,pink
0,135,255,en,Blue,blue,blue
255,119,0,en,Orange,orange,orange
116,255,0,en,Green,green,green
164,255,0,en,Lime,lime,lime
255,0,63,en,Red,red,red
0,255,156,en,Teal,teal,teal
255,159,0,en,Orange,orange,orange
0,102,255,en,Blue,blue,blue
0,40,255,en,Blue,blue,blue
95,0,255,en,Violet,violet,violet
255,127,0,en,Medium orange,medium orange,mediumorange
0,255,129,en,Shamrock,shamrock,shamrock
205,0,255,en,Fushia,fushia,fuchsia
0,154,255,en,Medium cyan,medium cyan,mediumcyan
0,255,94,en,Neon green,neon green,neongreen
255,164,0,en,Light orange,light orange,lightorange
255,192,0,en,Sunflower yellow,sunflower yellow,sunfloweryellow
0,190,255,en,Light cyan,light cyan,lightcyan
0,255,178,en,Mint,mint,mint
0,240,255,en,Aqua,aqua,aqua
0,105,255,en,Cyan,cyan,cyan
0,149,255,en,blue,blue,blue
251,0,255,en,magenta,magenta,magenta
0,255,76,en,lime green,lime green,limegreen
0,255,119,en,green,green,green
0,255,187,en,teal,teal,teal
0,34,255,en,blue,blue,blue
255,0,129,en,pink,pink,pink
255,0,78,en,red,red,red
255,0,160,en,magenta,magenta,magenta
255,196,0,en,yellow,yellow,yellow
0,108,255,en,blue,blue,blue
0,194,255,en,aqua,aqua,aqua
255,206,0,en,yellow,yellow,yellow
0,255,155,en,aqua-green-blue,aqua green-blue,aquagreenblue
0,198,255,en,blue,blue,blue
255,98,0,en,orange,orange,orange
0,171,255,en,darker blue,darker blue,darkerblue
46,0,255,en,royal blue,royal blue,royalblue
0,143,255,en,darker than the darker blue,darker than the darker blue,darkerthanthedarkerblue
183,0,255,en,purple,purple,purple
255,0,73,en,hot pink,hot pink,hotpink
151,255,0,en,lime green,lime green,limegreen
0,255,193,en,aqua-blue-green,aqua blue-green,aquabluegreen
0,255,169,en,teal,teal,teal
0,255,255,en,blue,blue,blue
255,0,165,en,fuschia,fuschia,fuchsia
178,255,0,en,puce,puce,puce
224,255,0,en,yellow,yellow,yellow
0,192,255,en,blue,blue,blue
0,249,255,en,blue,blue,blue
0,61,255,en,blue,blue,blue
255,133,0,en,orange,orange,orange
0,91,255,en,blue,blue,blue
0,255,124,en,green,green,green
255,251,0,en,yellow,yellow,yellow
104,255,0,en,green,green,green
255,0,74,en,Pink,pink,pink
255,241,0,en,Yellow,yellow,yellow
0,138,255,en,Blue,blue,blue
0,88,255,en,Royal blue,royal blue,royalblue
0,201,255,en,Light blue,light blue,lightblue
0,103,255,en,Bright blue,bright blue,brightblue
29,255,0,en,Lime green,lime green,limegreen
255,0,93,en,Fuchsia,fuchsia,fuchsia
255,0,127,en,Fuschia,fuschia,fuchsia
0,255,241,en,Sea green,sea green,seagreen
243,0,255,en,Pink,pink,pink
0,255,43,en,Gold,gold,gold
238,255,0,en,Yellow,yellow,yellow
0,255,207,en,Ivory,ivory,ivory
0,156,255,en,Periwinkle,periwinkle,periwinkle
0,122,255,en,Blue,blue,blue
255,0,171,en,Magenta,magenta,magenta
228,255,0,en,Yellow,yellow,yellow
0,167,255,en,Lavender,lavender,lavender
0,78,255,en,Royal blue,royal blue,royalblue
188,0,255,en,Purple,purple,purple
255,151,0,en,Orange,orange,orange
255,216,0,en,Gold,gold,gold
255,0,56,en,Red,red,red
0,73,255,en,Blue,blue,blue
0,255,204,en,Blue-green,blue green,bluegreen
216,0,255,en,Light purple,light purple,lightpurple
255,210,0,en,Yellow,yellow,yellow
255,0,222,en,Pink,pink,pink
255,0,134,en,Pink,pink,pink
0,101,255,en,Blue,blue,blue
0,254,255,en,Turquoise,turquoise,turquoise
0,255,76,en,Green,green,green
0,22,255,en,Dark blue,dark blue,darkblue
0,255,105,en,Green,green,green
255,0,127,en,hot pink,hot pink,hotpink
255,11,0,en,red,red,red
0,131,255,en,blue,blue,blue
255,135,0,en,orange,orange,orange
0,255,79,en,lime green,lime green,limegreen
255,249,0,en,yellow,yellow,yellow
0,113,255,en,darker blue,darker blue,darkerblue
255,213,0,en,goldenrod,goldenrod,goldenrod
0,255,55,en,lime green,lime green,limegreen
255,0,176,en,hot pink,hot pink,hotpink
0,241,255,en,aquamarine,aquamarine,aquamarine
0,79,255,en,royal blue,royal blue,royalblue
255,0,139,en,Fuschia,fuschia,fuchsia
0,255,221,en,blue,blue,blue
255,42,0,en,orange,orange,orange
0,156,255,en,blue,blue,blue
0,255,110,en,green,green,green
0,101,255,en,blue,blue,blue
0,213,255,en,blue,blue,blue
255,0,51,en,red,red,red
255,162,0,en,orange,orange,orange
0,117,255,en,blue,blue,blue
0,161,255,en,blue,blue,blue
255,0,6,en,red,red,red
255,209,0,en,Mustard yellow,mustard yellow,mustardyellow
255,0,206,en,Fuchsia,fuchsia,fuchsia
255,51,0,en,Red,red,red
0,255,208,en,Sea green,sea green,seagreen
59,0,255,en,Royal blue,royal blue,royalblue
255,136,0,en,Orange,orange,orange
255,0,192,en,Fushia,fushia,fuchsia
203,255,0,en,Lime green,lime green,limegreen
0,152,255,en,Blue,blue,blue
255,0,124,en,Hot pink (slightly darker),hot pink (slightly darker),hotpinkslightlydarker
255,0,231,en,Magenta,magenta,magenta
0,255,136,en,Kelly,kelly,kelly
0,58,255,en,Royal blue,royal blue,royalblue
255,0,168,en,Hot pink,hot pink,hotpink
0,134,255,en,Blue,blue,blue
255,251,0,en,Yellow,yellow,yellow
255,0,246,en,Magenta,magenta,magenta
255,0,88,en,Red,red,red
255,0,42,en,Red,red,red
0,184,255,en,Light blue,light blue,lightblue
60,0,255,en,Dark blue,dark blue,darkblue
136,255,0,en,Yellow,yellow,yellow
255,0,245,en,Purple,purple,purple
255,175,0,en,Orange,orange,orange
76,255,0,en,Yellow,yellow,yellow
0,48,255,en,Royal blue,royal blue,royalblue
255,205,0,en,Gold,gold,gold
0,255,171,en,Ivory,ivory,ivory
0,207,255,en,Light blue,light blue,lightblue
0,255,101,en,Pale yellow,pale yellow,paleyellow
0,144,255,en,light blue,light blue,lightblue
219,255,0,en,highlighter yellow,highlighter yellow,highlighteryellow
0,111,255,en,Medium blue,medium blue,mediumblue
0,255,120,en,Fiesta green,fiesta green,fiestagreen
148,0,255,en,Lilac,lilac,lilac
255,0,247,en,Hot pink,hot pink,hotpink
0,212,255,en,Sky blue,sky blue,skyblue
255,164,0,en,Tangerine,tangerine,tangerine
255,97,0,en,Rust orange,rust orange,rustorange
255,0,214,en,Magenta,magenta,magenta
0,255,201,en,Mint blue,mint blue,mintblue
0,255,161,en,Light green,light green,lightgreen
0,255,134,en,Pastel Green,pastel green,pastelgreen
0,203,255,en,Sky Blue,sky blue,skyblue
255,176,0,en,Orange,orange,orange
0,236,255,en,Aquamarine,aquamarine,aquamarine
114,255,0,en,Neon green,neon green,neongreen
154,0,255,en,purple,purple,purple
222,255,0,en,yellow,yellow,yellow
255,0,112,en,rose,rose,rose
255,0,177,en,magenta,magenta,magenta
139,255,0,en,neon green,neon green,neongreen
255,0,61,en,red,red,red
210,0,255,en,purple,purple,purple
255,212,0,en,orange,orange,orange
0,17,255,en,blue,blue,blue
221,0,255,en,purple,purple,purple
0,91,255,en,blue,blue,blue
0,255,219,en,sky blue,sky blue,skyblue
255,0,41,en,red,red,red
0,255,233,en,sky blue,sky blue,skyblue
0,63,255,en,blue,blue,blue
0,206,255,en,aquamarine,aquamarine,aquamarine
0,75,255,en,blue,blue,blue
0,171,255,en,aquamarine,aquamarine,aquamarine
255,0,94,en,magenta,magenta,magenta
255,13,0,en,red,red,red
0,255,188,en,teal,teal,teal
255,92,0,en,burnt orange,burnt orange,burntorange
0,255,59,en,neon green,neon green,neongreen
239,255,0,en,yello,yello,yellow
0,125,255,en,blue,blue,blue
0,255,104,en,light green,light green,lightgreen
255,120,0,en,orange,orange,orange
255,0,225,en,purple,purple,purple
255,229,0,en,yellow,yellow,yellow
0,152,255,en,blue,blue,blue
255,0,152,en,magenta,magenta,magenta
164,0,255,en,Purple,purple,purple
0,255,106,en,Green,green,green
0,175,255,en,Blue,blue,blue
255,108,0,en,Orange,orange,orange
144,255,0,en,Lime green,lime green,limegreen
0,231,255,en,Sky blue,sky blue,skyblue
0,230,255,en,Sky blue,sky blue,skyblue
0,86,255,en,Blue,blue,blue
255,0,200,en,Magenta,magenta,magenta
124,0,255,en,Purple,purple,purple
0,255,195,en,Turquoise,turquoise,turquoise
196,255,0,en,Yellow-green,yellow green,yellowgreen
255,0,74,en,Reddish pink...,reddish pink...,reddishpink
0,255,65,en,Light green,light green,lightgreen
254,255,0,en,yellow,yellow,yellow
176,255,0,en,leaf green,leaf green,leafgreen
255,16,0,en,red,red,red
255,0,92,en,pink,pink,pink
0,10,255,en,Royal blue,royal blue,royalblue
255,141,0,en,Orange,orange,orange
0,255,92,en,Light green,light green,lightgreen
169,0,255,en,Purple,purple,purple
255,0,126,en,Pink,pink,pink
0,39,255,en,Blue,blue,blue
0,255,52,en,Green,green,green
0,255,88,en,Green,green,green
255,0,63,en,Red,red,red
139,0,255,en,Purple,purple,purple
0,227,255,en,light blue,light blue,lightblue
0,120,255,en,blue,blue,blue
180,255,0,en,lime,lime,lime
0,255,226,en,aqua,aqua,aqua
204,255,0,en,lime,lime,lime
0,255,125,en,light green,light green,lightgreen
255,157,0,en,orange,orange,orange
0,97,255,en,blue,blue,blue
255,178,0,en,Orange,orange,orange
0,187,255,en,Blue,blue,blue
255,248,0,en,Yellow,yellow,yellow
255,0,41,en,Red,red,red
255,0,82,en,Red-pink,red pink,redpink
255,65,0,en,Red,red,red
0,255,236,en,Light blue,light blue,lightblue
0,143,255,en,Blue,blue,blue
0,255,74,en,Bright green,bright green,brightgreen
255,0,62,en,Red,red,red
255,0,145,en,Pink,pink,pink
255,236,0,en,Yellow,yellow,yellow
255,0,211,en,Pink,pink,pink
255,0,100,en,fuschia,fuschia,fuchsia
243,255,0,en,yello,yello,yellow
0,255,191,en,teal,teal,teal
255,0,149,en,fuschia,fuschia,fuchsia
0,152,255,en,blue,blue,blue
89,255,0,en,light green,light green,lightgreen
0,255,255,en,light blue,light blue,lightblue
255,237,0,en,dark yellow,dark yellow,darkyellow
0,255,164,en,teal,teal,teal
0,46,255,en,dark blue,dark blue,darkblue
0,177,255,en,blue,blue,blue
0,182,255,en,light blue,light blue,lightblue
255,0,176,en,fuschia,fuschia,fuchsia
255,90,0,en,dark orange,dark orange,darkorange
62,0,255,en,dark blue,dark blue,darkblue
0,73,255,en,blue,blue,blue
255,0,254,en,pink,pink,pink
255,0,120,en,red pink,red pink,redpink
187,0,255,en,purple,purple,purple
255,186,0,en,yellow,yellow,yellow
255,151,0,en,light orange,light orange,lightorange
255,0,47,en,red,red,red
255,71,0,en,dark orange,dark orange,darkorange
0,255,174,en,Teal,teal,teal
255,204,0,en,Dirty yellow,dirty yellow,dirtyyellow
95,255,0,en,Bright green,bright green,brightgreen
0,128,255,en,Sea blue,sea blue,seablue
0,107,255,en,Blue,blue,blue
255,0,125,en,Bright pink,bright pink,brightpink
255,0,216,en,Purple,purple,purple
247,0,255,en,Purple,purple,purple
0,30,255,en,Blue,blue,blue
0,255,142,en,Mint green,mint green,mintgreen
0,41,255,en,Dark blue,dark blue,darkblue
255,150,0,en,Burnt orange,burnt orange,burntorange
255,213,0,en,School bus Yellow,school bus yellow,schoolbusyellow
105,255,0,en,Highlighter green,highlighter green,highlightergreen
255,194,0,en,Orangish yellow,orangish yellow,orangishyellow
0,132,255,en,Cornflower blue,cornflower blue,cornflowerblue
255,0,187,en,Fuchsia,fuchsia,fuchsia
0,161,255,en,Light blue,light blue,lightblue
0,78,255,en,Medium blue,medium blue,mediumblue
255,0,165,en,Hot pink,hot pink,hotpink
0,239,255,en,Aqua,aqua,aqua
255,0,36,en,Red,red,red
0,255,234,en,Turquoise,turquoise,turquoise
0,197,255,en,Dusky blue,dusky blue,duskyblue
0,85,255,en,Blue,blue,blue
255,122,0,en,Orange,orange,orange
0,94,255,en,Blue,blue,blue
0,255,194,en,Aqua,aqua,aqua
0,255,130,en,Green,green,green
227,0,255,en,Fuchsia,fuchsia,fuchsia
0,139,255,en,Blue,blue,blue
255,0,175,en,Pink,pink,pink
255,211,0,en,Gold,gold,gold
255,220,0,en,Yellow,yellow,yellow
185,255,0,en,Lime green,lime green,limegreen
255,246,0,en,Fluorescent yellow,fluorescent yellow,fluorescentyellow
255,208,0,en,goldenrod,goldenrod,goldenrod
143,0,255,en,violet,violet,violet
0,255,134,en,seafoam,seafoam,seafoam
0,147,255,en,cerulean,cerulean,cerulean
255,180,0,en,yellow-orange,yellow orange,yelloworange
167,0,255,en,purple,purple,purple
255,0,231,en,fuchsia,fuchsia,fuchsia
255,253,0,en,yellow,yellow,yellow
255,0,124,en,hot pink,hot pink,hotpink
127,255,0,en,lime green,lime green,limegreen
255,242,0,en,yellow,yellow,yellow
255,150,0,en,orange,orange,orange
255,45,0,en,Red,red,red
255,0,190,en,Magenta,magenta,magenta
255,205,0,en,Gold,gold,gold
0,240,255,en,Sky blue,sky blue,skyblue
157,255,0,en,Chartreuse,chartreuse,chartreuse
255,0,30,en,Red,red,red
0,255,38,en,Green,green,green
0,255,137,en,Pastel Green,pastel green,pastelgreen
255,0,143,en,Fuschia,fuschia,fuchsia
224,0,255,en,Purple,purple,purple
255,228,0,en,Yellow,yellow,yellow
0,221,255,en,Carolina blue,carolina blue,carolinablue
0,255,220,en,Periwinkle,periwinkle,periwinkle
0,54,255,en,Blue,blue,blue
253,0,255,en,Fuchsia,fuchsia,fuchsia
0,129,255,en,Cerulean,cerulean,cerulean
255,158,0,en,Tangerine,tangerine,tangerine
0,255,129,en,Mint,mint,mint
29,0,255,en,Royal blue,royal blue,royalblue
0,192,255,en,Light blue,light blue,lightblue
255,0,132,en,Pink,pink,pink
255,230,0,en,Yellow,yellow,yellow
255,122,0,en,Orange,orange,orange
255,0,172,en,Sangria,sangria,sangria
0,122,255,en,blue,blue,blue
255,109,0,en,orange,orange,orange
0,255,72,en,green,green,green
0,148,255,en,blue,blue,blue
0,73,255,en,navy blue,navy blue,navyblue
255,0,211,en,pink,pink,pink
255,127,0,en,orange,orange,orange
255,163,0,en,light orange,light orange,lightorange
255,199,0,en,yellow,yellow,yellow
0,159,255,en,light blue,light blue,lightblue
255,0,45,en,red,red,red
0,212,255,en,sky blue,sky blue,skyblue
170,0,255,en,Purple,purple,purple
255,63,0,en,Crimson,crimson,crimson
0,98,255,en,Blue,blue,blue
0,138,255,en,Dark sky blue,dark sky blue,darkskyblue
0,160,255,en,Sky blue,sky blue,skyblue
255,84,0,en,Dark orange,dark orange,darkorange
255,0,235,en,Magenta,magenta,magenta
255,182,0,en,Gold,gold,gold
50,0,255,en,Royal blue,royal blue,royalblue
0,255,210,en,Light blue,light blue,lightblue
189,255,0,en,Yellow,yellow,yellow
0,255,183,en,Aquamarine,aquamarine,aquamarine
255,0,207,en,Fuchsia,fuchsia,fuchsia
202,255,0,en,Yellow,yellow,yellow
0,255,119,en,Mint,mint,mint
0,157,255,en,Cerulean,cerulean,cerulean
0,169,255,en,Light blue,light blue,lightblue
255,0,234,en,Fuchsia,fuchsia,fuchsia
0,217,255,en,Light blue,light blue,lightblue
0,235,255,en,Periwinkle,periwinkle,periwinkle
255,0,75,en,Punch,punch,punch
128,0,255,en,Purple,purple,purple
255,0,43,en,Red,red,red
255,169,0,en,Orange,orange,orange
0,255,63,en,Lime green,lime green,limegreen
255,0,212,en,Pink,pink,pink
0,51,255,en,Blue,blue,blue
0,237,255,en,Aqua,aqua,aqua
0,5,255,en,Blue,blue,blue
255,0,80,en,Pink,pink,pink
147,0,255,en,Purple,purple,purple
0,121,255,en,Bluw,bluw,blue
0,255,82,en,Lime green,lime green,limegreen
255,105,0,en,Orange,orange,orange
205,0,255,en,Fuchsia,fuchsia,fuchsia
255,0,188,en,Magenta,magenta,magenta
213,255,0,en,"Florescent Ye,low","florescent ye,low",florescentyellow
174,255,0,en,Lime,lime,lime
255,186,0,en,Golden Yellow,golden yellow,goldenyellow
255,0,20,en,Bright Red,bright red,brightred
0,82,255,en,Sky Blue,sky blue,skyblue
0,255,134,en,Pastel Green,pastel green,pastelgreen
0,31,255,en,Blue,blue,blue
255,214,0,en,Light Gold Yellow,light gold yellow,lightgoldyellow
255,109,0,en,Copper,copper,copper
255,0,117,en,Dark Pink,dark pink,darkpink
255,0,170,en,Magenta,magenta,magenta
0,255,221,en,teal,teal,teal
