r,g,b,lang_code,human_raw,human_norm,human_min
130,14,237,ko,보라,보라색,보라
239,111,241,ko,분홍,분홍색,분홍
165,132,45,ko,올리브,올리브색,올리브
66,39,117,ko,군청,군청색,군청
87,69,242,ko,파랑,파랑색,파랑
37,90,45,ko,진초록,진초록색,진초록
112,186,198,ko,칙칙한 하늘색,칙칙한 하늘색,칙칙한하늘
88,68,185,ko,남보라,남보라색,남보라
136,130,78,ko,올리브,올리브색,올리브
147,174,4,ko,그린옐로,그린옐로색,그린옐로
134,40,169,ko,보라,보라색,보라
99,90,86,ko,회갈색,회갈색,회갈
51,9,146,ko,곤색,곤색,곤
163,189,115,ko,녹차,녹차색,녹차
141,10,124,ko,자주,자주색,자주
80,129,140,ko,어두운 청록,어두운 청록색,어두운청록
225,179,113,ko,모래,모래색,모래
189,242,34,ko,연두,연두색,연두
23,56,105,ko,짙은남색,짙은남색,짙은남
125,128,39,ko,진연두,진연두색,진연두
153,30,24,ko,붉은갈색,붉은갈색,붉은갈
106,70,87,ko,팥죽색,팥죽색,팥죽
234,212,188,ko,아이보리,아이보리색,아이보리
148,145,158,ko,회색,회색,회
78,122,124,ko,청록,청록색,청록
38,154,178,ko,남청,남청색,남청
119,152,119,ko,연한초록,연한초록색,연초록
145,161,20,ko,연두,연두색,연두
127,10,66,ko,검붉은색,검붉은색,검붉은
187,23,5,ko,진한주황,진한주황색,진주황
241,4,21,ko,진홍,진홍색,진홍
50,221,220,ko,터키,터키색,터키
98,106,180,ko,탁한 남보라,탁한 남보라색,탁한남보라
170,240,206,ko,민트,민트색,민트
37,39,249,ko,울트라마린,울트라마린색,울트라마린
99,235,122,ko,짙은 연두,짙은 연두색,짙은연두
56,10,28,ko,암갈색,암갈색,암갈
240,129,179,ko,다홍 분홍,다홍 분홍색,다홍분홍
40,7,76,ko,어두운 남색,어두운 남색,어두운남
185,7,105,ko,장미,장미색,장미
155,55,107,ko,와인,와인색,와인
22,185,232,ko,짙은 하늘,짙은 하늘색,짙은하늘
40,65,104,ko,남색,남색,남
240,238,118,ko,겨자색,겨자색,겨자
42,107,39,ko,초록색,초록색,초록
34,176,218,ko,하늘색,하늘색,하늘
246,74,158,ko,핑크색,핑크색,핑크
160,5,152,ko,보라색,보라색,보라
154,147,127,ko,회색,회색,회
159,157,61,ko,올리브색,올리브색,올리브
128,184,49,ko,연두색,연두색,연두
57,78,70,ko,연탄색,연탄색,연탄
250,242,8,ko,노란색,노란색,노랑
212,17,38,ko,빨간색,빨간색,빨강
3,191,197,ko,청록색,청록색,청록
157,150,194,ko,연보라색,연보라색,연보라
14,11,10,ko,검정색,검정색,검정
186,64,22,ko,단풍색,단풍색,단풍
122,181,100,ko,풀색,풀색,풀
4,239,17,ko,형광초록색,형광초록색,형광초록
135,66,219,ko,보라색,보라색,보라
237,151,21,ko,황토색,황토색,황토
254,42,95,ko,마젠타색,마젠타색,마젠타
168,69,97,ko,자주색,자주색,자주
169,255,109,ko,형광연두색,형광연두색,형광연두
198,241,4,ko,연두색,연두색,연두
25,189,149,ko,청록색,청록색,청록
83,173,230,ko,하늘색,하늘색,하늘
58,18,168,ko,남색,남색,남
251,26,182,ko,분홍색,분홍색,분홍
106,22,230,ko,보라색,보라색,보라
112,74,230,ko,연보라색,연보라색,연보라
118,52,7,ko,갈색,갈색,갈
90,229,121,ko,연두색,연두색,연두
17,200,51,ko,녹색,녹색,녹
135,204,192,ko,청록색,청록색,청록
250,160,36,ko,주황색,주황색,주황
248,178,134,ko,피부색,피부색,피부
59,147,213,ko,바다색,바다색,바다
147,190,160,ko,회녹색,회녹색,회녹
248,166,93,ko,황갈색,황갈색,황갈
140,231,248,ko,비취색,비취색,비취
71,34,245,ko,코발트블루,코발트블루색,코발트블루
246,16,219,ko,마젠타색,마젠타색,마젠타
81,217,160,ko,옥색,옥색,옥
10,29,196,ko,남색,남색,남
91,42,130,ko,보라색,보라색,보라
233,139,173,ko,인디핑크,인디핑크색,인디핑크
183,96,212,ko,보라색,보라색,보라
236,116,211,ko,분홍색,분홍색,분홍
12,156,49,ko,초록색,초록색,초록
156,238,43,ko,연두색,연두색,연두
156,103,90,ko,갈색,갈색,갈
112,114,250,ko,연보라색,연보라색,연보라
153,122,54,ko,황토색,황토색,황토
111,2,55,ko,자주색,자주색,자주
177,99,133,ko,분홍색,분홍색,분홍
246,30,85,ko,핑크색,핑크색,핑크
184,24,188,ko,보라색,보라색,보라
242,142,198,ko,연분홍색,연분홍색,연분홍
236,79,152,ko,분홍색,분홍색,분홍
252,94,8,ko,주황색,주황색,주황
249,240,16,ko,노랑색,노랑색,노랑
202,144,78,ko,황토색,황토색,황토
119,204,85,ko,연두색,연두색,연두
177,175,169,ko,회색,회색,회
245,51,67,ko,다홍색,다홍색,다홍
231,40,124,ko,자주색,자주색,자주
45,93,12,ko,진녹색,진녹색,진녹
46,82,174,ko,진청색,진청색,진청
155,70,157,ko,진보라색,진보라색,진보라
61,176,163,ko,청록색,청록색,청록
102,126,249,ko,연청색,연청색,연청
177,27,199,ko,보라색,보라색,보라
78,212,171,ko,청록색,청록색,청록
46,215,241,ko,하늘색,하늘색,하늘
240,71,1,ko,진주황색,진주황색,진주황
62,15,207,ko,청색,청색,청
107,77,129,ko,진보라색,진보라색,진보라
39,188,34,ko,진연두색,진연두색,진연두
247,130,171,ko,분홍색,분홍색,분홍
35,7,38,ko,검정색,검정색,검정
246,207,185,ko,살구색,살구색,살구
55,236,19,ko,연두색,연두색,연두
143,137,210,ko,연보라색,연보라색,연보라
33,107,147,ko,남색,남색,남
115,79,82,ko,갈색,갈색,갈
178,192,31,ko,녹두색,녹두색,녹두
240,112,90,ko,다홍색,다홍색,다홍
15,168,250,ko,하늘색,하늘색,하늘
197,184,226,ko,연보라색,연보라색,연보라
170,1,58,ko,진홍색,진홍색,진홍
8,121,18,ko,진녹색,진녹색,진녹
95,38,147,ko,진보라색,진보라색,진보라
255,23,233,ko,진분홍색,진분홍색,진분홍
50,11,16,ko,검정색,검정색,검정
105,23,67,ko,진보라색,진보라색,진보라
110,49,30,ko,갈색,갈색,갈
22,88,163,ko,파란색,파란색,파랑
36,169,190,ko,청록색,청록색,청록
160,59,126,ko,분홍색,분홍색,분홍
74,11,99,ko,보라색,보라색,보라
51,131,230,ko,파란색,파란색,파랑
86,247,60,ko,녹색,녹색,녹
217,243,179,ko,연녹색,연녹색,연녹
223,199,124,ko,베이지색,베이지색,베이지
203,65,79,ko,다홍색,다홍색,다홍
183,73,16,ko,갈색,갈색,갈
94,42,52,ko,고동색,고동색,고동
71,129,46,ko,녹색,녹색,녹
122,113,46,ko,카키색,카키색,카키
210,34,157,ko,핫핑크,핫핑크색,핫핑크
165,204,112,ko,연두색,연두색,연두
35,77,4,ko,진녹색,진녹색,진녹
101,15,139,ko,보라색,보라색,보라
193,170,18,ko,황금색,황금색,황금
157,182,24,ko,연두색,연두색,연두
188,82,191,ko,자주색,자주색,자주
45,148,117,ko,청록색,청록색,청록
149,15,64,ko,마젠타,마젠타색,마젠타
54,62,165,ko,군청색,군청색,군청
192,192,152,ko,회녹색,회녹색,회녹
16,177,103,ko,초록,초록색,초록
160,233,17,ko,연두,연두색,연두
239,30,208,ko,핑크,핑크색,핑크
143,168,192,ko,청록,청록색,청록
144,108,217,ko,보라,보라색,보라
79,197,239,ko,하늘,하늘색,하늘
71,120,196,ko,파랑,파랑색,파랑
88,215,72,ko,녹색,녹색,녹
241,227,8,ko,노랑색,노랑색,노랑
198,157,172,ko,회분홍,회분홍색,회분홍
85,14,201,ko,진보라,진보라색,진보라
141,8,247,ko,보라,보라색,보라
111,121,216,ko,군청색,군청색,군청
186,245,18,ko,연두색,연두색,연두
10,152,19,ko,녹색,녹색,녹
220,142,246,ko,분홍색,분홍색,분홍
118,103,235,ko,연보라색,연보라색,연보라
6,160,78,ko,녹색,녹색,녹
48,231,129,ko,형광녹색,형광녹색,형광녹
26,81,252,ko,파랑색,파랑색,파랑
0,1,117,ko,남색,남색,남
46,115,7,ko,풀색,풀색,풀
194,42,41,ko,빨강색,빨강색,빨강
38,163,180,ko,청록색,청록색,청록
227,242,245,ko,물색,물색,물
42,229,169,ko,형광녹색,형광녹색,형광녹
224,106,16,ko,주황색,주황색,주황
213,4,233,ko,핫핑크,핫핑크색,핫핑크
196,246,120,ko,연두색,연두색,연두
9,216,13,ko,형광녹색,형광녹색,형광녹
95,156,223,ko,파란색,파란색,파랑
84,26,254,ko,파랑색,파랑색,파랑
119,66,231,ko,보라색,보라색,보라
125,77,44,ko,갈색,갈색,갈
1,178,23,ko,녹색,녹색,녹
231,185,178,ko,연분홍,연분홍색,연분홍
55,4,132,ko,진보라,진보라색,진보라
187,187,224,ko,연보라,연보라색,연보라
10,186,200,ko,옥색,옥색,옥
141,104,199,ko,보라,보라색,보라
24,237,167,ko,형광초록,형광초록색,형광초록
203,108,88,ko,연갈색,연갈색,연갈
225,132,161,ko,진분홍,진분홍색,진분홍
151,127,5,ko,갈색,갈색,갈
146,128,175,ko,보라,보라색,보라
62,129,63,ko,진녹새,진녹새색,진녹새
248,40,167,ko,핫핑크,핫핑크색,핫핑크
14,248,100,ko,형광초록,형광초록색,형광초록
144,164,59,ko,국방색,국방색,국방
52,226,200,ko,옥색,옥색,옥
117,212,252,ko,연하늘,연하늘색,연하늘
117,159,114,ko,녹색,녹색,녹
189,63,184,ko,진보라,진보라색,진보라
238,190,95,ko,주황,주황색,주황
18,21,69,ko,검정,검정색,검정
52,116,88,ko,진옥색,진옥색,진옥
183,44,52,ko,적갈색,적갈색,적갈
