r,g,b,lang_code,human_raw,human_norm,human_min
0,255,227,zh,藍綠,藍綠色,蓝绿
0,14,255,zh,寶藍,寶藍色,宝蓝
229,0,255,zh,紫,紫色,紫
0,211,255,zh,淺藍,淺藍色,浅蓝
0,255,160,zh,翠綠,翠綠色,翠绿
236,255,0,zh,黃,黃色,黄
0,255,141,zh,綠,綠色,绿
255,0,163,zh,桃紅,桃紅色,桃红
127,255,0,zh,青,青色,青
0,157,255,zh,天藍,天藍色,天蓝
190,0,255,zh,紫,紫色,紫
0,255,79,zh,青綠,青綠色,青绿
255,0,76,zh,紅,紅色,红
255,0,36,zh,鮮紅,鮮紅色,鲜红
146,255,0,zh,青,青色,青
255,161,0,zh,淺橙,淺橙色,浅橙
0,191,255,zh,淺藍,淺藍色,浅蓝
255,117,0,zh,橘色,橘色,橘
255,176,0,zh,黃,黃色,黄
255,0,101,zh,粉,粉色,粉
255,194,0,zh,黃,黃色,黄
0,151,255,zh,藍,藍色,蓝
0,255,167,zh,綠,綠色,绿
215,0,255,zh,紫,紫色,紫
0,92,255,zh,深藍,深藍色,深蓝
0,125,255,zh,藍,藍色,蓝
0,251,255,zh,青,青色,青
0,255,75,zh,綠,綠色,绿
0,174,255,zh,淺藍,淺藍色,浅蓝
0,59,255,zh,深藍,深藍色,深蓝
0,255,89,zh,綠,綠色,绿
0,220,255,zh,淺藍,淺藍色,浅蓝
255,68,0,zh,紅,紅色,红
0,255,199,zh,藍綠,藍綠色,蓝绿
90,255,0,zh,綠,綠色,绿
255,0,194,zh,粉,粉色,粉
177,255,0,zh,黃綠,黃綠色,黄绿
255,253,0,zh,黃,黃色,黄
255,0,255,zh,粉,粉色,粉
0,193,255,zh,淺藍,淺藍色,浅蓝
255,228,0,zh,黃,黃色,黄
0,79,255,zh,藍,藍色,蓝
0,255,127,zh,綠,綠色,绿
255,0,14,zh,紅,紅色,红
255,0,168,zh,粉紅,粉紅色,粉红
255,0,65,zh,紅,紅色,红
0,2,255,zh,藍,藍色,蓝
255,0,226,zh,粉,粉色,粉
255,0,126,zh,朱,朱色,朱
205,255,0,zh,黃綠,黃綠色,黄绿
0,255,239,zh,青,青色,青
255,130,0,zh,橘,橘色,橘
125,0,255,zh,藍紫,藍紫色,蓝紫
255,0,155,zh,桃紅,桃紅色,桃红
0,33,255,zh,亮藍,亮藍色,亮蓝
0,177,255,zh,天藍,天藍色,天蓝
0,255,151,zh,螢光綠,螢光綠色,荧光绿
255,0,98,zh,紅,紅色,红
255,178,0,zh,土黃,土黃色,土黄
255,0,124,zh,亮紅,亮紅色,亮红
0,41,255,zh,深藍,深藍色,深蓝
115,0,255,zh,紫,紫色,紫
255,0,38,zh,朱,朱色,朱
255,189,0,zh,黃,黃色,黄
0,196,255,zh,螢光藍,螢光藍色,萤光蓝
255,0,230,zh,亮桃紅,亮桃紅色,亮桃红
0,255,206,zh,蒂芬尼綠,蒂芬尼綠色,蒂芬尼绿
255,25,0,zh,大紅,大紅色,大红
154,255,0,zh,亮墨綠,亮墨綠色,亮墨绿
95,255,0,zh,亮綠,亮綠色,亮绿
0,147,255,zh,藍,藍色,蓝
255,221,0,zh,黃,黃色,黄
255,0,204,zh,紫紅,紫紅色,紫红
0,255,236,zh,螢光藍,螢光藍色,萤光蓝
255,0,246,zh,亮紫,亮紫色,亮紫
202,0,255,zh,紫,紫色,紫
0,255,165,zh,螢光綠,螢光綠色,荧光绿
0,129,255,zh,淺藍,淺藍色,浅蓝
0,230,255,zh,螢光藍,螢光藍色,萤光蓝
255,0,69,zh,紅,紅色,红
0,255,13,zh,亮綠,亮綠色,亮绿
255,147,0,zh,橘,橘色,橘
0,112,255,zh,亮藍,亮藍色,亮蓝
239,255,0,zh,黃,黃色,黄
0,79,255,zh,藍,藍色,蓝
218,255,0,zh,土黃,土黃色,土黄
0,253,255,zh,螢光藍,螢光藍色,萤光蓝
255,98,0,zh,深橘,深橘色,深橘
0,255,88,zh,亮墨綠,亮墨綠色,亮墨绿
0,107,255,zh,蓝,蓝色,蓝
163,255,0,zh,绿,绿色,绿
255,136,0,zh,橘黄,橘黄色,橘黄
255,102,0,zh,橙,橙色,橙
255,0,119,zh,粉红,粉红色,粉红
211,255,0,zh,路,路色,路
255,0,104,zh,粉红,粉红色,粉红
0,157,255,zh,天蓝,天蓝色,天蓝
255,180,0,zh,黄,黄色,黄
0,240,255,zh,宝蓝,宝蓝色,宝蓝
255,0,214,zh,紫,紫色,紫
0,133,255,zh,蓝,蓝色,蓝
0,255,197,zh,蓝绿,蓝绿色,蓝绿
0,67,255,zh,蓝,蓝色,蓝
53,0,255,zh,深蓝,深蓝色,深蓝
0,202,255,zh,浅蓝,浅蓝色,浅蓝
255,193,0,zh,土黄,土黄色,土黄
112,255,0,zh,绿,绿色,绿
255,0,202,zh,粉红,粉红色,粉红
0,255,152,zh,草绿,草绿色,草绿
255,0,73,zh,红,红色,红
255,251,0,zh,黄,黄色,黄
134,0,255,zh,紫,紫色,紫
255,0,252,zh,粉红,粉红色,粉红
0,255,184,zh,绿,绿色,绿
0,206,255,zh,宝蓝,宝蓝色,宝蓝
200,0,255,zh,紫,紫色,紫
0,255,50,zh,绿,绿色,绿
255,0,35,zh,红,红色,红
255,81,0,zh,橙,橙色,橙
255,0,169,zh,红紫,红紫色,紫红
0,255,252,zh,蓝绿,蓝绿色,蓝绿
255,223,0,zh,黄,黄色,黄
0,180,255,zh,天蓝,天蓝色,天蓝
0,187,255,zh,蓝色,蓝色,蓝
0,255,131,zh,绿色,绿色,绿
194,0,255,zh,紫色,紫色,紫
227,255,0,zh,浅黄,浅黄色,浅黄
255,0,216,zh,亮紫,亮紫色,亮紫
0,255,33,zh,青绿,青绿色,青绿
0,226,255,zh,淡蓝,淡蓝色,淡蓝
0,113,255,zh,蓝色,蓝色,蓝
0,255,250,zh,天蓝,天蓝色,天蓝
255,251,0,zh,黄色,黄色,黄
74,255,0,zh,草绿,草绿色,草绿
0,255,212,zh,青色,青色,青
50,0,255,zh,蓝,蓝色,蓝
255,0,43,zh,红,红色,红
235,0,255,zh,紫,紫色,紫
255,253,0,zh,黄,黄色,黄
255,0,223,zh,紫,紫色,紫
0,255,78,zh,绿,绿色,绿
0,255,254,zh,天蓝,天蓝色,天蓝
0,255,64,zh,绿,绿色,绿
255,0,150,zh,紫红,紫红色,紫红
255,0,177,zh,紫红,紫红色,紫红
255,182,0,zh,黄,黄色,黄
255,42,0,zh,橘,橘色,橘
0,255,135,zh,绿,绿色,绿
0,255,252,zh,蓝,蓝色,蓝
0,255,180,zh,绿,绿色,绿
0,199,255,zh,蓝,蓝色,蓝
255,0,218,zh,粉,粉色,粉
255,0,80,zh,红,红色,红
255,212,0,zh,黄,黄色,黄
0,151,255,zh,蓝,蓝色,蓝
0,30,255,zh,蓝,蓝色,蓝
92,0,255,zh,紫,紫色,紫
236,255,0,zh,黄,黄色,黄
0,245,255,zh,蓝,蓝色,蓝
110,255,0,zh,绿色,绿色,绿
137,255,0,zh,草绿色,草绿色,草绿
255,0,69,zh,红色,红色,红
0,255,109,zh,深绿色,深绿色,深绿
255,158,0,zh,橘红色,橘红色,橘红
237,255,0,zh,金黄色,金黄色,金黄
255,0,255,zh,浅紫色,浅紫色,浅紫
0,121,255,zh,深蓝色,深蓝色,深蓝
255,0,210,zh,玫红色,玫红色,玫红
0,82,255,zh,宝蓝色,宝蓝色,宝蓝
214,0,255,zh,深紫色,深紫色,深紫
0,255,128,zh,绿色,绿色,绿
255,0,209,zh,粉色,粉色,粉
0,54,255,zh,深蓝,深蓝色,深蓝
91,255,0,zh,亮绿,亮绿色,亮绿
255,0,16,zh,大红,大红色,大红
255,32,0,zh,红色,红色,红
255,0,242,zh,紫色,紫色,紫
255,233,0,zh,黄色,黄色,黄
185,255,0,zh,浅绿,浅绿色,浅绿
255,117,0,zh,橙色,橙色,橙
210,255,0,zh,草绿,草绿色,草绿
0,255,118,zh,蓝绿,蓝绿色,蓝绿
57,0,255,zh,深蓝色,深蓝色,深蓝
0,255,70,zh,亮綠色,亮綠色,亮绿
255,0,234,zh,淡紫色,淡紫色,淡紫
250,255,0,zh,黃色,黃色,黄
176,0,255,zh,紫色,紫色,紫
0,255,173,zh,淡藍綠色,淡藍綠色,淡蓝绿
0,77,255,zh,藍色,藍色,蓝
0,93,255,zh,藍色,藍色,蓝
0,203,255,zh,天空藍,天空藍色,天蓝
255,123,0,zh,橘色,橘色,橘
0,117,255,zh,藍色,藍色,蓝
0,234,255,zh,天空藍,天空藍色,天蓝
255,0,90,zh,紅色,紅色,红
255,0,120,zh,梅红,梅红色,梅红
255,0,66,zh,大红,大红色,大红
0,157,255,zh,湛蓝,湛蓝色,湛蓝
255,178,0,zh,土黄,土黄色,土黄
0,255,228,zh,青绿,青绿色,青绿
0,129,255,zh,海蓝,海蓝色,海蓝
0,60,255,zh,蓝,蓝色,蓝
255,55,0,zh,橘红,橘红色,橘红
255,0,148,zh,梅红,梅红色,梅红
205,0,255,zh,粉紫,粉紫色,粉紫
0,238,255,zh,湖蓝,湖蓝色,湖蓝
122,0,255,zh,紫罗兰,紫罗兰色,紫罗蓝
241,0,255,zh,基佬紫,基佬紫色,基佬紫
0,35,255,zh,蓝,蓝色,蓝
73,255,0,zh,黄绿,黄绿色,黄绿
0,255,38,zh,绿,绿色,绿
0,255,145,zh,浅绿,浅绿色,浅绿
0,255,193,zh,蓝绿,蓝绿色,蓝绿
0,176,255,zh,天蓝,天蓝色,天蓝
0,74,255,zh,淡蓝,淡蓝色,淡蓝
142,0,255,zh,蓝紫,蓝紫色,蓝紫
255,0,105,zh,大红,大红色,大红
255,0,224,zh,粉紫,粉紫色,粉紫
0,23,255,zh,深蓝,深蓝色,深蓝
255,0,184,zh,桃紅色,桃紅色,桃红
93,0,255,zh,靛色,靛色,靛
34,0,255,zh,寶藍色,寶藍色,宝蓝
255,44,0,zh,正紅色,正紅色,正红
0,197,255,zh,天藍色,天藍色,天蓝
255,0,240,zh,深粉色,深粉色,深粉
255,198,0,zh,黃色,黃色,黄
0,150,255,zh,淺藍色,淺藍色,浅蓝
255,0,115,zh,螢光粉,螢光粉色,荧光粉
0,102,255,zh,深藍色,深藍色,深蓝
255,251,0,zh,螢光黃,螢光黃色,荧光黄
0,255,226,zh,薄荷綠,薄荷綠色,薄荷绿
0,154,255,zh,蓝,蓝色,蓝
255,188,0,zh,土黄,土黄色,土黄
0,250,255,zh,天蓝,天蓝色,天蓝
255,0,51,zh,红,红色,红
255,0,116,zh,紫红,紫红色,紫红
255,38,0,zh,红,红色,红
255,0,187,zh,紫,紫色,紫
0,255,200,zh,青,青色,青
0,255,190,zh,青,青色,青
0,255,245,zh,天蓝,天蓝色,天蓝
0,120,255,zh,深蓝,深蓝色,深蓝
0,199,255,zh,湖蓝,湖蓝色,湖蓝
229,255,0,zh,黄,黄色,黄
0,255,196,zh,湖蓝,湖蓝色,湖蓝
0,255,154,zh,翠绿,翠绿色,翠绿
0,101,255,zh,蓝,蓝色,蓝
182,255,0,zh,黄绿,黄绿色,黄绿
159,0,255,zh,紫,紫色,紫
184,0,255,zh,紫,紫色,紫
0,255,158,zh,水绿,水绿色,水绿
255,129,0,zh,橘,橘色,橘
255,219,0,zh,黄,黄色,黄
255,92,0,zh,橘,橘色,橘
255,178,0,zh,土黄,土黄色,土黄
255,0,51,zh,深紅色,深紅色,深红
255,0,190,zh,亮粉色,亮粉色,亮粉
0,255,218,zh,淡綠色,淡綠色,淡绿
0,255,135,zh,青色,青色,青
75,255,0,zh,亮綠色,亮綠色,亮绿
255,100,0,zh,深黃色,深黃色,深黄
255,198,0,zh,黃色,黃色,黄
255,225,0,zh,淡黃色,淡黃色,淡黄
0,255,109,zh,淡綠色,淡綠色,淡绿
0,241,255,zh,淡藍色,淡藍色,淡蓝
0,126,255,zh,淡靛色,淡靛色,淡靛
255,136,0,zh,亮橘,亮橘色,亮橘
0,214,255,zh,天空藍,天空藍色,天蓝
0,187,255,zh,深天空藍,深天空藍色,深天蓝
239,0,255,zh,亮紫色,亮紫色,亮紫
255,0,66,zh,鮮紅色,鮮紅色,鲜红
255,0,152,zh,桃紅色,桃紅色,桃红
0,126,255,zh,亮深藍色,亮深藍色,亮深蓝
0,155,255,zh,藍色,藍色,蓝
175,0,255,zh,紫色,紫色,紫
0,255,166,zh,螢光綠,螢光綠色,荧光绿
0,255,247,zh,亮藍色,亮藍色,亮蓝
255,0,22,zh,亮紅色,亮紅色,亮红
0,24,255,zh,深藍色,深藍色,深蓝
0,122,255,zh,蓝色,蓝色,蓝
255,190,0,zh,蛋黄,蛋黄色,蛋黄
255,171,0,zh,深黄,深黄色,深黄
255,27,0,zh,大红,大红色,大红
0,162,255,zh,浅蓝,浅蓝色,浅蓝
255,114,0,zh,橙色,橙色,橙
255,0,73,zh,红色,红色,红
255,242,0,zh,亮黄,亮黄色,亮黄
0,153,255,zh,浅蓝,浅蓝色,浅蓝
120,0,255,zh,紫罗兰色,紫罗兰色,紫罗蓝
0,254,255,zh,青色,青色,青
255,0,150,zh,深粉,深粉色,深粉
0,164,255,zh,浅天蓝,浅天蓝色,浅天蓝
0,46,255,zh,蓝,蓝色,蓝
255,44,0,zh,橘色,橘色,橘
0,250,255,zh,浅蓝,浅蓝色,浅蓝
0,108,255,zh,深天蓝,深天蓝色,深天蓝
0,120,255,zh,天蓝,天蓝色,天蓝
255,0,230,zh,紫色,紫色,紫
0,22,255,zh,深蓝,深蓝色,深蓝
248,255,0,zh,黄色,黄色,黄
255,0,101,zh,红色,红色,红
0,255,45,zh,绿色,绿色,绿
255,139,0,zh,橙色,橙色,橙
0,144,255,zh,粉藍色,粉藍色,粉蓝
0,255,104,zh,粉綠色,粉綠色,粉绿
255,243,0,zh,黃色,黃色,黄
255,201,0,zh,土黃色,土黃色,土黄
0,206,255,zh,淡粉藍色,淡粉藍色,淡粉蓝
0,255,141,zh,淡粉綠色,淡粉綠色,淡粉绿
0,255,226,zh,淡藍色,淡藍色,淡蓝
0,57,255,zh,藍色,藍色,蓝
255,0,143,zh,桃紅色,桃紅色,桃红
214,255,0,zh,黃色,黃色,黄
255,0,179,zh,桃紅色,桃紅色,桃红
255,0,149,zh,桃紅色,桃紅色,桃红
0,173,255,zh,蓝,蓝色,蓝
255,0,34,zh,红,红色,红
187,255,0,zh,绿,绿色,绿
0,255,55,zh,绿,绿色,绿
255,236,0,zh,黄,黄色,黄
0,207,255,zh,蓝,蓝色,蓝
255,177,0,zh,橙,橙色,橙
255,0,182,zh,粉,粉色,粉
0,89,255,zh,蓝,蓝色,蓝
255,145,0,zh,橙,橙色,橙
255,27,0,zh,红,红色,红
255,0,253,zh,粉,粉色,粉
255,0,98,zh,紫红,紫红色,紫红
74,255,0,zh,翠绿,翠绿色,翠绿
0,208,255,zh,湖蓝,湖蓝色,湖蓝
136,255,0,zh,草绿,草绿色,草绿
220,255,0,zh,黄绿,黄绿色,黄绿
0,255,55,zh,翠绿,翠绿色,翠绿
83,0,255,zh,深蓝,深蓝色,深蓝
255,107,0,zh,橙,橙色,橙
0,255,91,zh,翠绿,翠绿色,翠绿
0,74,255,zh,深蓝,深蓝色,深蓝
255,0,13,zh,红,红色,红
255,228,0,zh,黄,黄色,黄
0,128,255,zh,藍色,藍色,蓝
0,205,255,zh,天空藍,天空藍色,天蓝
0,32,255,zh,深藍,深藍色,深蓝
255,0,124,zh,桃紅色,桃紅色,桃红
0,190,255,zh,深天空藍,深天空藍色,深天蓝
0,237,255,zh,亮藍色,亮藍色,亮蓝
239,255,0,zh,亮黃色,亮黃色,亮黄
255,223,0,zh,黃色,黃色,黄
255,159,0,zh,橘色,橘色,橘
255,7,0,zh,鮮紅,鮮紅色,鲜红
0,169,255,zh,亮藍色,亮藍色,亮蓝
147,0,255,zh,紫色,紫色,紫
0,210,255,zh,天蓝,天蓝色,天蓝
110,255,0,zh,黄绿,黄绿色,黄绿
0,255,119,zh,海藻绿,海藻绿色,海藻绿
255,0,89,zh,正红,正红色,正红
228,255,0,zh,荧黄,荧黄色,荧黄
0,8,255,zh,海军蓝,海军蓝色,海军蓝
0,113,255,zh,海蓝,海蓝色,海蓝
166,255,0,zh,草绿,草绿色,草绿
0,255,184,zh,蓝绿,蓝绿色,蓝绿
0,81,255,zh,正蓝,正蓝色,正蓝
255,196,0,zh,土黄,土黄色,土黄
0,196,255,zh,湖蓝,湖蓝色,湖蓝
0,106,255,zh,蓝,蓝色,蓝
0,240,255,zh,天蓝,天蓝色,天蓝
255,0,21,zh,大红,大红色,大红
0,255,97,zh,绿,绿色,绿
196,255,0,zh,黄绿,黄绿色,黄绿
0,157,255,zh,蓝,蓝色,蓝
255,233,0,zh,深黄,深黄色,深黄
255,0,128,zh,粉红,粉红色,粉红
254,255,0,zh,黄,黄色,黄
0,227,255,zh,深空蓝,深空蓝色,深空蓝
255,113,0,zh,橙,橙色,橙
0,125,255,zh,淡蓝,淡蓝色,淡蓝
0,241,255,zh,天蓝,天蓝色,天蓝
0,172,255,zh,蓝,蓝色,蓝
0,55,255,zh,宝蓝,宝蓝色,宝蓝
0,201,255,zh,天蓝,天蓝色,天蓝
255,0,74,zh,红,红色,红
255,0,82,zh,玫红,玫红色,玫红
0,86,255,zh,宝蓝,宝蓝色,宝蓝
0,118,255,zh,蓝,蓝色,蓝
255,0,113,zh,玫红,玫红色,玫红
70,255,0,zh,黄绿,黄绿色,黄绿
0,206,255,zh,天蓝,天蓝色,天蓝
0,149,255,zh,天蓝,天蓝色,天蓝
124,0,255,zh,浅紫色,浅紫色,浅紫
0,255,225,zh,亮蓝色,亮蓝色,亮蓝
255,0,142,zh,玫红色,玫红色,玫红
255,0,169,zh,梅红,梅红色,梅红
255,153,0,zh,淡橙色,淡橙色,淡橙
0,255,152,zh,亮绿色,亮绿色,亮绿
255,137,0,zh,橙色,橙色,橙
0,182,255,zh,淡蓝,淡蓝色,淡蓝
177,0,255,zh,淡紫,淡紫色,淡紫
0,255,172,zh,清绿,清绿色,清绿
0,234,255,zh,水蓝,水蓝色,水蓝
255,255,0,zh,萤光黄,萤光黄色,荧光黄
240,0,255,zh,亮紫,亮紫色,亮紫
0,255,102,zh,草绿,草绿色,草绿
164,255,0,zh,草黄,草黄色,草黄
0,34,255,zh,蓝色,蓝色,蓝
255,0,142,zh,深粉,深粉色,深粉
0,39,255,zh,深蓝,深蓝色,深蓝
255,0,17,zh,大红,大红色,大红
255,0,198,zh,粉色,粉色,粉
255,0,97,zh,红色,红色,红
0,255,161,zh,浅绿,浅绿色,浅绿
255,124,0,zh,橙色,橙色,橙
0,76,255,zh,亮蓝,亮蓝色,亮蓝
239,0,255,zh,紫粉色,紫粉色,粉紫
255,132,0,zh,暗橘色,暗橘色,暗橘
0,255,204,zh,薄荷綠,薄荷綠色,薄荷绿
0,255,111,zh,草綠色,草綠色,草绿
255,0,159,zh,桃紅色,桃紅色,桃红
0,255,24,zh,螢光綠色,螢光綠色,荧光绿
0,83,255,zh,深藍色,深藍色,深蓝
0,55,255,zh,寶藍色,寶藍色,宝蓝
255,0,92,zh,桃紅色,桃紅色,桃红
0,118,255,zh,深藍色,深藍色,深蓝
0,231,255,zh,亮藍色,亮藍色,亮蓝
255,0,62,zh,正紅色,正紅色,正红
0,173,255,zh,深蓝色,深蓝色,深蓝
255,0,200,zh,玫红色,玫红色,玫红
255,229,0,zh,土黄色,土黄色,土黄
0,255,186,zh,浅绿色,浅绿色,浅绿
255,138,0,zh,深橘色,深橘色,深橘
0,255,251,zh,蓝绿色,蓝绿色,蓝绿
0,147,255,zh,深蓝色,深蓝色,深蓝
255,30,0,zh,红色,红色,红
161,0,255,zh,深紫色,深紫色,深紫
0,243,255,zh,水蓝色,水蓝色,水蓝
0,255,76,zh,草绿色,草绿色,草绿
255,0,148,zh,骚粉,骚粉色,骚粉
255,0,140,zh,浅骚粉,浅骚粉色,浅骚粉
255,154,0,zh,橙色,橙色,橙
0,218,255,zh,天蓝,天蓝色,天蓝
255,0,36,zh,红色,红色,红
255,226,0,zh,黄色,黄色,黄
255,116,0,zh,橘色,橘色,橘
0,255,245,zh,浅天蓝,浅天蓝色,浅天蓝
183,0,255,zh,基佬紫,基佬紫色,基佬紫
255,0,54,zh,浅红,浅红色,浅红
131,0,255,zh,紫色,紫色,紫
0,255,85,zh,亮绿,亮绿色,亮绿
255,0,154,zh,桃紅,桃紅色,桃红
255,0,195,zh,亮粉紅,亮粉紅色,亮粉红
255,0,19,zh,鮮紅,鮮紅色,鲜红
255,185,0,zh,土黃,土黃色,土黄
0,255,255,zh,亮天空藍,亮天空藍色,亮天蓝
0,145,255,zh,藍色,藍色,蓝
213,0,255,zh,紫色,紫色,紫
0,63,255,zh,深藍,深藍色,深蓝
255,0,63,zh,紅,紅色,红
255,0,91,zh,淺紅,淺紅色,浅红
82,255,0,zh,螢光綠,螢光綠色,荧光绿
199,255,0,zh,淺螢光綠,淺螢光綠色,浅荧光绿
255,0,244,zh,亮粉色,亮粉色,亮粉
211,255,0,zh,亮黃色,亮黃色,亮黄
0,197,255,zh,淡藍色,淡藍色,淡蓝
0,76,255,zh,深靛色,深靛色,深靛
241,0,255,zh,亮粉色,亮粉色,亮粉
0,255,233,zh,淡藍色,淡藍色,淡蓝
255,250,0,zh,淡黃,淡黃色,淡黄
255,166,0,zh,深黃色,深黃色,深黄
0,255,77,zh,青綠色,青綠色,青绿
0,92,255,zh,深靛,深靛色,深靛
255,0,130,zh,淡紅,淡紅色,淡红
0,228,255,zh,淡藍,淡藍色,淡蓝
164,0,255,zh,紫,紫色,紫
0,178,255,zh,湖蓝,湖蓝色,湖蓝
255,246,0,zh,黄,黄色,黄
255,0,157,zh,紫红,紫红色,紫红
255,129,0,zh,橙,橙色,橙
0,58,255,zh,深蓝,深蓝色,深蓝
0,111,255,zh,蓝,蓝色,蓝
255,0,233,zh,亮紫,亮紫色,亮紫
252,0,255,zh,紫,紫色,紫
132,0,255,zh,蓝紫,蓝紫色,蓝紫
0,255,133,zh,青绿,青绿色,青绿
255,161,0,zh,土黄,土黄色,土黄
0,255,127,zh,荧光绿,荧光绿色,荧光绿
255,0,206,zh,梅红,梅红色,梅红
255,138,0,zh,黄褐,黄褐色,黄褐
0,159,255,zh,湖蓝,湖蓝色,湖蓝
255,245,0,zh,荧黄,荧黄色,荧黄
0,255,206,zh,蓝绿,蓝绿色,蓝绿
231,0,255,zh,粉紫,粉紫色,粉紫
255,99,0,zh,橘黄,橘黄色,橘黄
255,218,0,zh,土黄,土黄色,土黄
0,255,33,zh,草绿,草绿色,草绿
255,0,242,zh,粉紫,粉紫色,粉紫
255,0,27,zh,正红,正红色,正红
255,176,0,zh,土黃色,土黃色,土黄
115,255,0,zh,亮綠色,亮綠色,亮绿
0,158,255,zh,藍色,藍色,蓝
255,50,0,zh,橘紅色,橘紅色,橘红
255,0,50,zh,紅色,紅色,红
255,0,15,zh,紅色,紅色,红
130,0,255,zh,紫色,紫色,紫
255,86,0,zh,橘色,橘色,橘
0,255,201,zh,淡粉藍色,淡粉藍色,淡粉蓝
255,0,255,zh,桃紅色,桃紅色,桃红
0,14,255,zh,藍色,藍色,蓝
155,255,0,zh,黃綠色,黃綠色,黄绿
255,174,0,zh,橙黄,橙黄色,橙黄
0,255,255,zh,青,青色,青
255,0,158,zh,紫红,紫红色,紫红
255,0,201,zh,紫,紫色,紫
255,126,0,zh,橙,橙色,橙
140,255,0,zh,黄绿,黄绿色,黄绿
255,211,0,zh,深黄,深黄色,深黄
