r,g,b,lang_code,human_raw,human_norm,human_min
255,0,28,ko,빨간색,빨간색,빨강
255,107,0,ko,주황색,주황색,주황
0,255,134,ko,연두색,연두색,연두
0,189,255,ko,하늘색,하늘색,하늘
255,247,0,ko,노란색,노란색,노랑
242,0,255,ko,자주색,자주색,자주
0,179,255,ko,하늘색,하늘색,하늘
255,0,183,ko,분홍색,분홍색,분홍
255,0,79,ko,빨간색,빨간색,빨강
0,247,255,ko,하늘색,하늘색,하늘
255,0,44,ko,빨간색,빨간색,빨강
255,0,99,ko,빨간색,빨간색,빨강
0,119,255,ko,파란색,파란색,파랑
0,218,255,ko,하늘색,하늘색,하늘
255,0,129,ko,빨간색,빨간색,빨강
177,0,255,ko,보라색,보라색,보라
0,255,84,ko,초로색,초로색,초로
189,255,0,ko,연두색,연두색,연두
37,255,0,ko,초록색,초록색,초록
0,93,255,ko,파란색,파란색,파랑
0,41,255,ko,파란색,파란색,파랑
0,255,248,ko,하늘색,하늘색,하늘
255,0,226,ko,자주색,자주색,자주
0,91,255,ko,파란색,파란색,파랑
255,199,0,ko,황토색,황토색,황토
0,255,217,ko,하늘색,하늘색,하늘
158,0,255,ko,보라색,보라색,보라
0,255,174,ko,연두색,연두색,연두
255,153,0,ko,주황색,주황색,주황
80,0,255,ko,파란색,파란색,파랑
255,36,0,ko,빨간색,빨간색,빨강
255,0,157,ko,분홍색,분홍색,분홍
0,146,255,ko,파란색,파란색,파랑
255,242,0,ko,노란색,노란색,노랑
162,255,0,ko,연두색,연두색,연두
110,255,0,ko,연두색,연두색,연두
255,120,0,ko,주황색,주황색,주황
255,197,0,ko,귤색,귤색,귤
0,235,255,ko,하늘색,하늘색,하늘
255,0,237,ko,핫핑크,핫핑크색,핫핑크
255,100,0,ko,진주황,진주황색,진주황
133,0,255,ko,보라,보라색,보라
255,0,171,ko,자주,자주색,자주
255,131,0,ko,주황,주황색,주황
0,228,255,ko,하늘,하늘색,하늘
0,255,40,ko,진연두,진연두색,진연두
204,255,0,ko,연두,연두색,연두
0,255,235,ko,밝은청록,밝은청록색,밝은청록
0,255,137,ko,밝은초록,밝은초록색,밝은초록
234,0,255,ko,마젠타,마젠타색,마젠타
255,222,0,ko,노라,노라색,노라
26,0,255,ko,파랑,파랑색,파랑
0,255,232,ko,시안,시안색,시안
0,255,15,ko,연두색,연두색,연두
255,0,230,ko,마젠타,마젠타색,마젠타
255,0,21,ko,빨강,빨강색,빨강
0,191,255,ko,하늘색,하늘색,하늘
255,0,140,ko,자주색,자주색,자주
255,0,143,ko,자주색,자주색,자주
0,112,255,ko,물색,물색,물
165,255,0,ko,연두색,연두색,연두
0,254,255,ko,밝은 파랑,밝은 파랑색,밝은파랑
255,0,76,ko,빨강,빨강색,빨강
0,255,37,ko,연두,연두색,연두
0,255,172,ko,에메랄드,에메랄드색,에메랄드
242,0,255,ko,자주,자주색,자주
255,0,113,ko,핫핑크,핫핑크색,핫핑크
255,0,83,ko,자홍,자홍색,자홍
170,255,0,ko,노랑연두,노랑연두색,노랑연두
166,0,255,ko,보라,보라색,보라
0,11,255,ko,짙은 파랑,짙은 파랑색,짙은파랑
0,46,255,ko,파랑,파랑색,파랑
255,205,0,ko,진한 노랑,진한 노랑색,진노랑
0,255,125,ko,초록,초록색,초록
255,0,190,ko,분홍,분홍색,분홍
255,0,25,ko,빨강,빨강색,빨강
0,133,255,ko,파랑,파랑색,파랑
255,0,124,ko,진분홍,진분홍색,진분홍
0,2,255,ko,파랑,파랑색,파랑
162,255,0,ko,연두,연두색,연두
238,0,255,ko,분홍,분홍색,분홍
0,96,255,ko,파랑,파랑색,파랑
0,171,255,ko,하늘,하늘색,하늘
0,60,255,ko,파랑,파랑색,파랑
255,0,231,ko,분홍,분홍색,분홍
0,255,251,ko,하늘,하늘색,하늘
16,255,0,ko,초록,초록색,초록
255,0,74,ko,빨강,빨강색,빨강
111,255,0,ko,초록,초록색,초록
255,192,0,ko,진노랑,진노랑색,진노랑
255,243,0,ko,노랑,노랑색,노랑
140,0,255,ko,보라,보라색,보라
255,157,0,ko,주황,주황색,주황
255,83,0,ko,빨강,빨강색,빨강
0,149,255,ko,하늘,하늘색,하늘
255,0,150,ko,분홍,분홍색,분홍
0,90,255,ko,파랑,파랑색,파랑
0,255,78,ko,초록,초록색,초록
255,76,0,ko,빨강,빨강색,빨강
255,217,0,ko,노랑,노랑색,노랑
0,230,255,ko,하늘,하늘색,하늘
255,0,88,ko,빨강,빨강색,빨강
0,255,176,ko,연두,연두색,연두
0,255,197,ko,연초록,연초록색,연초록
197,0,255,ko,보라,보라색,보라
0,218,255,ko,하늘,하늘색,하늘
220,255,0,ko,겨자,겨자색,겨자
255,137,0,ko,주황,주황색,주황
0,204,255,ko,하늘,하늘색,하늘
0,255,189,ko,옥색,옥색,옥
0,127,255,ko,파랑,파랑색,파랑
255,0,148,ko,진분홍,진분홍색,진분홍
0,255,238,ko,하늘,하늘색,하늘
239,255,0,ko,노랑,노랑색,노랑
255,0,232,ko,보라,보라색,보라
255,190,0,ko,진노랑,진노랑색,진노랑
255,0,187,ko,진보라,진보라색,진보라
0,226,255,ko,하늘,하늘색,하늘
124,255,0,ko,녹색,녹색,녹
111,0,255,ko,남색,남색,남
255,0,95,ko,진다홍,진다홍색,진다홍
255,95,0,ko,주홍,주홍색,주홍
0,102,255,ko,파란,파란색,파랑
173,255,0,ko,연두,연두색,연두
0,255,37,ko,진연두,진연두색,진연두
255,0,78,ko,진분홍,진분홍색,진분홍
255,233,0,ko,노랑,노랑색,노랑
0,164,255,ko,진하늘,진하늘색,진하늘
0,184,255,ko,하늘,하늘색,하늘
203,0,255,ko,보라,보라색,보라
0,255,200,ko,옥색,옥색,옥
0,250,255,ko,연하늘,연하늘색,연하늘
227,255,0,ko,연노랑,연노랑색,연노랑
0,147,255,ko,하늘,하늘색,하늘
255,168,0,ko,노랑,노랑색,노랑
0,1,255,ko,파랑,파랑색,파랑
0,255,150,ko,연두,연두색,연두
255,0,119,ko,진분홍,진분홍색,진분홍
255,124,0,ko,주황,주황색,주황
0,36,255,ko,파랑,파랑색,파랑
0,69,255,ko,파랑,파랑색,파랑
255,26,0,ko,빨강,빨강색,빨강
255,0,45,ko,진빨강,진빨강색,진빨강
226,0,255,ko,보라,보라색,보라
0,255,103,ko,진연두,진연두색,진연두
255,115,0,ko,당근색,당근색,당근
0,147,255,ko,파란색,파란색,파랑
0,255,231,ko,옥색,옥색,옥
0,55,255,ko,진파랑,진파랑색,진파랑
255,0,5,ko,빨간색,빨간색,빨강
142,255,0,ko,연두색,연두색,연두
255,235,0,ko,노란색,노란색,노랑
0,255,136,ko,연녹색,연녹색,연녹
255,183,0,ko,주황색,주황색,주황
255,175,0,ko,감색,감색,감
0,83,255,ko,파란색,파란색,파랑
0,186,255,ko,하늘색,하늘색,하늘
27,0,255,ko,파랑,파랑색,파랑
126,0,255,ko,보라,보라색,보라
0,255,174,ko,청록,청록색,청록
196,0,255,ko,자주,자주색,자주
255,214,0,ko,노랑,노랑색,노랑
202,255,0,ko,연두,연두색,연두
0,174,255,ko,하늘색,하늘색,하늘
255,0,51,ko,빨강,빨강색,빨강
0,131,255,ko,연파랑,연파랑색,연파랑
0,255,111,ko,형광초록,형광초록색,형광초록
0,106,255,ko,파랑,파랑색,파랑
0,255,40,ko,초록,초록색,초록
193,0,255,ko,보라,보라색,보라
255,0,223,ko,형광 분홍,형광 분홍색,형광분홍
0,157,255,ko,밝은 파랑,밝은 파랑색,밝은파랑
110,0,255,ko,보라,보라색,보라
0,123,255,ko,밝은 파랑,밝은 파랑색,밝은파랑
125,255,0,ko,연두,연두색,연두
255,134,0,ko,주황,주황색,주황
0,113,255,ko,파랑,파랑색,파랑
0,0,255,ko,파랑,파랑색,파랑
0,247,255,ko,형광 하늘,형광 하늘색,형광하늘
0,255,102,ko,밝은 연두,밝은 연두색,밝은연두
255,61,0,ko,다홍,다홍색,다홍
0,161,255,ko,파랑,파랑색,파랑
0,255,191,ko,밝은 녹색,밝은 녹색,밝은녹
255,215,0,ko,노랑,노랑색,노랑
255,0,187,ko,진분홍,진분홍색,진분홍
255,0,21,ko,빨강,빨강색,빨강
0,255,227,ko,형광 하늘,형광 하늘색,형광하늘
255,0,75,ko,진홍,진홍색,진홍
255,167,0,ko,주황,주황색,주황
255,197,0,ko,진노랑,진노랑색,진노랑
255,99,0,ko,진주황,진주황색,진주황
0,255,139,ko,밝은 녹색,밝은 녹색,밝은녹
0,193,255,ko,밝은 파랑,밝은 파랑색,밝은파랑
0,249,255,ko,옥색,옥색,옥
0,94,255,ko,파란색,파란색,파랑
232,0,255,ko,진분홍,진분홍색,진분홍
165,0,255,ko,보라색,보라색,보라
255,122,0,ko,당근색,당근색,당근
0,133,255,ko,파란색,파란색,파랑
0,179,255,ko,하늘색,하늘색,하늘
0,212,255,ko,하늘색,하늘색,하늘
248,255,0,ko,노란색,노란색,노랑
46,255,0,ko,초록색,초록색,초록
0,255,193,ko,연녹색,연녹색,연녹
255,0,215,ko,진분홍,진분홍색,진분홍
255,0,215,ko,진분홍,진분홍색,진분홍
255,53,0,ko,다홍,다홍색,다홍
0,255,253,ko,형광하늘,형광하늘색,형광하늘
255,0,173,ko,분홍,분홍색,분홍
255,157,0,ko,주황,주황색,주황
255,0,125,ko,분홍,분홍색,분홍
255,0,29,ko,빨강,빨강색,빨강
255,0,246,ko,진분홍,진분홍색,진분홍
255,252,0,ko,노랑,노랑색,노랑
137,255,0,ko,연두,연두색,연두
0,255,144,ko,연초록,연초록색,연초록
0,191,255,ko,하늘,하늘색,하늘
0,77,255,ko,파랑,파랑색,파랑
0,59,255,ko,파랑,파랑색,파랑
255,0,98,ko,진분홍,진분홍색,진분홍
11,255,0,ko,밝은 연두,밝은 연두색,밝은연두
255,247,0,ko,진노랑,진노랑색,진노랑
255,0,163,ko,진분홍,진분홍색,진분홍
255,0,255,ko,분홍,분홍색,분홍
255,0,125,ko,분홍,분홍색,분홍
0,230,255,ko,형광 하늘,형광 하늘색,형광하늘
168,255,0,ko,연두,연두색,연두
0,255,165,ko,형광 연두,형광 연두색,형광연두
224,255,0,ko,노랑,노랑색,노랑
0,255,178,ko,옥색,옥색,옥
0,255,81,ko,초록색,초록색,초록
255,68,0,ko,당근색,당근색,당근
255,0,152,ko,진분홍,진분홍색,진분홍
0,255,72,ko,초록색,초록색,초록
0,12,255,ko,파란색,파란색,파랑
255,0,123,ko,진분홍,진분홍색,진분홍
118,0,255,ko,남보라,남보라색,남보라
255,0,95,ko,빨간색,빨간색,빨강
255,0,77,ko,빨간색,빨간색,빨강
255,0,176,ko,진분홍,진분홍색,진분홍
207,255,0,ko,연두색,연두색,연두
255,200,0,ko,노랑,노랑색,노랑
0,225,255,ko,하늘,하늘색,하늘
255,0,197,ko,진분홍,진분홍색,진분홍
0,74,255,ko,파랑,파랑색,파랑
0,152,255,ko,진하늘,진하늘색,진하늘
255,136,0,ko,주황,주황색,주황
94,255,0,ko,연두,연두색,연두
0,255,194,ko,청록,청록색,청록
0,248,255,ko,형광하늘,형광하늘색,형광하늘
255,0,107,ko,빨강,빨강색,빨강
255,102,0,ko,주황,주황색,주황
0,48,255,ko,파랑,파랑색,파랑
255,0,13,ko,빨강,빨강색,빨강
0,255,36,ko,초록색,초록색,초록
198,255,0,ko,연두색,연두색,연두
0,188,255,ko,하늘색,하늘색,하늘
0,40,255,ko,파랑색,파랑색,파랑
255,0,137,ko,다홍색,다홍색,다홍
255,0,163,ko,자주색,자주색,자주
255,84,0,ko,주황색,주황색,주황
249,0,255,ko,보라색,보라색,보라
255,60,0,ko,주홍색,주홍색,주홍
255,235,0,ko,노랑색,노랑색,노랑
0,255,160,ko,옥색,옥색,옥
255,0,135,ko,보라색,보라색,보라
255,58,0,ko,다홍색,다홍색,다홍
255,161,0,ko,노란색,노란색,노랑
255,125,0,ko,오렌지,오렌지색,오렌지
0,91,255,ko,파란색,파란색,파랑
0,255,227,ko,하늘색,하늘색,하늘
154,0,255,ko,보라색,보라색,보라
255,0,111,ko,보라색,보라색,보라
255,119,0,ko,오렌지,오렌지색,오렌지
0,255,154,ko,연두색,연두색,연두
0,255,76,ko,연두색,연두색,연두
0,193,255,ko,하늘색,하늘색,하늘
0,102,255,ko,파란색,파란색,파랑
225,0,255,ko,자주색,자주색,자주
255,0,41,ko,빨간색,빨간색,빨강
0,138,255,ko,연파랑,연파랑색,연파랑
0,169,255,ko,연파랑,연파랑색,연파랑
0,255,217,ko,하늘색,하늘색,하늘
0,121,255,ko,파란색,파란색,파랑
0,245,255,ko,하늘색,하늘색,하늘
0,255,80,ko,연두색,연두색,연두
255,201,0,ko,진노랑,진노랑색,진노랑
255,216,0,ko,레몬색,레몬색,레몬
0,24,255,ko,파란색,파란색,파랑
122,255,0,ko,연두색,연두색,연두
0,255,189,ko,청록색,청록색,청록
184,0,255,ko,보라색,보라색,보라
255,0,178,ko,자주색,자주색,자주
178,255,0,ko,연두색,연두색,연두
255,0,149,ko,자주색,자주색,자주
0,229,255,ko,하늘색,하늘색,하늘
0,64,255,ko,파란색,파란색,파랑
190,255,0,ko,연두색,연두색,연두
255,0,70,ko,진다홍,진다홍색,진다홍
255,254,0,ko,노란색,노란색,노랑
255,0,240,ko,보라색,보라색,보라
0,92,255,ko,파랑,파랑색,파랑
255,59,0,ko,빨강,빨강색,빨강
255,0,97,ko,진분홍,진분홍색,진분홍
0,136,255,ko,파랑,파랑색,파랑
161,0,255,ko,보라,보라색,보라
0,255,233,ko,밝은 연한 파랑,밝은 연한 파랑색,밝은연파랑
0,255,119,ko,초록,초록색,초록
255,141,0,ko,주황,주황색,주황
255,205,0,ko,노랑,노랑색,노랑
0,85,255,ko,파랑,파랑색,파랑
0,205,255,ko,연한 파랑,연한 파랑색,연파랑
0,255,149,ko,초록,초록색,초록
255,233,0,ko,노랑,노랑색,노랑
255,0,136,ko,진분홍,진분홍색,진분홍
255,0,247,ko,밝은 보라,밝은 보라색,밝은보라
0,175,255,ko,연한 파랑,연한 파랑색,연파랑
0,255,47,ko,밝은 초록,밝은 초록색,밝은초록
163,255,0,ko,연두,연두색,연두
255,0,214,ko,분홍 보라,분홍 보라색,분홍보라
255,0,52,ko,빨강,빨강색,빨강
0,255,173,ko,민트,민트색,민트
0,202,255,ko,하늘,하늘색,하늘
255,92,0,ko,주황,주황색,주황
0,9,255,ko,파랑,파랑색,파랑
255,253,0,ko,노랑,노랑색,노랑
255,0,202,ko,진한 분홍,진한 분홍색,진분홍
0,250,255,ko,밝은 파랑,밝은 파랑색,밝은파랑
184,0,255,ko,보라,보라색,보라
0,62,255,ko,파랑,파랑색,파랑
217,255,0,ko,노랑,노랑색,노랑
0,143,255,ko,연한 파랑,연한 파랑색,연파랑
255,0,48,ko,빨강,빨강색,빨강
255,0,159,ko,진한 분홍,진한 분홍색,진분홍
0,255,220,ko,민트,민트색,민트
122,255,0,ko,연두,연두색,연두
255,177,0,ko,주황,주황색,주황
255,0,130,ko,진분홍,진분홍색,진분홍
237,255,0,ko,레몬,레몬색,레몬
255,0,50,ko,빨강,빨강색,빨강
0,255,204,ko,옥색,옥색,옥
0,54,255,ko,진파랑,진파랑색,진파랑
159,0,255,ko,보라,보라색,보라
191,255,0,ko,라임,라임색,라임
255,0,86,ko,진다홍,진다홍색,진다홍
0,79,255,ko,파랑,파랑색,파랑
230,0,255,ko,자주,자주색,자주
0,255,95,ko,에버그린,에버그린색,에버그린
0,249,255,ko,하늘,하늘색,하늘
0,199,255,ko,하늘,하늘색,하늘
255,209,0,ko,개나리,개나리색,개나리
0,31,255,ko,파랑,파랑색,파랑
255,0,178,ko,자주,자주색,자주
255,146,0,ko,주황,주황색,주황
0,255,168,ko,옥색,옥색,옥
255,62,0,ko,주황,주황색,주황
0,255,122,ko,에버그린,에버그린색,에버그린
183,255,0,ko,풀,풀색,풀
0,111,255,ko,파랑,파랑색,파랑
255,242,0,ko,개나리,개나리색,개나리
255,0,45,ko,빨강,빨강색,빨강
255,108,0,ko,주황색,주황색,주황
0,255,192,ko,에메랄드색,에메랄드색,에메랄드
255,162,0,ko,귤색,귤색,귤
0,84,255,ko,파란색,파란색,파랑
197,255,0,ko,연두색,연두색,연두
0,101,255,ko,파란색,파란색,파랑
0,255,182,ko,옥색,옥색,옥
169,0,255,ko,연보라색,연보라색,연보라
255,0,120,ko,진홍색,진홍색,진홍
151,255,0,ko,연두색,연두색,연두
255,0,6,ko,다홍색,다홍색,다홍
0,255,151,ko,에메랄드색,에메랄드색,에메랄드
255,217,0,ko,개나리색,개나리색,개나리
255,253,0,ko,노란색,노란색,노랑
255,121,0,ko,주황,주황색,주황
0,188,255,ko,하늘,하늘색,하늘
255,39,0,ko,빨강,빨강색,빨강
255,0,106,ko,진홍,진홍색,진홍
255,0,65,ko,빨강,빨강색,빨강
0,123,255,ko,파란색,파란색,파랑
57,0,255,ko,바다색,바다색,바다
255,0,198,ko,분홍,분홍색,분홍
0,214,255,ko,하늘,하늘색,하늘
255,0,155,ko,진홍,진홍색,진홍
0,255,15,ko,연두,연두색,연두
255,207,0,ko,개나리,개나리색,개나리
255,0,244,ko,진홍,진홍색,진홍
0,50,255,ko,파랑,파랑색,파랑
0,136,255,ko,바다색,바다색,바다
255,141,0,ko,주황,주황색,주황
255,220,0,ko,노랑,노랑색,노랑
255,176,0,ko,귤색,귤색,귤
255,192,0,ko,오렌지색,오렌지색,오렌지
255,0,139,ko,핑크,핑크색,핑크
0,120,255,ko,파랑,파랑색,파랑
0,255,173,ko,청록색,청록색,청록
255,82,0,ko,붉은주황,붉은주황색,붉은주황
0,255,52,ko,녹색,녹색,녹
255,61,0,ko,빨강,빨강색,빨강
216,255,0,ko,연두색,연두색,연두
0,255,132,ko,에메랄드색,에메랄드색,에메랄드
0,255,247,ko,하늘색,하늘색,하늘
192,255,0,ko,녹색연두,녹색연두색,녹색연두
0,145,255,ko,바다색,바다색,바다
255,0,92,ko,빨강색,빨강색,빨강
76,255,0,ko,연두색,연두색,연두
236,255,0,ko,레몬색,레몬색,레몬
0,189,255,ko,밝은파랑,밝은파랑색,밝은파랑
255,0,129,ko,자주색,자주색,자주
0,255,167,ko,청녹색,청녹색,청록
0,125,255,ko,파랑색,파랑색,파랑
255,189,0,ko,노랑색,노랑색,노랑
255,0,246,ko,진분홍,진분홍색,진분홍
0,234,255,ko,하늘색,하늘색,하늘
255,228,0,ko,노란색,노란색,노랑
0,255,194,ko,옅은녹색,옅은녹색,옅은녹
179,0,255,ko,보라색,보라색,보라
255,64,0,ko,빨강색,빨강색,빨강
255,117,0,ko,주황색,주황색,주황
0,71,255,ko,파란색,파란색,파랑
255,0,219,ko,분홍색,분홍색,분홍
0,96,255,ko,옅은파랑,옅은파랑색,옅은파랑
255,0,21,ko,진한빨강,진한빨강색,진빨강
255,0,153,ko,짙은분홍,짙은분홍색,짙은분홍
255,0,199,ko,진달래색,진달래색,진달래
0,209,255,ko,하늘색,하늘색,하늘
62,0,255,ko,바다색,바다색,바다
255,174,0,ko,귤색,귤색,귤
0,255,101,ko,연두색,연두색,연두
0,48,255,ko,파랑색,파랑색,파랑
0,255,75,ko,옅은연두,옅은연두색,옅은연두
0,255,126,ko,진한연두,진한연두색,진연두
255,0,53,ko,빨강색,빨강색,빨강
153,255,0,ko,라임색,라임색,라임
0,179,255,ko,옅은파랑,옅은파랑색,옅은파랑
114,0,255,ko,옅은보라,옅은보라색,옅은보라
255,149,0,ko,주황색,주황색,주황
255,0,107,ko,다홍,다홍색,다홍
248,255,0,ko,노랑,노랑색,노랑
255,145,0,ko,주황,주황색,주황
0,207,255,ko,하늘,하늘색,하늘
255,0,11,ko,빨강,빨강색,빨강
255,0,190,ko,분홍,분홍색,분홍
255,228,0,ko,황록,황록색,황록
255,0,49,ko,진홍,진홍색,진홍
0,49,255,ko,파랑,파랑색,파랑
255,164,0,ko,갈,갈색,갈
0,255,186,ko,에메랄드,에메랄드색,에메랄드
121,0,255,ko,보라,보라색,보라
255,0,84,ko,빨강,빨강색,빨강
255,0,248,ko,형광보라,형광보라색,형광보라
255,0,185,ko,자주,자주색,자주
0,83,255,ko,군청,군청색,군청
0,214,255,ko,하늘,하늘색,하늘
0,255,143,ko,에메랄드,에메랄드색,에메랄드
80,255,0,ko,연두,연두색,연두
0,255,246,ko,밝은파랑,밝은파랑색,밝은파랑
35,255,0,ko,형광연두,형광연두색,형광연두
255,0,151,ko,자주,자주색,자주
169,0,255,ko,보라,보라색,보라
0,147,255,ko,파랑,파랑색,파랑
238,255,0,ko,노랑,노랑색,노랑
110,0,255,ko,보라,보라색,보라
255,0,48,ko,빨강,빨강색,빨강
195,0,255,ko,붉은보라,붉은보라색,붉은보라
61,255,0,ko,녹색,녹색,녹
0,255,219,ko,하늘색,하늘색,하늘
238,0,255,ko,핑크,핑크색,핑크
0,163,255,ko,바다색,바다색,바다
255,0,89,ko,다홍,다홍색,다홍
0,237,255,ko,하늘색,하늘색,하늘
0,98,255,ko,파랑,파랑색,파랑
0,255,239,ko,연하늘,연하늘색,연하늘
0,94,255,ko,연파랑,연파랑색,연파랑
0,233,255,ko,하늘,하늘색,하늘
0,67,255,ko,파랑,파랑색,파랑
255,185,0,ko,갈,갈색,갈
255,0,132,ko,다홍,다홍색,다홍
186,255,0,ko,황록,황록색,황록
255,0,151,ko,연다홍,연다홍색,연다홍
255,91,0,ko,주황,주황색,주황
157,255,0,ko,연초록,연초록색,연초록
0,146,255,ko,짙은하늘,짙은하늘색,짙은하늘
255,0,215,ko,분홍,분홍색,분홍
0,255,112,ko,녹색,녹색,녹
255,0,185,ko,붉은자주,붉은자주색,붉은자주
0,204,255,ko,바다색,바다색,바다
0,209,255,ko,코발트색,코발트색,코발트
0,54,255,ko,파랑,파랑색,파랑
80,0,255,ko,보라,보라색,보라
0,255,239,ko,하늘색,하늘색,하늘
255,0,50,ko,다홍,다홍색,다홍
0,143,255,ko,옅은파랑,옅은파랑색,옅은파랑
149,255,0,ko,연두색,연두색,연두
0,191,255,ko,하늘,하늘색,하늘
0,131,255,ko,연파랑,연파랑색,연파랑
245,0,255,ko,다홍,다홍색,다홍
0,181,255,ko,진하늘,진하늘색,진하늘
0,255,85,ko,연황록,연황록색,연황록
191,0,255,ko,보라,보라색,보라
0,255,123,ko,에메랄드,에메랄드색,에메랄드
0,255,222,ko,연하늘,연하늘색,연하늘
41,0,255,ko,파랑,파랑색,파랑
255,43,0,ko,빨강,빨강색,빨강
0,255,58,ko,연초록,연초록색,연초록
116,255,0,ko,황록,황록색,황록
255,0,50,ko,빨강,빨강색,빨강
0,84,255,ko,파랑,파랑색,파랑
255,132,0,ko,주황,주황색,주황
0,3,255,ko,파랑,파랑색,파랑
0,243,255,ko,파랑,파랑색,파랑
0,255,129,ko,초록,초록색,초록
255,64,0,ko,주황,주황색,주황
255,0,156,ko,분홍,분홍색,분홍
255,0,95,ko,빨강,빨강색,빨강
0,131,255,ko,파랑,파랑색,파랑
0,140,255,ko,파랑,파랑색,파랑
255,0,249,ko,분홍,분홍색,분홍
0,199,255,ko,하늘,하늘색,하늘
0,224,255,ko,하늘,하늘색,하늘
0,255,207,ko,청록,청록색,청록
255,153,0,ko,주황,주황색,주황
0,255,84,ko,초록,초록색,초록
0,255,51,ko,초록,초록색,초록
123,0,255,ko,보라,보라색,보라
0,255,238,ko,청록,청록색,청록
255,232,0,ko,노랑,노랑색,노랑
255,109,0,ko,주황,주황색,주황
0,48,255,ko,파랑,파랑색,파랑
198,255,0,ko,연두,연두색,연두
210,0,255,ko,연보라,연보라색,연보라
255,118,0,ko,주황,주황색,주황
160,255,0,ko,연두,연두색,연두
255,69,0,ko,다홍,다홍색,다홍
255,0,95,ko,연지,연지색,연지
0,167,255,ko,하늘색,하늘색,하늘
255,0,144,ko,진분홍,진분홍색,진분홍
0,125,255,ko,파랑,파랑색,파랑
255,157,0,ko,오렌지,오렌지색,오렌지
200,255,0,ko,밝은연두,밝은연두색,밝은연두
255,237,0,ko,노랑,노랑색,노랑
0,255,139,ko,연청록,연청록색,연청록
51,255,0,ko,연두,연두색,연두
236,0,255,ko,진분홍,진분홍색,진분홍
0,186,255,ko,하늘색,하늘색,하늘
0,241,255,ko,밝은하늘색,밝은하늘색,밝은하늘
255,0,194,ko,분홍,분홍색,분홍
0,255,224,ko,밝은청록,밝은청록색,밝은청록
0,230,255,ko,연하늘색,연하늘색,연하늘
0,13,255,ko,군청,군청색,군청
0,91,255,ko,파랑,파랑색,파랑
255,139,0,ko,주황,주황색,주황
255,185,0,ko,오렌지,오렌지색,오렌지
0,255,221,ko,밝은청록,밝은청록색,밝은청록
255,115,0,ko,주황색,주황색,주황
255,226,0,ko,노란색,노란색,노랑
0,86,255,ko,파란색,파란색,파랑
255,244,0,ko,노란색,노란색,노랑
100,255,0,ko,연두색,연두색,연두
255,0,174,ko,분홍색,분홍색,분홍
255,0,49,ko,빨간색,빨간색,빨강
255,177,0,ko,귤색,귤색,귤
0,232,255,ko,하늘색,하늘색,하늘
0,17,255,ko,진한 파란색,진한 파란색,진파랑
0,123,255,ko,연한 파란색,연한 파란색,연파랑
255,0,109,ko,다홍색,다홍색,다홍
0,223,255,ko,하늘,하늘색,하늘
