r,g,b,lang_code,human_raw,human_norm,human_min
87,227,0,zh,亮绿,亮绿色,亮绿
249,13,145,zh,深粉,深粉色,深粉
211,105,179,zh,紫粉,紫粉色,粉紫
196,18,64,zh,酒红,酒红色,酒红
83,46,235,zh,蓝紫,蓝紫色,蓝紫
103,171,26,zh,翠绿,翠绿色,翠绿
156,28,188,zh,紫罗兰,紫罗兰色,紫罗蓝
15,205,214,zh,蓝绿,蓝绿色,蓝绿
26,233,82,zh,两绿,两绿色,两绿
15,178,16,zh,草绿,草绿色,草绿
93,30,124,zh,深紫,深紫色,深紫
242,4,241,zh,紫红,紫红色,紫红
227,159,173,zh,暗粉,暗粉色,暗粉
34,82,116,zh,普蓝,普蓝色,普蓝
243,138,25,zh,橙色,橙色,橙
86,135,242,zh,青蓝,青蓝色,青蓝
113,98,72,zh,冷棕色,冷棕色,冷棕
247,179,242,zh,淡粉,淡粉色,淡粉
127,101,165,zh,暗紫,暗紫色,暗紫
44,199,240,zh,天蓝,天蓝色,天蓝
254,241,17,zh,黄,黄色,黄
250,136,93,zh,橙红,橙红色,橙红
114,162,6,zh,草绿,草绿色,草绿
39,219,120,zh,翠绿,翠绿色,翠绿
49,36,192,zh,蓝,蓝色,蓝
105,222,166,zh,蓝绿,蓝绿色,蓝绿
245,59,14,zh,红,红色,红
206,77,207,zh,丁香紫,丁香紫色,丁香紫
54,92,98,zh,灰蓝,灰蓝色,灰蓝
201,35,236,zh,粉紫,粉紫色,粉紫
250,191,189,zh,粉红,粉红色,粉红
132,96,73,zh,赭石,赭石色,赭石
83,244,38,zh,青绿,青绿色,青绿
158,57,11,zh,咖啡,咖啡色,咖啡
201,60,108,zh,粉紫,粉紫色,粉紫
214,110,14,zh,橙,橙色,橙
74,148,99,zh,灰绿,灰绿色,灰绿
31,185,166,zh,天蓝,天蓝色,天蓝
166,100,150,zh,淡紫,淡紫色,淡紫
12,172,10,zh,绿,绿色,绿
4,76,198,zh,蓝,蓝色,蓝
172,240,21,zh,嫩绿,嫩绿色,嫩绿
155,75,224,zh,紫,紫色,紫
82,41,155,zh,蓝紫,蓝紫色,蓝紫
207,69,77,zh,紫红,紫红色,紫红
211,208,237,zh,紫灰,紫灰色,紫灰
159,53,151,zh,紫,紫色,紫
88,150,57,zh,深绿,深绿色,深绿
252,229,147,zh,橙黄,橙黄色,橙黄
44,30,232,zh,蓝,蓝色,蓝
230,6,64,zh,粉红,粉红色,粉红
131,132,34,zh,黄绿,黄绿色,黄绿
160,80,78,zh,红褐,红褐色,红褐
205,144,2,zh,黄褐,黄褐色,黄褐
39,136,231,zh,天蓝,天蓝色,天蓝
252,139,86,zh,淺橘,淺橘色,浅橘
82,154,236,zh,淺藍,淺藍色,浅蓝
39,154,0,zh,深綠,深綠色,深绿
48,52,236,zh,深藍,深藍色,深蓝
211,93,14,zh,深橘,深橘色,深橘
173,163,237,zh,淺紫,淺紫色,浅紫
140,17,220,zh,深紫,深紫色,深紫
59,52,147,zh,靛藍,靛藍色,靛蓝
69,12,165,zh,藍紫,藍紫色,蓝紫
116,150,90,zh,軍綠,軍綠色,军绿
169,233,229,zh,水藍,水藍色,水蓝
41,230,23,zh,螢光綠,螢光綠色,荧光绿
48,76,223,zh,深藍,深藍色,深蓝
221,5,191,zh,紫紅,紫紅色,紫红
61,205,211,zh,藍綠,藍綠色,蓝绿
11,76,131,zh,灰藍,灰藍色,灰蓝
163,7,5,zh,深紅,深紅色,深红
240,50,62,zh,紅,紅色,红
79,226,98,zh,亮綠,亮綠色,亮绿
240,176,240,zh,粉紅,粉紅色,粉红
170,155,65,zh,土黃,土黃色,土黄
97,140,159,zh,灰藍,灰藍色,灰蓝
241,70,108,zh,淡紅,淡紅色,淡红
10,159,136,zh,青綠,青綠色,青绿
159,26,183,zh,深紫,深紫色,深紫
21,217,167,zh,黃綠,黃綠色,黄绿
94,187,227,zh,灰藍,灰藍色,灰蓝
152,75,130,zh,深紫,深紫色,深紫
182,202,128,zh,黃綠,黃綠色,黄绿
115,60,31,zh,咖啡,咖啡色,咖啡
184,5,91,zh,深紅,深紅色,深红
134,189,1,zh,深綠,深綠色,深绿
165,31,129,zh,紫紅,紫紅色,紫红
6,19,31,zh,黑,黑色,黑
236,201,10,zh,黃,黃色,黄
232,183,205,zh,粉紅,粉紅色,粉红
33,121,156,zh,青,青色,青
249,204,118,zh,肉色,肉色,肉
12,163,234,zh,蓝,蓝色,蓝
168,66,217,zh,紫,紫色,紫
153,251,124,zh,草绿,草绿色,草绿
24,237,72,zh,绿,绿色,绿
176,61,102,zh,洋红,洋红色,洋红
71,36,240,zh,蓝紫,蓝紫色,蓝紫
156,238,47,zh,黄绿,黄绿色,黄绿
221,62,5,zh,橙,橙色,橙
48,246,207,zh,天蓝,天蓝色,天蓝
87,108,111,zh,灰蓝,灰蓝色,灰蓝
10,35,109,zh,深蓝,深蓝色,深蓝
211,195,6,zh,土黄,土黄色,土黄
236,71,144,zh,粉,粉色,粉
205,20,254,zh,亮紫,亮紫色,亮紫
244,142,107,zh,肉粉,肉粉色,肉粉
137,7,6,zh,砖红,砖红色,砖红
40,215,94,zh,鲜绿,鲜绿色,鲜绿
178,113,199,zh,淡紫,淡紫色,淡紫
27,38,185,zh,靛蓝,靛蓝色,靛蓝
102,90,137,zh,蓝紫,蓝紫色,蓝紫
20,104,228,zh,蓝,蓝色,蓝
46,35,57,zh,藏青,藏青色,藏青
219,170,129,zh,肉色,肉色,肉
198,4,82,zh,红,红色,红
88,213,236,zh,天蓝,天蓝色,天蓝
233,81,211,zh,亮粉,亮粉色,亮粉
115,190,123,zh,淡绿,淡绿色,淡绿
82,67,30,zh,棕,棕色,棕
27,169,5,zh,绿,绿色,绿
6,85,175,zh,蓝,蓝色,蓝
162,189,194,zh,浅蓝,浅蓝色,浅蓝
6,3,104,zh,深蓝,深蓝色,深蓝
62,201,183,zh,蓝绿,蓝绿色,蓝绿
146,193,88,zh,草绿,草绿色,草绿
45,60,233,zh,蓝色,蓝色,蓝
44,73,58,zh,墨绿,墨绿色,墨绿
168,163,9,zh,土黄,土黄色,土黄
36,195,194,zh,浅蓝,浅蓝色,浅蓝
120,110,217,zh,浅紫,浅紫色,浅紫
157,89,43,zh,棕色,棕色,棕
39,252,165,zh,草绿,草绿色,草绿
124,12,208,zh,紫,紫色,紫
22,39,76,zh,蓝黑,蓝黑色,蓝黑
122,116,184,zh,深紫,深紫色,深紫
203,171,211,zh,浅紫,浅紫色,浅紫
228,31,196,zh,粉紫,粉紫色,粉紫
224,93,104,zh,肉色,肉色,肉
156,0,187,zh,深紫,深紫色,深紫
181,202,1,zh,黄绿,黄绿色,黄绿
170,223,177,zh,淡绿,淡绿色,淡绿
146,82,236,zh,浅紫,浅紫色,浅紫
215,232,231,zh,浅蓝,浅蓝色,浅蓝
10,164,8,zh,墨绿,墨绿色,墨绿
159,9,232,zh,紫,紫色,紫
39,199,192,zh,淡蓝,淡蓝色,淡蓝
31,10,232,zh,蓝,蓝色,蓝
226,15,27,zh,橘红,橘红色,橘红
147,222,39,zh,草绿,草绿色,草绿
106,243,72,zh,绿,绿色,绿
90,167,45,zh,绿,绿色,绿
165,121,232,zh,紫,紫色,紫
157,159,141,zh,灰,灰色,灰
220,186,111,zh,土,土色,土
219,220,9,zh,黄,黄色,黄
111,12,47,zh,红,红色,红
70,124,101,zh,绿,绿色,绿
169,64,195,zh,紫,紫色,紫
61,158,174,zh,蓝,蓝色,蓝
69,66,1,zh,棕,棕色,棕
199,47,230,zh,粉,粉色,粉
31,117,70,zh,墨绿,墨绿色,墨绿
185,188,144,zh,卡其,卡其色,卡其
20,245,174,zh,荧光绿,荧光绿色,荧光绿
233,19,118,zh,玫红,玫红色,玫红
54,231,4,zh,鲜绿,鲜绿色,鲜绿
95,196,87,zh,草绿,草绿色,草绿
172,29,112,zh,褐红,褐红色,褐红
194,19,223,zh,紫,紫色,紫
23,41,238,zh,宝蓝,宝蓝色,宝蓝
103,6,174,zh,深紫,深紫色,深紫
251,215,81,zh,淡黄,淡黄色,淡黄
179,226,111,zh,淡绿,淡绿色,淡绿
181,144,75,zh,浅棕,浅棕色,浅棕
175,231,214,zh,水绿,水绿色,水绿
186,248,77,zh,草绿,草绿色,草绿
229,125,231,zh,粉红,粉红色,粉红
110,88,143,zh,绛紫,绛紫色,绛紫
150,15,12,zh,朱红,朱红色,朱红
63,61,54,zh,深灰,深灰色,深灰
173,10,73,zh,褐红,褐红色,褐红
210,118,83,zh,橘黄,橘黄色,橘黄
89,168,197,zh,墨蓝,墨蓝色,墨蓝
251,203,237,zh,粉红,粉红色,粉红
54,246,222,zh,水蓝,水蓝色,水蓝
109,6,39,zh,深棕,深棕色,深棕
60,102,16,zh,墨绿,墨绿色,墨绿
185,139,167,zh,肉紫,肉紫色,肉紫
37,54,152,zh,深蓝,深蓝色,深蓝
103,143,126,zh,墨绿,墨绿色,墨绿
64,184,141,zh,青,青色,青
11,4,100,zh,深蓝,深蓝色,深蓝
16,228,96,zh,草绿,草绿色,草绿
254,138,192,zh,粉红,粉红色,粉红
144,242,186,zh,荧光绿,荧光绿色,荧光绿
16,122,195,zh,兰,兰色,蓝
34,97,248,zh,宝蓝,宝蓝色,宝蓝
78,210,100,zh,绿色,绿色,绿
118,114,243,zh,紫罗兰,紫罗兰色,紫罗蓝
150,8,109,zh,紫红,紫红色,紫红
18,23,215,zh,深蓝,深蓝色,深蓝
35,127,44,zh,深绿色,深绿色,深绿
175,66,12,zh,橘棕色,橘棕色,橘棕
223,25,147,zh,桃红色,桃红色,桃红
10,244,221,zh,浅蓝色,浅蓝色,浅蓝
6,250,115,zh,荧光绿,荧光绿色,荧光绿
156,226,64,zh,黄绿色,黄绿色,黄绿
3,14,105,zh,深蓝色,深蓝色,深蓝
249,105,63,zh,橙色,橙色,橙
121,176,255,zh,蓝,蓝色,蓝
93,174,205,zh,蓝,蓝色,蓝
102,227,17,zh,绿,绿色,绿
178,245,188,zh,绿,绿色,绿
253,246,197,zh,黄,黄色,黄
252,221,107,zh,黄,黄色,黄
224,36,61,zh,红,红色,红
115,166,83,zh,绿,绿色,绿
118,120,47,zh,绿,绿色,绿
167,98,204,zh,紫,紫色,紫
244,57,16,zh,红,红色,红
141,69,255,zh,紫,紫色,紫
54,137,91,zh,绿,绿色,绿
69,16,5,zh,棕,棕色,棕
201,117,190,zh,粉,粉色,粉
78,68,135,zh,蓝,蓝色,蓝
95,22,182,zh,紫,紫色,紫
188,198,139,zh,绿,绿色,绿
133,27,142,zh,紫,紫色,紫
228,209,31,zh,黄,黄色,黄
189,116,128,zh,红,红色,红
207,255,44,zh,黄,黄色,黄
215,119,95,zh,红,红色,红
169,154,54,zh,黄,黄色,黄
70,211,241,zh,淺藍,淺藍色,浅蓝
185,141,67,zh,淺啡,淺啡色,浅啡
190,131,247,zh,粉紫,粉紫色,粉紫
232,48,56,zh,鮮紅,鮮紅色,鲜红
85,15,236,zh,靛,靛色,靛
40,79,144,zh,深藍,深藍色,深蓝
65,78,255,zh,藍,藍色,蓝
159,237,223,zh,粉藍綠,粉藍綠色,粉蓝绿
230,211,160,zh,杏色,杏色,杏
90,191,46,zh,青色,青色,青
77,15,45,zh,深紫,深紫色,深紫
181,111,71,zh,啡,啡色,啡
208,81,30,zh,啡橙色,啡橙色,啡橙
54,245,2,zh,螢光綠,螢光綠色,荧光绿
54,139,103,zh,深綠,深綠色,深绿
164,61,118,zh,暗紫紅,暗紫紅色,暗紫红
203,6,119,zh,紫紅,紫紅色,紫红
33,201,171,zh,粉藍綠,粉藍綠色,粉蓝绿
124,147,14,zh,鴨屎綠,鴨屎綠色,鸭屎绿
219,89,242,zh,淺紫,淺紫色,浅紫
215,183,244,zh,粉紫,粉紫色,粉紫
237,192,18,zh,啡黃色,啡黃色,啡黄
198,84,185,zh,暗紫,暗紫色,暗紫
254,22,239,zh,螢光粉紅,螢光粉紅色,荧光粉红
8,2,87,zh,深保藍,深保藍色,深保蓝
237,96,141,zh,粉紅,粉紅色,粉红
157,113,184,zh,粉紫,粉紫色,粉紫
1,172,231,zh,天藍,天藍色,天蓝
181,184,208,zh,灰色,灰色,灰
21,146,47,zh,綠色,綠色,绿
130,31,53,zh,啡紅色,啡紅色,啡红
21,63,10,zh,深綠,深綠色,深绿
116,65,156,zh,暗紫,暗紫色,暗紫
126,28,163,zh,紫,紫色,紫
234,34,106,zh,深粉紅,深粉紅色,深粉红
250,39,6,zh,橙紅色,橙紅色,橙红
92,212,68,zh,绿色,绿色,绿
72,126,34,zh,藏青色,藏青色,藏青
52,16,246,zh,蓝紫色,蓝紫色,蓝紫
35,2,22,zh,褐色,褐色,褐
192,45,192,zh,紫红色,紫红色,紫红
32,198,117,zh,绿色,绿色,绿
229,23,126,zh,粉紫色,粉紫色,粉紫
46,90,175,zh,靛蓝色,靛蓝色,靛蓝
1,15,136,zh,深蓝色,深蓝色,深蓝
63,26,112,zh,紫色,紫色,紫
155,213,28,zh,青色,青色,青
90,68,253,zh,紫色,紫色,紫
168,190,192,zh,灰色,灰色,灰
154,41,99,zh,深紫红色,深紫红色,深紫红
164,204,86,zh,青绿色,青绿色,青绿
52,90,221,zh,藏蓝色,藏蓝色,藏蓝
16,119,122,zh,藏青色,藏青色,藏青
168,183,253,zh,浅紫色,浅紫色,浅紫
197,61,94,zh,紫红色,紫红色,紫红
89,195,156,zh,绿色,绿色,绿
225,133,144,zh,粉色,粉色,粉
193,143,79,zh,黄褐色,黄褐色,黄褐
81,14,35,zh,深紫色,深紫色,深紫
146,56,159,zh,紫色,紫色,紫
159,178,123,zh,灰绿色,灰绿色,灰绿
19,255,33,zh,亮绿色,亮绿色,亮绿
195,31,47,zh,红色,红色,红
21,133,52,zh,绿色,绿色,绿
134,191,55,zh,翠绿色,翠绿色,翠绿
23,40,204,zh,蓝色,蓝色,蓝
149,153,244,zh,蓝色,蓝色,蓝
91,243,115,zh,绿色,绿色,绿
251,86,201,zh,粉色,粉色,粉
7,55,134,zh,深蓝色,深蓝色,深蓝
212,247,79,zh,黄色,黄色,黄
47,135,149,zh,蓝绿色,蓝绿色,蓝绿
107,148,204,zh,蓝色,蓝色,蓝
11,66,48,zh,深绿色,深绿色,深绿
51,253,164,zh,绿色,绿色,绿
215,134,196,zh,粉色,粉色,粉
181,37,135,zh,粉色,粉色,粉
146,39,38,zh,红色,红色,红
122,7,69,zh,深粉色,深粉色,深粉
222,216,73,zh,黄色,黄色,黄
99,0,128,zh,深紫色,深紫色,深紫
189,6,211,zh,紫色,紫色,紫
119,37,241,zh,蓝色,蓝色,蓝
227,173,33,zh,土黄色,土黄色,土黄
238,173,190,zh,粉色,粉色,粉
150,217,238,zh,蓝色,蓝色,蓝
225,72,103,zh,红色,红色,红
2,230,241,zh,蓝色,蓝色,蓝
154,71,6,zh,棕色,棕色,棕
109,204,103,zh,绿色,绿色,绿
218,129,82,zh,棕色,棕色,棕
252,191,105,zh,土黄色,土黄色,土黄
206,243,174,zh,绿色,绿色,绿
55,157,27,zh,绿色,绿色,绿
67,227,177,zh,绿色,绿色,绿
82,208,10,zh,绿色,绿色,绿
109,186,117,zh,深绿色,深绿色,深绿
155,209,69,zh,浅绿色,浅绿色,浅绿
133,151,172,zh,银灰色,银灰色,银灰
111,111,153,zh,紫蓝色,紫蓝色,蓝紫
211,12,176,zh,紫色,紫色,紫
55,216,29,zh,绿色,绿色,绿
223,155,7,zh,棕黄色,棕黄色,棕黄
222,125,191,zh,粉色,粉色,粉
65,0,73,zh,深紫色,深紫色,深紫
85,197,95,zh,草绿色,草绿色,草绿
179,106,8,zh,棕色,棕色,棕
34,123,190,zh,蓝色,蓝色,蓝
12,114,86,zh,藏青色,藏青色,藏青
247,102,123,zh,深粉红,深粉红色,深粉红
101,60,233,zh,蓝紫色,蓝紫色,蓝紫
199,194,166,zh,米白色,米白色,米白
180,202,137,zh,青绿色,青绿色,青绿
254,45,49,zh,红色,红色,红
237,152,150,zh,粉色,粉色,粉
221,103,45,zh,橙色,橙色,橙
23,104,116,zh,藏青色,藏青色,藏青
15,84,209,zh,蓝色,蓝色,蓝
81,149,21,zh,绿色,绿色,绿
132,71,185,zh,紫色,紫色,紫
32,182,192,zh,藏青色,藏青色,藏青
130,5,57,zh,酒红色,酒红色,酒红
156,87,136,zh,深紫色,深紫色,深紫
145,242,14,zh,浅绿色,浅绿色,浅绿
144,12,21,zh,深红色,深红色,深红
151,131,108,zh,银棕色,银棕色,银棕
36,202,163,zh,青色,青色,青
120,141,242,zh,淡蓝色,淡蓝色,淡蓝
118,78,13,zh,棕色,棕色,棕
162,147,7,zh,土黄色,土黄色,土黄
52,245,151,zh,淡绿色,淡绿色,淡绿
250,48,233,zh,浅紫色,浅紫色,浅紫
229,110,219,zh,紫粉,紫粉色,粉紫
14,243,137,zh,青绿,青绿色,青绿
20,102,135,zh,藏蓝,藏蓝色,藏蓝
89,148,76,zh,草绿,草绿色,草绿
237,53,6,zh,红,红色,红
101,245,220,zh,青,青色,青
92,22,131,zh,字,字色,字
147,126,116,zh,肉褐,肉褐色,肉褐
79,54,13,zh,褐,褐色,褐
109,242,163,zh,蓝绿,蓝绿色,蓝绿
226,44,113,zh,粉,粉色,粉
124,54,228,zh,紫罗兰,紫罗兰色,紫罗蓝
223,111,66,zh,橘黄,橘黄色,橘黄
109,155,192,zh,蓝,蓝色,蓝
202,14,151,zh,粉,粉色,粉
61,126,122,zh,绿,绿色,绿
250,176,172,zh,肉粉,肉粉色,肉粉
41,182,60,zh,绿,绿色,绿
168,76,158,zh,紫,紫色,紫
91,35,90,zh,紫,紫色,紫
20,64,147,zh,蓝,蓝色,蓝
28,162,245,zh,蓝,蓝色,蓝
159,252,75,zh,绿,绿色,绿
41,91,10,zh,绿,绿色,绿
148,75,54,zh,棕,棕色,棕
213,184,3,zh,芥末黄,芥末黄色,芥末黄
129,168,16,zh,绿,绿色,绿
251,204,109,zh,黄肉,黄肉色,黄肉
36,1,198,zh,蓝,蓝色,蓝
184,82,119,zh,粉,粉色,粉
243,183,253,zh,粉,粉色,粉
215,246,46,zh,绿,绿色,绿
253,24,57,zh,红,红色,红
122,119,72,zh,绿,绿色,绿
199,5,200,zh,紫,紫色,紫
97,100,169,zh,蓝,蓝色,蓝
32,11,57,zh,黑色,黑色,黑
158,193,150,zh,灰绿色,灰绿色,灰绿
253,235,67,zh,黄色,黄色,黄
50,208,209,zh,青蓝色,青蓝色,青蓝
137,1,205,zh,紫色,紫色,紫
151,205,16,zh,草绿色,草绿色,草绿
226,119,51,zh,土橘色,土橘色,土橘
127,170,36,zh,深草绿色,深草绿色,深草绿
144,243,6,zh,浅荧光绿,浅荧光绿色,浅荧光绿
217,239,251,zh,浅蓝色,浅蓝色,浅蓝
64,246,16,zh,荧光绿,荧光绿色,荧光绿
247,95,240,zh,紫红色,紫红色,紫红
210,248,155,zh,黄绿色,黄绿色,黄绿
219,37,64,zh,正红色,正红色,正红
208,168,235,zh,粉紫色,粉紫色,粉紫
141,244,213,zh,薄荷蓝色,薄荷蓝色,薄荷蓝
136,15,112,zh,深紫色,深紫色,深紫
24,109,90,zh,深绿色,深绿色,深绿
6,169,124,zh,脆绿色,脆绿色,脆绿
40,141,14,zh,深绿色,深绿色,深绿
210,249,219,zh,浅薄荷色,浅薄荷色,浅薄荷
190,4,187,zh,紫红色,紫红色,紫红
156,138,134,zh,深肉色,深肉色,深肉
139,243,110,zh,荧光亮绿色,荧光亮绿色,荧光亮绿
30,181,239,zh,亮蓝色,亮蓝色,亮蓝
215,133,111,zh,肉色,肉色,肉
116,51,169,zh,紫色,紫色,紫
223,50,116,zh,桃色,桃色,桃
107,92,64,zh,深褐色,深褐色,深褐
179,168,44,zh,褐色,褐色,褐
129,222,145,zh,肉绿色,肉绿色,肉绿
245,8,5,zh,亮红色,亮红色,亮红
146,73,84,zh,砖红色,砖红色,砖红
188,173,108,zh,绿棕色,绿棕色,绿棕
171,122,238,zh,肉紫色,肉紫色,肉紫
221,246,26,zh,黄绿色,黄绿色,黄绿
124,29,76,zh,浆紫,浆紫色,浆紫
119,27,120,zh,紫红,紫红色,紫红
66,56,242,zh,靛,靛色,靛
18,201,22,zh,绿,绿色,绿
89,12,156,zh,紫,紫色,紫
110,219,127,zh,翠绿,翠绿色,翠绿
140,197,187,zh,青绿,青绿色,青绿
234,190,43,zh,土黄,土黄色,土黄
98,138,57,zh,草绿,草绿色,草绿
223,4,157,zh,桃红,桃红色,桃红
96,250,235,zh,海蓝,海蓝色,海蓝
241,206,217,zh,浅粉,浅粉色,浅粉
192,7,89,zh,浆红,浆红色,浆红
240,183,157,zh,奶茶色,奶茶色,奶茶
125,248,34,zh,亮绿,亮绿色,亮绿
117,69,111,zh,紫红,紫红色,紫红
197,243,190,zh,浅绿,浅绿色,浅绿
203,100,15,zh,浅棕,浅棕色,浅棕
184,171,103,zh,土,土色,土
104,126,252,zh,浅蓝,浅蓝色,浅蓝
168,25,37,zh,深红,深红色,深红
247,84,13,zh,橙色,橙色,橙
131,187,48,zh,绿,绿色,绿
184,35,218,zh,粉紫,粉紫色,粉紫
25,44,119,zh,藏青,藏青色,藏青
248,232,6,zh,明黄,明黄色,明黄
28,159,34,zh,绿,绿色,绿
112,211,160,zh,翠绿,翠绿色,翠绿
46,71,178,zh,蓝,蓝色,蓝
32,92,172,zh,蓝,蓝色,蓝
248,126,158,zh,粉,粉色,粉
68,147,163,zh,湖蓝,湖蓝色,湖蓝
183,91,191,zh,浅紫,浅紫色,浅紫
4,77,70,zh,墨绿,墨绿色,墨绿
234,84,63,zh,砖红,砖红色,砖红
22,222,98,zh,鲜绿,鲜绿色,鲜绿
120,85,173,zh,暗紫,暗紫色,暗紫
167,46,219,zh,亮紫,亮紫色,亮紫
93,183,96,zh,浅绿,浅绿色,浅绿
31,139,16,zh,暗绿,暗绿色,暗绿
234,87,23,zh,橙色,橙色,橙
227,204,103,zh,姜黄,姜黄色,姜黄
19,169,179,zh,青色,青色,青
181,181,193,zh,灰色,灰色,灰
243,39,230,zh,水红,水红色,水红
157,192,88,zh,淡绿,淡绿色,淡绿
96,114,52,zh,橄榄绿,橄榄绿色,橄榄绿
95,123,227,zh,蓝色,蓝色,蓝
185,146,213,zh,淡紫,淡紫色,淡紫
134,209,32,zh,亮绿,亮绿色,亮绿
115,111,164,zh,紫色,紫色,紫
162,57,165,zh,紫红,紫红色,紫红
100,161,229,zh,浅蓝,浅蓝色,浅蓝
205,236,206,zh,浅绿,浅绿色,浅绿
141,131,41,zh,橄榄绿,橄榄绿色,橄榄绿
49,98,81,zh,暗绿,暗绿色,暗绿
246,56,101,zh,红色,红色,红
96,145,170,zh,青灰,青灰色,青灰
7,41,142,zh,深蓝,深蓝色,深蓝
232,180,199,zh,粉色,粉色,粉
225,10,144,zh,水红,水红色,水红
249,207,29,zh,姜黄,姜黄色,姜黄
72,227,159,zh,亮绿,亮绿色,亮绿
223,116,173,zh,粉色,粉色,粉
172,89,109,zh,棕红,棕红色,棕红
116,227,251,zh,天蓝,天蓝色,天蓝
95,10,76,zh,紫红,紫红色,紫红
248,160,55,zh,橙黄,橙黄色,橙黄
110,106,110,zh,灰色,灰色,灰
32,6,59,zh,深蓝,深蓝色,深蓝
47,32,23,zh,黑色,黑色,黑
183,93,75,zh,棕黄,棕黄色,棕黄
50,142,109,zh,藍綠,藍綠色,蓝绿
246,157,155,zh,活珊瑚橘,活珊瑚橘色,活珊瑚橘
50,42,41,zh,深咖啡色,深咖啡色,深咖啡
113,78,249,zh,天空藍,天空藍色,天蓝
199,129,32,zh,橘,橘色,橘
21,85,8,zh,軍綠色,軍綠色,军绿
70,100,168,zh,土耳其藍,土耳其藍色,土耳其蓝
187,247,140,zh,青草綠,青草綠色,青草绿
157,25,89,zh,紫紅色,紫紅色,紫红
40,89,68,zh,深綠色,深綠色,深绿
248,225,122,zh,鵝黃色,鵝黃色,鹅黄
131,175,58,zh,黃綠色,黃綠色,黄绿
178,57,77,zh,玫紅,玫紅色,玫红
118,81,167,zh,藕色,藕色,藕
74,21,234,zh,亮藍,亮藍色,亮蓝
42,15,123,zh,深藍,深藍色,深蓝
181,118,240,zh,淺紫,淺紫色,浅紫
10,246,183,zh,青草綠,青草綠色,青草绿
36,186,85,zh,樹葉綠,樹葉綠色,树叶绿
18,53,188,zh,海藍,海藍色,海蓝
44,187,246,zh,海水淡藍,海水淡藍色,海水淡蓝
216,212,145,zh,麥,麥色,麦
89,240,253,zh,亮天空藍,亮天空藍色,亮天蓝
140,92,118,zh,桃花心木色,桃花心木色,桃花心木
161,66,156,zh,紫羅蘭,紫羅蘭色,紫罗蓝
78,66,3,zh,土綠,土綠色,土绿
